Genes,U1.1_1.2,U1.2_1.2,X215.1_1.2,X215.2_1.2,X478.1_1.2,X478.2_1.2
"SAR0395,NA,putative_membrane_protein",1373,1588,1260,1162,1361,1018
"SAR0396,NA,putative_lipoprotein",5877,6418,5175,5186,7016,6036
"SAR0397,NA,hypothetical_protein",12762,13591,11323,11455,13760,10909
"SAR0398,ahpF,alkyl_hydroperoxide_reductase_subunit_F",113420,118025,101535,110258,132091,99337
"SAR0399,ahpC,alkyl_hydroperoxide_reductase_subunit_C",56231,60565,51366,55498,64440,50211
"SAR0400,NA,nitroreductase_family_protein",6959,7703,6867,7765,6944,6096
"SAR0401,NA,putative_sodium:dicarboxylate_symporter_protein",23082,25117,18060,20989,17460,17150
"SAR0401a,NA,hypothetical_protein",83,40,60,56,69,55
"SAR0402,NA,hypothetical_protein",1088,1372,1081,1072,1639,1355
"SAR0403,NA,putative_DNA-binding_protein",25224,27117,21850,22774,33005,26232
"SAR0404,NA,hypothetical_protein",5617,6838,4833,5748,5782,4778
"SAR0405,NA,hypothetical_protein",7264,15488,9915,14428,18279,19083
"SAR0406,xpt,putative_xanthine_phosphoribosyltransferase",36667,28269,20245,23222,18303,13659
"SAR0407,pbuX,putative_xanthine_permease",60192,51243,30403,39811,31610,26492
"SAR0408,guaB,putative_inosine-5-monophosphate_dehydrogenase",90417,86800,47950,60729,53514,46072
"SAR0409,guaA,putative_GMP_synthase",108477,100263,56308,68630,62303,50862
"SAR0411,NA,hypothetical_protein",359,349,265,305,351,274
"SAR0412,NA,conserved_hypothetical_protein_pseudogene",579,704,530,530,797,557
"SAR0414,NA,hypothetical_protein",12,9,6,7,6,7
"SAR0414a,NA,hypothetical_protein_fragment",6,4,4,8,11,7
"SAR0415,NA,hypothetical_protein_fragment",54,53,48,41,64,36
"SAR0416,NA,putative_transposase",202,210,181,165,182,135
"SAR0418,NA,hypothetical_protein",482,448,386,353,423,203
"SAR0419,NA,hypothetical_protein",86,95,101,109,93,81
"SAR0420,NA,putative_membrane_protein",1212,1203,1182,1200,1388,1195
"SAR0421,NA,conserved_hypothetical_protein",3117,3284,3186,3400,3637,3268
"SAR0422,NA,exotoxin",952,912,720,631,775,502
"SAR0423,NA,exotoxin",204,184,117,164,204,136
"SAR0424,NA,exotoxin",538,473,381,397,511,352
"SAR0425,NA,exotoxin",205,179,183,142,196,104
"SAR0426,NA,hypothetical_protein",14,8,8,4,6,12
"SAR0427,set3,exotoxin_3",205,189,178,175,218,139
"SAR0428,set1,exotoxin_1",151,162,159,144,201,170
"SAR0429,set5,exotoxin_5",111,147,124,123,140,98
"SAR0431,set4,exotoxin_4",233,232,188,191,221,161
"SAR0432,NA,hypothetical_protein",5,3,4,3,4,6
"SAR0433,NA,putative_type_I_restriction_enzyme_modification_protein",9213,7963,6704,6691,7550,4816
"SAR0434,NA,putative_restriction_and_modification_system_specificity_protein",6081,6252,4903,4783,4851,4323
"SAR0435,NA,exotoxin",187,182,126,171,288,289
"SAR0436,NA,putative_exported_protein",1420,1323,1080,1081,1509,1515
"SAR0437,NA,putative_exported_protein",44431,54152,24476,36438,26111,24490
"SAR0438,NA,putative_lipoprotein",636,553,585,460,643,514
"SAR0439,NA,putative_lipoprotein",725,531,634,524,760,582
"SAR0440,NA,putative_lipoprotein_pseudogene",558,562,554,509,757,566
"SAR0442,NA,putative_membrane_protein",595,543,528,483,711,599
"SAR0443,NA,putative_lipoprotein",891,805,775,750,984,925
"SAR0444,NA,putative_lipoprotein",1088,1122,967,974,1223,1093
"SAR0445,NA,putative_lipoprotein",9053,10317,8450,9119,10642,9729
"SAR0446,NA,hypothetical_protein_pseudogene",12262,13629,11613,13087,15623,12945
"SAR0447,NA,hypothetical_protein",2409,2627,2197,2584,3257,2587
"SAR0448,NA,hypothetical_protein",2994,3160,2544,2929,3729,3046
"SAR0449,NA,putative_membrane_protein",1498,1827,1420,1515,1372,1382
"SAR0450,NA,putative_cobalamin_synthesis_protein",444,492,361,340,579,403
"SAR0451,NA,hypothetical_protein",67,67,50,80,154,104
"SAR0452,NA,putative_NADH-Ubiquinone/plastoquinone_complex_I_protein",9528,24543,2408,31099,10685,21941
"SAR0453,NA,hypothetical_protein",28294,86498,5423,80899,23787,56863
"SAR0454,NA,conserved_hypothetical_protein",11149,24327,6853,19622,11961,14904
"SAR0455,NA,putative_membrane_protein",1624,2215,1262,1810,1570,1234
"SAR0456,NA,putative_membrane_protein",3641,4277,2383,3843,3709,3209
"SAR0457,NA,conserved_hypothetical_protein",3939,5416,2671,4059,4162,4114
"SAR0457a,NA,hypothetical_protein",22,34,27,13,29,24
"SAR0458,NA,sodium:neurotransmitter_symporter_family_protein",1314,1258,1161,1073,1396,1129
"SAR0459,NA,pyridoxal-phosphate_dependent_enzyme",3661,2485,2081,1937,2847,2116
"SAR0460,NA,putative_Cys/Met_metabolism_PLP-dependent_enzyme",6777,5730,4085,4595,5115,4935
"SAR0461,NA,ABC_transporter_ATP-binding_protein",13509,8541,8606,10107,1949,1536
"SAR0462,NA,putative_transport_system_membrane_protein",6592,5102,2951,4757,1244,1077
"SAR0463,NA,putative_lipoprotein",19434,16456,6783,11339,3900,4151
"SAR0464,NA,putative_exported_protein",41483,31395,29376,25280,29411,24497
"SAR0465,NA,putative_membrane_protein",2616,3194,2440,2426,3100,2640
"SAR0466,NA,MutT_domain_containing_protein",1282,1238,1044,1088,1165,885
"SAR0467,NA,putative_acetyltransferase",2061,2122,1634,1735,1754,1452
"SAR0468,NA,putative_membrane_protein",6715,6569,5072,5553,5448,4432
"SAR0469,NA,putative_membrane_protein",7663,6602,5892,5934,6052,3965
"SAR0470,NA,LysR_family_regulatory_protein",2010,1889,1578,1739,1633,1311
"SAR0471,gltA,glutamate_synthase,_large_subunit",65980,44654,28034,39819,17153,13424
"SAR0473,NA,sugar-specific_PTS_transport_system,_IIBC_component",4651,11026,4405,6872,8413,10809
"SAR0474,NA,putative_glycosyl_hydrolase",2344,2198,2587,2114,3524,2646
"SAR0475,NA,GntR_family_regulatory_protein",1429,1330,1626,1388,2181,1582
"SAR0476,NA,acetyltransferase_GNAT_family_protein",1404,1434,1156,1230,1465,1084
"SAR0477,dnaX,DNA_polymerase_III,_tau_subunit",11833,9842,9435,9191,13178,10231
"SAR0478,NA,conserved_hypothetical_protein",16900,18281,14875,13676,15615,13428
"SAR0479,recR,putative_recombination_protein",14782,15191,12201,11943,13332,11816
"SAR0482,NA,Orn/Lys/Arg_decarboxylase_family_protein",2710,2978,2541,2808,3195,2425
"SAR0483,tmk,putative_thymidylate_kinase",2646,2180,2041,1907,2526,1776
"SAR0484,NA,conserved_hypothetical_protein",16554,17014,14814,14633,16845,13000
"SAR0485,holB,putative_DNA_polymerase_III,_delta_subunit",10871,9719,8275,8757,10250,7675
"SAR0486,NA,conserved_hypothetical_protein",6193,5643,4592,4780,6415,4680
"SAR0487,NA,conserved_hypothetical_protein",3078,3234,2273,2405,3352,2572
"SAR0488,NA,conserved_hypothetical_protein",904,834,823,684,1340,970
"SAR0489,NA,conserved_hypothetical_protein",353,271,258,237,504,359
"SAR0490,NA,tetrapyrrole_corrin/porphyrin_methylase_family_protein",1680,1496,1307,1251,2308,1841
"SAR0491,metG,putative_methionyl-tRNA_synthetase",42348,39684,33039,34495,37803,31716
"SAR0492,NA,putative_TatD_related_DNase",17306,16612,12901,14069,13977,11984
"SAR0493,NA,conserved_hypothetical_protein",2648,2627,1869,2129,2360,1954
"SAR0495,veg,conserved_hypothetical_protein",56588,73441,51037,47236,58452,49937
"SAR0497,purR,putative_pur_operon_repressor",16912,19905,15101,20052,22877,22000
"SAR0498,yabJ,putative_regulatory_protein",13956,24573,17307,31809,34752,36827
"SAR0499,spoVG,stage_V_sporulation_protein_G",13251,21278,15966,28013,33081,33421
"SAR0501,prs,ribose-phosphate_pyrophosphokinase",23975,21876,21324,20780,33626,27115
"SAR0502,rplY,putative_50S_ribosomal_protein_L25",100305,112016,92499,86343,143123,119476
"SAR0503,NA,putative_peptidyl-tRNA_hydrolase",3811,3539,3095,3324,3365,2331
"SAR0504,NA,putative_transcription-repair_coupling_factor",19554,19078,13344,15653,15905,14268
"SAR0505,NA,putative_polysaccharide_biosynthesis_protein",7237,7027,4992,5990,6300,4824
"SAR0506,NA,putative_tetrapyrrole_corrin/porphyrin_methylases",9301,9192,6814,7782,9986,7939
"SAR0507,NA,S4_domain_containing_protein",2132,2059,1523,1777,1991,1688
"SAR0508,NA,putative_cell_division_protein",5066,5258,3954,4352,5007,4207
"SAR0509,NA,putative_RNA_binding_protein",29919,32640,25944,25385,36311,24120
"SAR0510,NA,conserved_hypothetical_protein",5046,4244,4076,3707,8812,6005
"SAR0511,hpt,putative_hypoxanthine_phosphoribosyltransferase",4978,4770,4344,4109,8052,6800
"SAR0512,ftsH,putative_cell_division_protein",88197,84563,72685,77687,93127,82300
"SAR0514,NA,putative_O-acetylserine_thiol-lyase",94349,100291,77718,89536,63342,64559
"SAR0515,folP,dihydropteroate_synthase",5435,5254,4095,4780,4601,3878
"SAR0516,folB,dihydroneopterin_aldolase",2024,1873,1400,1690,1853,1623
"SAR0517,folK,putative_2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase",5485,4799,3774,4194,5554,4617
"SAR0518,lysS,lysyl-tRNA_synthetase",42088,44155,32669,36463,44883,41316
"SAR0520,NA,putative_insertion_element_protein",0,0,2,0,1,0
"SAR0521,NA,GntR_family_regulatory_protein",1591,1689,1165,1411,1169,1083
"SAR0522,NA,putative_pyridoxine_biosynthesis_protein",10498,10236,6267,7924,8300,7167
"SAR0523,NA,SNO_glutamine_amidotransferase_family_protein",6465,6774,4113,5207,5078,4677
"SAR0524,nupC,nucleoside_permease",41863,46077,35145,34391,35016,30004
"SAR0525,NA,putative_DNA-binding_protein",5597,6518,5564,6062,6113,5099
"SAR0526,NA,conserved_hypothetical_protein",5384,5912,5323,5952,5616,4666
"SAR0527,NA,putative_phosphotransferase",9455,9801,9263,9780,10321,8574
"SAR0528,clpC,putative_stress_response-related_Clp_ATPase",41154,41580,38564,40254,40914,35174
"SAR0529,radA,putative_DNA_repair_protein",12875,12324,10585,10648,16468,13223
"SAR0530,NA,putative_membrane_protein",11843,12755,9981,10420,13527,11501
"SAR0531,gltX,putative_glutamyl-tRNA_synthetase",26936,24081,18679,19482,25419,20382
"SAR0532,cysE,serine_acetyltransferase",3549,4494,3039,3705,4320,4559
"SAR0533,cysS,cysteinyl-tRNA_synthetase",8890,9932,8435,8299,11812,10075
"SAR0534,NA,conserved_hypothetical_protein",2316,2486,2290,2308,3190,2659
"SAR0535,yacO,SpoU_rRNA_Methylase_family_protein",5584,5672,5483,5539,7891,6627
"SAR0536,NA,conserved_hypothetical_protein",5132,4854,4988,4813,7224,6076
"SAR0537,sigH,putative_DNA-binding_protein",4210,4390,4293,4314,6569,5459
"SAR0539,secE,preprotein_translocase_SecE_subunit",5004,5110,4416,4379,7678,6317
"SAR0540,nusG,transcription_antitermination_protein",18028,18244,15089,15725,26322,21613
"SAR0542,rplK,50S_ribosomal_protein_L11",71716,76099,58420,61818,100116,76839
"SAR0543,rplA,50S_ribosomal_protein_L1",66381,77529,58243,60191,104917,85688
"SAR0544,rplJ,50S_ribosomal_protein_L10",82387,98946,71235,74702,109455,91345
"SAR0545,rplL,50S_ribosomal_protein_L7/L12",50855,73263,51334,50888,74419,66723
"SAR0546,NA,conserved_hypothetical_protein",5050,6035,4112,4806,6745,5920
"SAR0547,rpoB,DNA-directed_RNA_polymerase_beta_chain_protein",246121,243730,175873,201895,282543,233146
"SAR0548,rpoC,DNA-directed_RNA_polymerase_beta_chain_protein",258846,283441,196609,225521,316046,250203
"SAR0549,NA,putative_ribosomal_protein",34037,41832,32764,32214,58945,44090
"SAR0550,rpsL,30S_ribosomal_protein_S12",75483,82002,64274,71305,110593,87962
"SAR0551,rpsG,30S_ribosomal_protein_S7",77168,87154,67901,75641,114237,94037
"SAR0552,fus,translation_elongation_factor_G",368838,436702,348097,382467,534890,432623
"SAR0553,tuf,translation_elongation_factor_Tu",438634,495557,418730,458070,584705,469048
"SAR0554,NA,putative_peptidase",6361,5457,5631,5612,5936,4387
"SAR0555,kbl,putative_2-amino-3-ketobutyrate_coenzyme_A_ligase",11834,15994,10305,12985,14997,14310
"SAR0556,NA,ThiJ/PfpI_family_protein",10012,17568,13007,29073,33219,35837
"SAR0557,NA,putative_L-ribulokinase",1488,1499,1104,1299,1776,1676
"SAR0558,NA,conserved_hypothetical_protein",11344,19684,10522,12963,24598,23243
"SAR0559,NA,putative_aminotransferase",65165,59436,46807,55355,29225,24924
"SAR0560,NA,haloacid_dehalogenase-like_hydrolase",10932,9036,5921,8003,5013,4235
"SAR0561,NA,putative_deoxyadenosine_kinase_protein",4505,4122,3239,3250,4943,4200
"SAR0562,NA,putative_deoxyadenosine_kinase_protein",1852,1660,1687,1299,2253,1622
"SAR0563,NA,putative_deaminase",3242,2720,2550,2467,3172,2099
"SAR0564,NA,putative_haloacid_dehalogenase-like_hydrolase",7681,7026,6058,6042,7493,5841
"SAR0565,NA,conserved_hypothetical_protein",5092,5191,4054,4025,4831,4252
"SAR0566,sdrC,putative_surface_anchored_protein",580,445,496,405,645,437
"SAR0567,bbp,bone_sialoprotein-binding_protein",70,71,70,85,86,84
"SAR0568,NA,putative_glycosyl_transferase",5979,7109,5753,6050,7162,5660
"SAR0569,NA,putative_glycosyl_transferase",10552,12658,10115,11076,12327,9889
"SAR0570,NA,conserved_hypothetical_protein",11197,10079,9371,9384,12447,10027
"SAR0571,NA,conserved_hypothetical_protein",6699,5430,5750,5365,7056,4745
"SAR0572,NA,conserved_hypothetical_protein",5280,4506,4649,4222,5221,2734
"SAR0573,NA,putative_glucosamine-6-phosphate_isomerase",3811,3862,3385,3482,4224,3456
"SAR0574,NA,putative_hexulose-6-phosphate_synthase",6990,9882,7603,11857,17129,18474
"SAR0575,NA,putative_6-phospho-3-hexuloisomerase",5499,7221,6234,9505,14145,15226
"SAR0576,NA,putative_haloacid_dehalogenase-like_hydrolase",1545,1435,1224,1302,1346,1067
"SAR0577,proP,putative_proline/betaine_transporter",32426,31414,25288,30812,37171,33194
"SAR0578,NA,putative_membrane_protein",70092,67320,40205,40121,24118,20080
"SAR0580,NA,putative_AMP-binding_enzyme",710,646,542,600,859,694
"SAR0581,NA,putative_ketoacyl-CoA_thiolase",1083,955,846,867,1147,979
"SAR0582,NA,hypothetical_protein",235,237,144,167,203,207
"SAR0583,NA,hypothetical_protein",476,474,361,386,388,356
"SAR0584,NA,hypothetical_protein",8756,8890,6953,6296,4909,4543
"SAR0585,NA,conserved_hypothetical_protein",14920,15605,13273,14158,15750,12804
"SAR0586,ung,putative_uracil-DNA_glycosylase",3665,3222,2730,2557,3772,2808
"SAR0587,NA,hypothetical_protein",2492,2072,1661,1629,2264,1877
"SAR0588,NA,putative_membrane_protein",2363,2324,1786,1783,2206,1880
"SAR0589,NA,putative_amino_acid_permease",11255,16194,14385,25631,45056,47916
"SAR0590,NA,putative_membrane_protein",2760,2939,2164,2692,2810,2454
"SAR0591,NA,putative_membrane_protein",4543,4711,3486,4537,4373,3377
"SAR0592,NA,hypothetical_protein",14615,28865,20815,28331,44994,43775
"SAR0593,NA,conserved_hypothetical_protein",21824,23789,19394,19072,22087,18766
"SAR0595,NA,lipoate-protein_ligase_A_protein",36487,39741,33493,32970,44748,36156
"SAR0596,mvaK1,mevalonate_kinase",4249,4307,3357,4002,9347,7147
"SAR0597,mvaD,mevalonate_diphosphate_decarboxylase",4117,4608,3685,4905,12135,9645
"SAR0598,mvaK2,phosphomevalonate_kinase",4899,5862,5329,6695,19552,16687
"SAR0599,NA,hypothetical_protein",1953,1109,1336,934,2351,1057
"SAR0600,NA,pyridine_nucleotide-disulphide_oxidoreductase_protein",4388,4450,3753,3909,3281,2826
"SAR0601,NA,putative_DNA-binding_protein",874,850,828,720,602,482
"SAR0602,NA,putative_membrane_protein",11318,10285,9453,8947,9898,7769
"SAR0603,NA,putative_membrane_protein",1998,2173,1885,1711,1855,1612
"SAR0604,NA,hypothetical_protein",1376,1235,1071,1049,1170,962
"SAR0605,NA,putative_membrane_protein_pseudogene",2229,2258,1953,1884,1891,1695
"SAR0607,NA,putative_membrane_protein",1556,1707,1370,1357,1411,1218
"SAR0608,NA,aldo/keto_reductase_family_protein",11280,11121,8335,8965,9559,8074
"SAR0609,NA,conserved_hypothetical_protein",10510,11513,8367,9054,12311,10644
"SAR0610,NA,putative_acetyltransferase",6620,5796,5391,4810,5325,3410
"SAR0611,NA,putative_phosphohydrolase",19869,17580,15625,15878,15747,12710
"SAR0612,NA,conserved_hypothetical_protein",10109,10287,8043,8028,8271,7028
"SAR0613,adhA,alcohol_dehydrogenase",141308,154907,168807,127460,139850,105388
"SAR0614,NA,conserved_hypothetical_protein",5674,3710,3712,3365,4433,2686
"SAR0615,argS,putative_arginyl-tRNA_synthetase",27199,25402,19837,20547,23953,20600
"SAR0617,NA,putative_DNA_repair_protein",627,652,419,509,527,459
"SAR0618,NA,putative_transport_system_lipoprotein",10198,8637,6552,6949,6008,4716
"SAR0619,NA,FecCD_transport_family_protein",3499,3233,2900,3235,3219,2247
"SAR0620,NA,haloacid_dehalogenase-like_hydrolase",4493,5236,3991,4385,5050,3954
"SAR0621,NA,putative_hydrolase",6319,7452,5588,5873,7257,6399
"SAR0622,NA,putative_exported_protein",34616,48589,37061,39457,40232,35547
"SAR0623,NA,putative_membrane_protein",1920,1922,1792,1645,2646,2088
"SAR0624,NA,putative_esterase",3623,9932,5318,10773,13103,14428
"SAR0625,sarA,staphylococcal_accessory_regulator_A",29323,41980,36824,43981,59961,59835
"SAR0626,NA,putative_membrane_protein",2488,1881,1735,1624,2837,2068
"SAR0627,NA,hypothetical_protein",70,81,78,87,125,94
"SAR0628,NA,hypothetical_protein",57,74,69,73,92,85
"SAR0629,NA,phage_integrase_family_protein",1579,1878,1436,1792,3036,2534
"SAR0630,NA,putative_NADH-Ubiquinone/plastoquinone_complex_I_oxidoreductase_protein",5205,5144,5159,6736,12448,12133
"SAR0631,NA,putative_membrane_protein",766,805,816,1099,1771,1896
"SAR0632,NA,putative_membrane_protein",442,418,487,673,946,1110
"SAR0633,NA,putative_NADH-Ubiquinone/plastoquinone_complex_I_oxidoreductase_protein",2412,2498,2567,3625,4333,5068
"SAR0634,NA,putative_membrane_protein",405,440,427,688,798,775
"SAR0635,NA,putative_membrane_protein",455,517,429,725,938,897
"SAR0636,NA,putative_membrane_protein_pseudogene",939,1150,882,1323,2156,2015
"SAR0637,NA,sodium/hydrogen_exchanger_family_protein",20362,22493,21694,21356,22119,18767
"SAR0638,NA,putative_membrane_protein",3310,3561,3310,3107,3775,3180
"SAR0639,NA,putative_haloacid_dehydrogenase-like_hydrolase_pseudogene",1971,1958,2094,1823,2181,1392
"SAR0641,NA,ABC_transporter_extracellular_binding_protein",231413,233582,155002,160474,170861,145766
"SAR0642,NA,ABC_transporter_permease_protein",147259,149934,102937,105253,109412,95324
"SAR0643,NA,ABC_transporter_ATP-binding_protein",219934,212354,149799,153449,158823,131216
"SAR0644,sirR,putative_metalloregulator",4895,5952,4546,4690,5753,4772
"SAR0645,NA,putative_membrane_protein",1855,1897,1478,1518,1541,1102
"SAR0646,tagA,teichoic_acid_biosynthesis_protein",6208,6342,4856,5301,7064,4971
"SAR0647,tagH,teichoic_acid_ABC_transporter_ATP-binding_protein",14817,15127,13666,12826,20189,15316
"SAR0648,tagG,teichoic_acid_ABC_transporter_permease_protein",15591,15015,13374,12836,18975,15093
"SAR0649,tagB,teichoic_acid_biosynthesis_protein",5353,6705,5104,5787,7720,6482
"SAR0650,NA,putative_glycosyl_transferase",5172,5320,4742,4793,8057,6336
"SAR0651,tagD,glycerol-3-phosphate_cytidylyltransferase",2152,2159,1901,1766,3443,2713
"SAR0652,pbp4,penicillin-binding_protein_4",4386,3154,2619,2588,4536,3426
"SAR0653,NA,ABC_transporter_ATP-binding_protein",49248,47842,45891,41676,50538,39566
"SAR0655,NA,putative_Na+_dependent_nucleoside_transporter",31139,31267,25842,24205,28819,24772
"SAR0656,NA,putative_membrane_protein",6208,5709,4612,4748,4566,3757
"SAR0657,fhuA,ferrichrome_transport_ATP-binding_protein",2394,2112,1740,1659,2195,1676
"SAR0658,fhuB,ferrichrome_transport_permease",1201,1041,772,874,1189,852
"SAR0659,fhuD,ferrichrome_transport_permease",2346,2185,1521,1701,1951,1570
"SAR0660,NA,putative_dihydroxyacetone_kinase",2054,3060,2342,2767,3499,3521
"SAR0661,NA,putative_dihydroxyacetone_kinase",1130,1565,1444,1391,1732,1695
"SAR0662,NA,conserved_hypothetical_protein",621,839,902,780,1063,853
"SAR0663,NA,hypothetical_protein",24160,26341,24084,22572,33822,23545
"SAR0664,NA,putative_membrane_protein",18422,18015,13651,13547,22078,19002
"SAR0665,NA,putative_esterase",4757,3304,3204,3048,3765,2506
"SAR0666,NA,hypothetical_protein",3604,4251,2956,3313,3550,3152
"SAR0667,NA,putative_acetyltransferase",9853,11351,10121,10397,12421,9146
"SAR0668,NA,hypothetical_protein",6959,7263,6153,6987,7765,5680
