Genome feature ID,C..albicans...S..gordonii,S..gordonii...spent.C..albicans.medium,S..gordonii.only,C..albicans...S..gordonii.1,S..gordonii...spent.C..albicans.medium.1,S..gordonii.only.1,C..albicans...S..gordonii.2,S..gordonii...spent.C..albicans.medium.2,S..gordonii.only.2
ID_SGO_0078_p01_Parent_SGO_0078_t01_Dbxref_GI_157151146_GeneID_5599581_codon_start_1_locus_tag_SGO_0078_product_hypothetical_protein_protein_id_YP_001449400_1_transl_table_11_translation_length_220,5834,20801,14395,3792,7803,10730,5054,11304,10411
ID_SGO_0079_p01_Parent_SGO_0079_t01_Dbxref_GI_157151470_GeneID_5597868_codon_start_1_locus_tag_SGO_0079_product_hypothetical_protein_protein_id_YP_001449401_1_transl_table_11_translation_length_156,4226,13773,8940,2120,4717,6143,2821,6842,6006
ID_SGO_0080_p01_Parent_SGO_0080_t01_Dbxref_GI_157150135_GeneID_5598204_codon_start_1_locus_tag_SGO_0080_product_hypothetical_protein_protein_id_YP_001449402_1_transl_table_11_translation_length_566,13774,47303,31558,8267,19169,22217,12911,26419,22071
ID_SGO_0081_p01_Parent_SGO_0081_t01_Dbxref_GI_157149698_GeneID_5599415_codon_start_1_locus_tag_SGO_0081_product_hypothetical_protein_protein_id_YP_001449403_1_transl_table_11_translation_length_218,7975,24539,15991,3242,8505,9989,5465,12112,9227
ID_SGO_0082_p01_Parent_SGO_0082_t01_Dbxref_GI_157150309_GeneID_5598091_codon_start_1_locus_tag_SGO_0082_product_hypothetical_protein_protein_id_YP_001449404_1_transl_table_11_translation_length_104,4043,11299,7276,825,2997,3588,1677,4645,3438
ID_SGO_0083_p01_Parent_SGO_0083_t01_Dbxref_GI_157150416_GeneID_5599458_Note_identified_by_match_to_protein_family_HMM_PF00702_B_match_to_protein_family_HMM_PF05116_B_match_to_protein_family_HMM_PF08282_B_match_to_protein_family_HMM_TIGR00099_B_match_to_protein_family_HMM_TIGR01484_codon_start_1_locus_tag_SGO_0083_product_HAD_superfamily_hydrolase_protein_id_YP_001449405_1_transl_table_11_translation_length_275,3552,9345,6720,849,3699,3224,1972,6487,5116
ID_SGO_0084_p01_Parent_SGO_0084_t01_Dbxref_GI_157151077_GeneID_5599265_codon_start_1_locus_tag_SGO_0084_product_hypothetical_protein_protein_id_YP_001449406_1_transl_table_11_translation_length_33,603,1599,1103,86,458,389,221,756,539
ID_SGO_0085_p01_Parent_SGO_0085_t01_Dbxref_GI_157151541_GeneID_5597990_Note_identified_by_match_to_protein_family_HMM_PF00455_B_match_to_protein_family_HMM_PF08220_B_match_to_protein_family_HMM_PF08279_codon_start_1_locus_tag_SGO_0085_product_DeoR_family_transcriptional_regulator_protein_id_YP_001449407_1_transl_table_11_translation_length_248,2404,5862,4635,531,1724,1726,1061,3106,2806
ID_SGO_0086_p01_Parent_SGO_0086_t01_Dbxref_GI_157150040_GeneID_5599250_codon_start_1_locus_tag_SGO_0086_product_putative_lipoprotein_protein_id_YP_001449408_1_transl_table_11_translation_length_135,4224,17792,15479,12064,17896,26204,7716,18965,15945
ID_SGO_0087_p01_Parent_SGO_0087_t01_Dbxref_GI_157149696_GeneID_5599325_Note_identified_by_match_to_protein_family_HMM_PF07690_codon_start_1_locus_tag_SGO_0087_product_major_facilitator_transporter_protein_id_YP_001449409_1_transl_table_11_translation_length_388,366,949,517,112,205,467,283,425,396
ID_SGO_0088_p01_Parent_SGO_0088_t01_Dbxref_GI_157150436_GeneID_5598099_Note_identified_by_match_to_protein_family_HMM_PF00440_codon_start_1_locus_tag_SGO_0088_product_AraC_family_transcriptional_regulator_protein_id_YP_001449410_1_transl_table_11_translation_length_173,153,510,374,107,167,321,142,264,189
ID_SGO_0089_p01_Parent_SGO_0089_t01_Dbxref_GI_157150909_GeneID_5599231_Note_identified_by_match_to_protein_family_HMM_PF01545_B_match_to_protein_family_HMM_TIGR01297_codon_start_1_locus_tag_SGO_0089_product_cation_efflux_system_protein_protein_id_YP_001449411_1_transl_table_11_translation_length_284,2296,5080,2566,743,1701,2715,3618,3560,2999
ID_SGO_0090_p01_Parent_SGO_0090_t01_Dbxref_GI_157150992_GeneID_5598352_Note_identified_by_match_to_protein_family_HMM_PF00440_codon_start_1_locus_tag_SGO_0090_product_TetR_family_transcriptional_regulator_protein_id_YP_001449412_1_transl_table_11_translation_length_176,389,869,641,161,344,701,537,602,448
ID_SGO_0091_p01_Parent_SGO_0091_t01_Dbxref_GI_157151578_GeneID_5598191_Note_identified_by_match_to_protein_family_HMM_TIGR03061_B_match_to_protein_family_HMM_TIGR03062_codon_start_1_locus_tag_SGO_0091_product_integral_membrane_protein_protein_id_YP_001449413_1_transl_table_11_translation_length_807,973,2470,1384,249,495,1643,1256,1292,848
ID_SGO_0092_p01_Parent_SGO_0092_t01_Dbxref_GI_157149721_GeneID_5599688_codon_start_1_locus_tag_SGO_0092_product_hypothetical_protein_protein_id_YP_001449414_1_transl_table_11_translation_length_245,1199,786,2054,18,21,1119,78,107,161
ID_SGO_0093_p01_Parent_SGO_0093_t01_Dbxref_GI_157150250_GeneID_5598684_codon_start_1_locus_tag_SGO_0093_product_hypothetical_protein_protein_id_YP_001449415_1_transl_table_11_translation_length_226,799,459,1676,27,31,767,64,103,195
ID_SGO_0094_p01_Parent_SGO_0094_t01_Dbxref_GI_157150727_GeneID_5598761_codon_start_1_locus_tag_SGO_0094_product_putative_lipoprotein_protein_id_YP_001449416_1_transl_table_11_translation_length_420,1753,1019,4321,38,87,1348,104,211,390
ID_mccF_p01_Parent_mccF_t01_Dbxref_GI_157150919_GeneID_5598698_Note_identified_by_match_to_protein_family_HMM_PF02016_codon_start_1_gene_mccF_locus_tag_SGO_0095_product_microcin_immunity_protein_MccF_protein_id_YP_001449417_1_transl_table_11_translation_length_317,1446,4766,4849,480,1570,1800,398,1759,816
ID_SGO_0096_p01_Parent_SGO_0096_t01_Dbxref_GI_157150512_GeneID_5598330_Note_identified_by_match_to_protein_family_HMM_PF00702_B_match_to_protein_family_HMM_TIGR01509_B_match_to_protein_family_HMM_TIGR01549_codon_start_1_locus_tag_SGO_0096_product_hypothetical_protein_protein_id_YP_001449418_1_transl_table_11_translation_length_210,149,427,293,56,110,374,78,150,101
ID_SGO_0097_p01_Parent_SGO_0097_t01_Dbxref_GI_157150052_GeneID_5599088_codon_start_1_locus_tag_SGO_0097_product_hypothetical_protein_protein_id_YP_001449419_1_transl_table_11_translation_length_169,32,79,52,7,36,303,37,50,15
ID_SGO_0098_p01_Parent_SGO_0098_t01_Dbxref_GI_157151680_GeneID_5599757_Note_identified_by_match_to_protein_family_HMM_PF07972_codon_start_1_locus_tag_SGO_0098_product_ribonucleotide_reductase-like_protein_protein_id_YP_001449420_1_transl_table_11_translation_length_152,339,1081,794,54,287,606,98,357,183
ID_pulA-2_p01_Parent_pulA-2_t01_Dbxref_GI_157151248_GeneID_5598862_eC_number_3_2_1_41_Note_identified_by_match_to_protein_family_HMM_PF00128_B_match_to_protein_family_HMM_PF02922_B_match_to_protein_family_HMM_TIGR02104_codon_start_1_gene_pulA-2_locus_tag_SGO_0099_product_pullulanase_protein_id_YP_001449421_1_transl_table_11_translation_length_697,1876,5158,3279,580,1387,2200,963,2218,1438
ID_SGO_0100_p01_Parent_SGO_0100_t01_Dbxref_GI_157150794_GeneID_5597765_Note_identified_by_match_to_protein_family_HMM_PF00356_B_match_to_protein_family_HMM_PF00532_codon_start_1_locus_tag_SGO_0100_product_maltose_operon_transcription_repressor_protein_id_YP_001449422_1_transl_table_11_translation_length_328,993,2611,1859,355,701,1584,551,1151,862
ID_malA_p01_Parent_malA_t01_Dbxref_GI_157150471_GeneID_5598584_codon_start_1_gene_malA_locus_tag_SGO_0101_product_maltodextrose_utilization_protein_malA_protein_id_YP_001449423_1_transl_table_11_translation_length_267,1107,2630,2002,190,649,1390,393,1454,901
ID_SGO_0102_p01_Parent_SGO_0102_t01_Dbxref_GI_157150429_GeneID_5599166_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_locus_tag_SGO_0102_product_maltodextrin_transport_system_permease_malD_protein_id_YP_001449424_1_transl_table_11_translation_length_280,1864,4128,2971,255,888,1771,661,2291,1382
ID_SGO_0103_p01_Parent_SGO_0103_t01_Dbxref_GI_157151677_GeneID_5599239_Note_identified_by_match_to_protein_family_HMM_PF00528_B_match_to_protein_family_HMM_PF05154_codon_start_1_locus_tag_SGO_0103_product_maltodextrin_transport_system_permease_malC_protein_id_YP_001449425_1_transl_table_11_translation_length_431,1023,1455,1128,90,424,1607,406,1333,827
ID_SGO_0104_p01_Parent_SGO_0104_t01_Dbxref_GI_157151116_GeneID_5598409_Note_identified_by_match_to_protein_family_HMM_PF01547_codon_start_1_locus_tag_SGO_0104_product_maltose/maltodextrin-binding_protein_protein_id_YP_001449426_1_transl_table_11_translation_length_421,13320,18259,15236,2495,7395,13614,5811,14704,10084
ID_malQ_p01_Parent_malQ_t01_Dbxref_GI_157150213_GeneID_5597919_eC_number_2_4_1_25_Note_amylomaltase_B_acts_to_release_glucose_from_maltodextrins_codon_start_1_gene_malQ_locus_tag_SGO_0105_product_4-alpha-glucanotransferase_protein_id_YP_001449427_1_transl_table_11_translation_length_516,9243,38526,29605,2926,8725,17331,4527,13935,13559
ID_glgP-2_p01_Parent_glgP-2_t01_Dbxref_GI_157149840_GeneID_5598856_eC_number_2_4_1_1_Note_identified_by_match_to_protein_family_HMM_PF00343_B_match_to_protein_family_HMM_TIGR02093_codon_start_1_gene_glgP-2_locus_tag_SGO_0106_product_maltodextrin_phosphorylase_protein_id_YP_001449428_1_transl_table_11_translation_length_753,7574,34405,29240,2057,8672,13393,3906,13246,12204
ID_SGO_0107_p01_Parent_SGO_0107_t01_Dbxref_GI_157151122_GeneID_5597882_Note_identified_by_match_to_protein_family_HMM_PF00746_B_match_to_protein_family_HMM_PF05737_B_match_to_protein_family_HMM_TIGR01167_codon_start_1_locus_tag_SGO_0107_product_LPXTG_cell_wall_surface_protein_protein_id_YP_001449429_1_transl_table_11_translation_length_1058,3491,11637,7189,2086,2723,6052,2869,5655,5120
ID_ruvB_p01_Parent_ruvB_t01_Dbxref_GI_157150805_GeneID_5597912_Note_promotes_strand_exchange_during_homologous_recombination_B_RuvAB_complex_promotes_branch_migration_B_RuvABC_complex_scans_the_DNA_during_branch_migration_and_resolves_Holliday_junctions_at_consensus_sequences_B_forms_hexameric_rings_around_opposite_DNA_arms_B_requires_ATP_for_branch_migration_and_orientation_of_RuvAB_complex_determines_direction_of_migration_codon_start_1_gene_ruvB_locus_tag_SGO_0108_product_Holliday_junction_DNA_helicase_RuvB_protein_id_YP_001449430_1_transl_table_11_translation_length_332,3019,9627,6733,2806,3447,5800,2943,4720,4139
ID_SGO_0109_p01_Parent_SGO_0109_t01_Dbxref_GI_157151528_GeneID_5598554_Note_identified_by_match_to_protein_family_HMM_PF06042_codon_start_1_locus_tag_SGO_0109_product_hypothetical_protein_protein_id_YP_001449431_1_transl_table_11_translation_length_192,1387,4230,2696,782,1452,1869,873,2097,1565
ID_SGO_0110_p01_Parent_SGO_0110_t01_Dbxref_GI_157151069_GeneID_5599073_eC_number_3_1_3_48_Note_identified_by_match_to_protein_family_HMM_PF01451_codon_start_1_locus_tag_SGO_0110_product_phosphotyrosine_protein_phosphatase_protein_id_YP_001449432_1_transl_table_11_translation_length_140,5044,14098,8759,3464,3508,6729,5379,6032,7054
ID_SGO_0111_p01_Parent_SGO_0111_t01_Dbxref_GI_157151514_GeneID_5598014_Note_identified_by_match_to_protein_family_HMM_PF02493_codon_start_1_locus_tag_SGO_0111_product_MORN_motif-containing_protein_protein_id_YP_001449433_1_transl_table_11_translation_length_137,5198,14022,8988,2914,5880,6843,4743,9355,10372
ID_SGO_0112_p01_Parent_SGO_0112_t01_Dbxref_GI_157151084_GeneID_5599021_Note_identified_by_match_to_protein_family_HMM_PF01757_codon_start_1_locus_tag_SGO_0112_product_putative_acyltransferase_protein_id_YP_001449434_1_transl_table_11_translation_length_604,8670,23639,16688,2853,8494,9014,5809,13612,11832
ID_acdH_p01_Parent_acdH_t01_Dbxref_GI_157150332_GeneID_5597976_eC_number_1_1_1_1_Note_identified_by_match_to_protein_family_HMM_PF00171_B_match_to_protein_family_HMM_PF00465_codon_start_1_gene_acdH_locus_tag_SGO_0113_product_bifunctional_acetaldehyde-CoA/alcohol_dehydrogenase_protein_id_YP_001449435_1_transl_table_11_translation_length_883,21141,44430,22790,3080,9696,15957,20067,20006,11768
ID_SGO_0114_p01_Parent_SGO_0114_t01_Dbxref_GI_157149834_GeneID_5599422_codon_start_1_locus_tag_SGO_0114_product_hypothetical_protein_protein_id_YP_001449436_1_transl_table_11_translation_length_180,281,1091,687,424,609,986,306,640,569
ID_sthB_p01_Parent_sthB_t01_Dbxref_GI_157150706_GeneID_5598140_codon_start_1_gene_sthB_locus_tag_SGO_0115_product_bacteriocin_protein_id_YP_001449437_1_transl_table_11_translation_length_53,13,82,37,7,16,146,19,37,21
ID_sthA_p01_Parent_sthA_t01_Dbxref_GI_157149976_GeneID_5598729_Note_identified_by_match_to_protein_family_HMM_TIGR01847_codon_start_1_gene_sthA_locus_tag_SGO_0116_product_bacteriocin_protein_id_YP_001449438_1_transl_table_11_translation_length_57,43,117,86,13,31,146,52,52,33
ID_SGO_0117_p01_Parent_SGO_0117_t01_Dbxref_GI_157151190_GeneID_5597893_codon_start_1_locus_tag_SGO_0117_product_hypothetical_protein_protein_id_YP_001449439_1_transl_table_11_translation_length_55,25,84,47,9,15,163,25,50,15
ID_SGO_0118_p01_Parent_SGO_0118_t01_Dbxref_GI_157151607_GeneID_5597796_eC_number_5_1_3_9_Note_Converts_N-acetylmannosamine-6-phosphate_to_N-acetylglucosamine-6-phosphate_codon_start_1_locus_tag_SGO_0118_product_N-acetylmannosamine-6-phosphate_2-epimerase_protein_id_YP_001449440_1_transl_table_11_translation_length_233,31,130,43,38,66,747,66,92,48
ID_SGO_0119_p01_Parent_SGO_0119_t01_Dbxref_GI_157149778_GeneID_5599691_Note_identified_by_match_to_protein_family_HMM_PF04074_B_match_to_protein_family_HMM_TIGR00022_codon_start_1_locus_tag_SGO_0119_product_hypothetical_protein_protein_id_YP_001449441_1_transl_table_11_translation_length_150,20,56,40,24,39,276,42,69,30
ID_SGO_0120_p01_Parent_SGO_0120_t01_Dbxref_GI_157150379_GeneID_5598744_Note_identified_by_match_to_protein_family_HMM_PF01547_codon_start_1_locus_tag_SGO_0120_product_extracellular_solute-binding_protein_protein_id_YP_001449442_1_transl_table_11_translation_length_450,65,152,115,19,97,714,59,142,57
ID_SGO_0121_p01_Parent_SGO_0121_t01_Dbxref_GI_157150741_GeneID_5599346_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_locus_tag_SGO_0121_product_ABC_transporter_permease_SP1689_protein_id_YP_001449443_1_transl_table_11_translation_length_294,71,143,91,30,71,775,64,136,47
ID_SGO_0122_p01_Parent_SGO_0122_t01_Dbxref_GI_157151332_GeneID_5598674_Note_identified_by_match_to_protein_family_HMM_PF00528_codon_start_1_locus_tag_SGO_0122_product_ABC_transporter_permease_SP1688_protein_id_YP_001449444_1_transl_table_11_translation_length_277,63,116,60,29,83,855,67,144,41
ID_SGO_0123_p01_Parent_SGO_0123_t01_Dbxref_GI_157151603_GeneID_5598559_Note_identified_by_match_to_protein_family_HMM_PF01118_B_match_to_protein_family_HMM_PF01408_B_match_to_protein_family_HMM_PF02894_B_match_to_protein_family_HMM_PF03447_codon_start_1_locus_tag_SGO_0123_product_Gfo/Idh/MocA_family_oxidoreductase_protein_id_YP_001449445_1_transl_table_11_translation_length_367,72,189,129,61,104,1146,81,195,67
ID_SGO_0124_p01_Parent_SGO_0124_t01_Dbxref_GI_157150131_GeneID_5599504_eC_number_4_1_3_3_Note_identified_by_match_to_protein_family_HMM_PF00701_codon_start_1_locus_tag_SGO_0124_product_N-acetylneuraminate_lyase_protein_id_YP_001449446_1_transl_table_11_translation_length_305,47,198,173,41,90,397,67,159,86
ID_xylR_p01_Parent_xylR_t01_Dbxref_GI_157150493_GeneID_5598144_Note_identified_by_match_to_protein_family_HMM_PF00480_codon_start_1_gene_xylR_locus_tag_SGO_0125_product_glucokinase_protein_id_YP_001449447_1_transl_table_11_translation_length_294,97,189,149,16,64,231,68,141,86
ID_SGO_0126_p01_Parent_SGO_0126_t01_Dbxref_GI_157150828_GeneID_5599123_codon_start_1_locus_tag_SGO_0126_product_BlpT_protein_2C_fusion_protein_id_YP_001449448_1_transl_table_11_translation_length_109,26,48,25,4,16,128,20,37,23
ID_SGO_0127_p01_Parent_SGO_0127_t01_Dbxref_GI_157151330_GeneID_5598517_Note_identified_by_match_to_protein_family_HMM_PF01380_B_match_to_protein_family_HMM_PF01418_codon_start_1_locus_tag_SGO_0127_product_RpiR_family_phosphosugar-binding_transcriptional_regulator_protein_id_YP_001449449_1_transl_table_11_translation_length_284,198,361,254,47,177,473,102,237,208
ID_SGO_0128_p01_Parent_SGO_0128_t01_Dbxref_GI_157149836_GeneID_5599528_codon_start_1_locus_tag_SGO_0128_product_hypothetical_protein_protein_id_YP_001449450_1_transl_table_11_translation_length_107,1299,3701,2610,456,784,1835,426,1010,967
ID_atpI_p01_Parent_atpI_t01_Dbxref_GI_157150392_GeneID_5598152_eC_number_3_6_3_15_Note_Produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane__Subunit_I_is_part_of_the_membrane_proton_channel__codon_start_1_gene_atpI_locus_tag_SGO_0129_product_V-type_ATP_synthase_subunit_I_protein_id_YP_001449451_1_transl_table_11_translation_length_651,4443,12113,9124,1948,5048,6032,2303,6631,4801
ID_atpK_p01_Parent_atpK_t01_Dbxref_GI_157151571_GeneID_5599318_eC_number_3_6_3_14_Note_produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane_B_the_K_subunit_is_a_nonenzymatic_component_which_binds_the_dimeric_form_by_interacting_with_the_G_and_E_subunits_codon_start_1_gene_atpK_locus_tag_SGO_0130_product_V-type_ATP_synthase_subunit_K_protein_id_YP_001449452_1_transl_table_11_translation_length_159,1297,4257,2971,753,1756,2487,1042,2026,1818
ID_SGO_0131_p01_Parent_SGO_0131_t01_Dbxref_GI_157150070_GeneID_5598887_eC_number_3_6_3_14_codon_start_1_locus_tag_SGO_0131_product_v-type_sodium_ATP_synthase_2C_chain_E_protein_id_YP_001449453_1_transl_table_11_translation_length_196,1567,4752,3216,594,1662,2069,897,1895,1353
ID_SGO_0132_p01_Parent_SGO_0132_t01_Dbxref_GI_157150728_GeneID_5599048_Note_identified_by_match_to_protein_family_HMM_PF01992_codon_start_1_locus_tag_SGO_0132_product_ATP_synthase_(C/AC39)_subunit_protein_id_YP_001449454_1_transl_table_11_translation_length_337,3121,9655,7341,954,4290,3775,1564,5081,3404
ID_SGO_0133_p01_Parent_SGO_0133_t01_Dbxref_GI_157151307_GeneID_5598695_Note_produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane_B_the_F_subunit_is_part_of_the_catalytic_core_of_the_ATP_synthase_complex_codon_start_1_locus_tag_SGO_0133_product_V-type_ATP_synthase_subunit_F_protein_id_YP_001449455_1_transl_table_11_translation_length_106,1598,5190,3833,961,2023,2722,1482,2413,1692
ID_SGO_0134_p01_Parent_SGO_0134_t01_Dbxref_GI_157149819_GeneID_5599186_Note_identified_by_match_to_protein_family_HMM_PF00583_codon_start_1_locus_tag_SGO_0134_product_acetyltransferase_protein_id_YP_001449456_1_transl_table_11_translation_length_231,1916,6121,4266,1094,2740,2915,1679,3363,2399
ID_SGO_0135_p01_Parent_SGO_0135_t01_Dbxref_GI_157150337_GeneID_5597743_eC_number_3_6_3_14_Note_produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane_B_the_A_subunit_is_part_of_the_catalytic_core_of_the_ATP_synthase_complex_codon_start_1_locus_tag_SGO_0135_product_V-type_ATP_synthase_subunit_A_protein_id_YP_001449457_1_transl_table_11_translation_length_596,3451,10151,6955,2215,4923,6106,3430,6422,5056
ID_SGO_0136_p01_Parent_SGO_0136_t01_Dbxref_GI_157149878_GeneID_5599417_eC_number_3_6_3_15_Note_produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane_B_the_B_subunit_is_part_of_the_catalytic_core_of_the_ATP_synthase_complex_codon_start_1_locus_tag_SGO_0136_product_V-type_ATP_synthase_subunit_B_protein_id_YP_001449458_1_transl_table_11_translation_length_464,4239,12446,9041,1571,4412,5003,2624,5428,3802
ID_SGO_0137_p01_Parent_SGO_0137_t01_Dbxref_GI_157151262_GeneID_5598882_eC_number_3_6_3_14_Note_produces_ATP_from_ADP_in_the_presence_of_a_proton_gradient_across_the_membrane_B_the_D_subunit_is_part_of_the_catalytic_core_of_the_ATP_synthase_complex_codon_start_1_locus_tag_SGO_0137_product_V-type_ATP_synthase_subunit_D_protein_id_YP_001449459_1_transl_table_11_translation_length_207,4482,15617,10280,2486,4110,5783,3400,5409,4356
ID_SGO_0138_p01_Parent_SGO_0138_t01_Dbxref_GI_157150806_GeneID_5599868_Note_identified_by_match_to_protein_family_HMM_PF01476_codon_start_1_locus_tag_SGO_0138_product_LysM_domain-containing_protein_protein_id_YP_001449460_1_transl_table_11_translation_length_378,26998,67690,56789,9126,24731,23517,8298,28682,30021
ID_thrC_p01_Parent_thrC_t01_Dbxref_GI_157151228_GeneID_5598550_eC_number_4_2_3_1_Note_catalyzes_the_formation_of_L-threonine_from_O-phospho-L-homoserine_codon_start_1_gene_thrC_locus_tag_SGO_0139_product_threonine_synthase_protein_id_YP_001449461_1_transl_table_11_translation_length_494,5666,17412,12942,2042,6764,6226,2464,8201,6148
