,WT_THY_A,WT_THY_B,WT_THY_C,DhsdM_THY_A,DhsdM_THY_B,DhsdM_THY_C
AS_GENE_+_M5005_Spy1196_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1197_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1198_AS,2,3,2,2,5,2
AS_GENE_+_M5005_Spy1199_AS,1,0,0,0,3,0
AS_GENE_+_M5005_Spy1200_AS,2,6,0,2,8,4
AS_GENE_+_M5005_Spy1201_AS,0,0,0,0,2,1
AS_GENE_+_M5005_Spy1202_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1203_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1204_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1205_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1206_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1207_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1208_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1209_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1210_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1211_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1212_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1213_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1216_AS,13,17,10,12,19,24
AS_GENE_+_M5005_Spy1217_AS,0,2,0,0,0,0
AS_GENE_+_M5005_Spy1218_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1223_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1224_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1225_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1226_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1227_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1228_AS,1,2,0,0,2,0
AS_GENE_+_M5005_Spy1229_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1230_AS,0,1,1,1,2,1
AS_GENE_+_M5005_Spy1231_AS,0,1,0,1,1,0
AS_GENE_+_M5005_Spy1232_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1233_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1234_AS,1,0,0,0,1,0
AS_GENE_+_M5005_Spy1235_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1236_AS,14,13,11,4,20,15
AS_GENE_+_M5005_Spy1237_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1238_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1239_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1243_AS,6,6,2,3,11,10
AS_GENE_+_M5005_Spy1244_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1245_AS,2,1,0,0,0,1
AS_GENE_+_M5005_Spy1246_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1247_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1248_AS,0,0,1,1,2,0
AS_GENE_+_M5005_Spy1249_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1250_AS,0,0,0,1,0,1
AS_GENE_+_M5005_Spy1251_AS,0,0,0,1,2,0
AS_GENE_+_M5005_Spy1252_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1253_AS,1,1,0,0,0,1
AS_GENE_+_M5005_Spy1254_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1255_AS,0,1,0,1,0,0
AS_GENE_+_M5005_Spy1256_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1257_AS,1,1,0,0,0,0
AS_GENE_+_M5005_Spy1258_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1259_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1261_AS,2,2,0,0,1,0
AS_GENE_+_M5005_Spy1262_AS,1,0,0,0,0,0
AS_GENE_+_M5005_Spy1263_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1264_AS,4,1,1,1,0,1
AS_GENE_+_M5005_Spy1265_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1266_AS,0,2,0,0,1,0
AS_GENE_+_M5005_Spy1267_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1268_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1269_AS,1,3,2,0,3,3
AS_GENE_+_M5005_Spy1270_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1271_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1272_AS,0,2,0,0,0,0
AS_GENE_+_M5005_Spy1273_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1274_AS,0,0,1,0,0,0
AS_GENE_+_M5005_Spy1275_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1276_AS,1,0,0,0,0,0
AS_GENE_+_M5005_Spy1278_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1279_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1280_AS,0,0,2,0,0,1
AS_GENE_+_M5005_Spy1281_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1282_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1283_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1284_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1285_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1286_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1287_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1288_AS,0,1,0,1,0,0
AS_GENE_+_M5005_Spy1289_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1290_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1291_AS,0,1,0,1,0,0
AS_GENE_+_M5005_Spy1292_AS,1,4,1,1,1,3
AS_GENE_+_M5005_Spy1293_AS,0,1,0,0,0,2
AS_GENE_+_M5005_Spy1294_AS,1,0,0,0,0,0
AS_GENE_+_M5005_Spy1295_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1296_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1299_AS,1,0,0,0,0,0
AS_GENE_+_M5005_Spy1300_AS,3,1,0,0,0,0
AS_GENE_+_M5005_Spy1301_AS,0,1,0,0,0,2
AS_GENE_+_M5005_Spy1302_AS,0,3,1,0,1,0
AS_GENE_+_M5005_Spy1303_AS,1,0,0,0,1,0
AS_GENE_+_M5005_Spy1304_AS,1,0,0,0,0,2
AS_GENE_+_M5005_Spy1305_AS,1,2,0,3,0,3
AS_GENE_+_M5005_Spy1306_AS,0,1,0,0,1,0
AS_GENE_+_M5005_Spy1307_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1308_AS,2,0,0,0,0,0
AS_GENE_+_M5005_Spy1309_AS,1,0,2,1,0,1
AS_GENE_+_M5005_Spy1310_AS,0,0,1,2,0,3
AS_GENE_+_M5005_Spy1313_AS,2,5,1,1,2,5
AS_GENE_+_M5005_Spy1314_AS,1,2,5,3,2,1
AS_GENE_+_M5005_Spy1315_AS,2,2,3,1,1,1
AS_GENE_+_M5005_Spy1318_AS,0,2,0,0,3,0
AS_GENE_+_M5005_Spy1319_AS,0,0,0,0,2,0
AS_GENE_+_M5005_Spy1322_AS,7,13,5,5,15,6
AS_GENE_+_M5005_Spy1325_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1326_AS,0,1,1,1,0,0
AS_GENE_+_M5005_Spy1327_AS,1,2,1,0,1,0
AS_GENE_+_M5005_Spy1330_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1331_AS,1,7,1,1,4,1
AS_GENE_+_M5005_Spy1332_AS,0,2,0,1,0,0
AS_GENE_+_M5005_Spy1333_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1334_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1335_AS,0,1,5,1,0,1
AS_GENE_+_M5005_Spy1336_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1337_AS,0,1,0,0,0,2
AS_GENE_+_M5005_Spy1338_AS,1,1,1,0,0,0
AS_GENE_+_M5005_Spy1339_AS,0,2,1,1,6,2
AS_GENE_+_M5005_Spy1340_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1341_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1342_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1343_AS,12,24,26,19,28,22
AS_GENE_+_M5005_Spy1350_AS,0,4,0,3,1,1
AS_GENE_+_M5005_Spy1351_AS,0,1,0,2,1,0
AS_GENE_+_M5005_Spy1352_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1353_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1356_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1357_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1358_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1359_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1360_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1361_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1362_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1363_AS,0,0,1,0,0,0
AS_GENE_+_M5005_Spy1364_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1365_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1366_AS,0,3,0,0,2,0
AS_GENE_+_M5005_Spy1367_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1368_AS,0,1,1,1,2,1
AS_GENE_+_M5005_Spy1369_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1370_AS,0,1,0,0,0,2
AS_GENE_+_M5005_Spy1371_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1372_AS,1,0,1,1,0,0
AS_GENE_+_M5005_Spy1373_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1374_AS,0,1,2,0,0,0
AS_GENE_+_M5005_Spy1375_AS,1,1,2,0,0,1
AS_GENE_+_M5005_Spy1376_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1377_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1378_AS,0,1,1,0,3,0
AS_GENE_+_M5005_Spy1379_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1380_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1381_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1382_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1383_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1384_AS,1,1,0,1,1,2
AS_GENE_+_M5005_Spy1385_AS,0,1,0,2,3,1
AS_GENE_+_M5005_Spy1386_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1387_AS,0,1,1,0,0,0
AS_GENE_+_M5005_Spy1388_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1389_AS,0,0,0,1,1,1
AS_GENE_+_M5005_Spy1391_AS,0,4,2,4,5,4
AS_GENE_+_M5005_Spy1393_AS,6,10,5,9,14,8
AS_GENE_+_M5005_Spy1394_AS,4,12,4,7,10,12
AS_GENE_+_M5005_Spy1395_AS,15,24,16,8,17,11
AS_GENE_+_M5005_Spy1396_AS,0,3,3,3,3,2
AS_GENE_+_M5005_Spy1397_AS,3,5,6,7,5,3
AS_GENE_+_M5005_Spy1398_AS,2,9,5,1,5,4
AS_GENE_+_M5005_Spy1399_AS,4,6,5,2,5,3
AS_GENE_+_M5005_Spy1400_AS,1,0,0,0,0,0
AS_GENE_+_M5005_Spy1401_AS,1,0,0,3,0,1
AS_GENE_+_M5005_Spy1403_AS,0,0,0,1,0,1
AS_GENE_+_M5005_Spy1404_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1405_AS,2,5,7,2,8,5
AS_GENE_+_M5005_Spy1406_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1408_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1409_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1410_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1411_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1412_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1413_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1414_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1416_AS,1,1,0,0,1,1
AS_GENE_+_M5005_Spy1417_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1418_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1419_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1420_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1421_AS,2,1,0,0,0,0
AS_GENE_+_M5005_Spy1422_AS,0,1,0,0,0,1
AS_GENE_+_M5005_Spy1423_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1424_AS,0,1,1,0,0,3
AS_GENE_+_M5005_Spy1425_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1426_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1427_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1428_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1429_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1430_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1431_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1432_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1433_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1434_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1435_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1436_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1437_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1438_AS,5,6,3,1,8,4
AS_GENE_+_M5005_Spy1439_AS,1,2,2,0,2,0
AS_GENE_+_M5005_Spy1440_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1441_AS,0,0,0,1,1,0
AS_GENE_+_M5005_Spy1442_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1443_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1444_AS,0,0,1,0,0,2
AS_GENE_+_M5005_Spy1445_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1446_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1447_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1448_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1449_AS,5,5,1,1,3,1
AS_GENE_+_M5005_Spy1450_AS,2,2,1,1,0,0
AS_GENE_+_M5005_Spy1451_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1452_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1453_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1454_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1455_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1456_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1457_AS,0,2,0,0,0,0
AS_GENE_+_M5005_Spy1458_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1459_AS,0,1,0,0,2,0
AS_GENE_+_M5005_Spy1460_AS,1,0,1,1,0,0
AS_GENE_+_M5005_Spy1461_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1463_AS,9,8,2,4,0,6
AS_GENE_+_M5005_Spy1468_AS,2,2,2,4,7,7
AS_GENE_+_M5005_Spy1469_AS,3,6,3,1,6,3
AS_GENE_+_M5005_Spy1470_AS,3,3,4,5,9,5
AS_GENE_+_M5005_Spy1471_AS,1,2,1,2,3,4
AS_GENE_+_M5005_Spy1474_AS,0,2,1,0,5,2
AS_GENE_+_M5005_Spy1475_AS,1,1,1,0,2,2
AS_GENE_+_M5005_Spy1476_AS,0,3,0,0,0,0
AS_GENE_+_M5005_Spy1477_AS,2,4,3,1,6,0
AS_GENE_+_M5005_Spy1484_AS,1,3,2,2,7,2
AS_GENE_+_M5005_Spy1485_AS,0,2,2,2,0,3
AS_GENE_+_M5005_Spy1486_AS,2,5,5,4,3,0
AS_GENE_+_M5005_Spy1487_AS,1,0,1,0,0,0
AS_GENE_+_M5005_Spy1488_AS,1,2,1,1,1,0
AS_GENE_+_M5005_Spy1489_AS,0,6,0,2,4,2
AS_GENE_+_M5005_Spy1490_AS,0,2,0,0,1,0
AS_GENE_+_M5005_Spy1491_AS,0,7,0,0,1,1
AS_GENE_+_M5005_Spy1492_AS,0,2,1,1,0,0
AS_GENE_+_M5005_Spy1493_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1494_AS,0,1,0,0,1,0
AS_GENE_+_M5005_Spy1495_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1496_AS,0,1,0,0,1,0
AS_GENE_+_M5005_Spy1497_AS,8,4,5,7,5,5
AS_GENE_+_M5005_Spy1498_AS,4,0,0,1,3,5
AS_GENE_+_M5005_Spy1499_AS,2,0,1,0,2,0
AS_GENE_+_M5005_Spy1500_AS,0,2,2,0,0,0
AS_GENE_+_M5005_Spy1501_AS,0,1,1,3,1,0
AS_GENE_+_M5005_Spy1502_AS,0,3,0,0,0,0
AS_GENE_+_M5005_Spy1503_AS,0,1,0,1,1,0
AS_GENE_+_M5005_Spy1504_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1505_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1506_AS,0,4,0,0,0,1
AS_GENE_+_M5005_Spy1507_AS,0,2,0,0,0,1
AS_GENE_+_M5005_Spy1508_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1509_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1510_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1511_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1512_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1513_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1515_AS,2,7,2,5,11,9
AS_GENE_+_M5005_Spy1517_AS,8,9,3,7,9,13
AS_GENE_+_M5005_Spy1518_AS,7,8,7,9,9,12
AS_GENE_+_M5005_Spy1519_AS,21,23,28,14,29,21
AS_GENE_+_M5005_Spy1521_AS,2,7,1,0,2,5
AS_GENE_+_M5005_Spy1522_AS,0,1,3,1,2,2
AS_GENE_+_M5005_Spy1523_AS,2,0,1,0,1,0
AS_GENE_+_M5005_Spy1524_AS,2,10,6,3,7,6
AS_GENE_+_M5005_Spy1525_AS,3,4,4,3,4,3
AS_GENE_+_M5005_Spy1526_AS,0,0,1,1,1,2
AS_GENE_+_M5005_Spy1527_AS,0,1,2,2,2,1
AS_GENE_+_M5005_Spy1528_AS,2,0,1,0,0,0
AS_GENE_+_M5005_Spy1529_AS,0,1,0,0,0,1
AS_GENE_+_M5005_Spy1530_AS,3,6,3,4,4,4
AS_GENE_+_M5005_Spy1531_AS,1,1,0,0,3,0
AS_GENE_+_M5005_Spy1532_AS,1,0,0,0,0,0
AS_GENE_+_M5005_Spy1533_AS,1,1,0,0,0,0
AS_GENE_+_M5005_Spy1534_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1535_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1536_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1537_AS,0,1,0,2,0,0
AS_GENE_+_M5005_Spy1538_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1539_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1540_AS,0,3,0,0,0,1
AS_GENE_+_M5005_Spy1541_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1542_AS,1,1,0,0,0,0
AS_GENE_+_M5005_Spy1545_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1546_AS,1,0,1,0,2,0
AS_GENE_+_M5005_Spy1547_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1548_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1549_AS,1,0,0,1,0,2
AS_GENE_+_M5005_Spy1550_AS,1,0,1,0,0,2
AS_GENE_+_M5005_Spy1553_AS,0,2,0,1,0,0
AS_GENE_+_M5005_Spy1554_AS,3,1,0,0,0,0
AS_GENE_+_M5005_Spy1555_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1556_AS,0,1,0,0,2,0
AS_GENE_+_M5005_Spy1559_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1560_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1561_AS,0,1,0,0,3,2
AS_GENE_+_M5005_Spy1562_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1563_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1568_AS,3,4,2,7,7,2
AS_GENE_+_M5005_Spy1570_AS,0,1,0,1,0,2
AS_GENE_+_M5005_Spy1571_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1573_AS,1,3,2,6,9,8
AS_GENE_+_M5005_Spy1574_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1575_AS,1,8,2,1,2,2
AS_GENE_+_M5005_Spy1578_AS,0,0,1,2,0,0
AS_GENE_+_M5005_Spy1581_AS,0,0,0,1,0,1
AS_GENE_+_M5005_Spy1582_AS,0,0,0,0,2,0
AS_GENE_+_M5005_Spy1583_AS,0,1,0,0,1,0
AS_GENE_+_M5005_Spy1585_AS,2,0,0,0,0,0
AS_GENE_+_M5005_Spy1586_AS,6,4,1,0,3,4
AS_GENE_+_M5005_Spy1587_AS,0,0,3,1,0,1
AS_GENE_+_M5005_Spy1588_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1591_AS,3,4,5,1,5,5
AS_GENE_+_M5005_Spy1592_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1593_AS,1,1,0,1,2,2
AS_GENE_+_M5005_Spy1596_AS,5,8,4,1,6,5
AS_GENE_+_M5005_Spy1597_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1598_AS,1,0,0,0,0,1
AS_GENE_+_M5005_Spy1599_AS,2,1,0,1,1,1
AS_GENE_+_M5005_Spy1600_AS,1,1,0,0,0,0
AS_GENE_+_M5005_Spy1601_AS,0,0,0,1,0,0
AS_GENE_+_M5005_Spy1602_AS,2,1,1,2,3,1
AS_GENE_+_M5005_Spy1603_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1604_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1605_AS,1,1,1,1,2,0
AS_GENE_+_M5005_Spy1606_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1607_AS,1,0,1,0,0,0
AS_GENE_+_M5005_Spy1608_AS,0,2,0,0,0,0
AS_GENE_+_M5005_Spy1609_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1610_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1611_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1612_AS,0,2,0,0,0,0
AS_GENE_+_M5005_Spy1614_AS,33,63,31,24,41,29
AS_GENE_+_M5005_Spy1615_AS,34,53,24,39,35,32
AS_GENE_+_M5005_Spy1616_AS,25,45,24,17,29,22
AS_GENE_+_M5005_Spy1617_AS,27,50,30,21,34,30
AS_GENE_+_M5005_Spy1618_AS,8,9,10,4,9,16
AS_GENE_+_M5005_Spy1620_AS,0,0,1,0,0,1
AS_GENE_+_M5005_Spy1624_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1625_AS,0,0,3,0,1,0
AS_GENE_+_M5005_Spy1626_AS,4,11,5,3,2,3
AS_GENE_+_M5005_Spy1627_AS,4,9,7,4,0,2
AS_GENE_+_M5005_Spy1628_AS,1,2,1,0,0,1
AS_GENE_+_M5005_Spy1629_AS,0,0,1,0,0,0
AS_GENE_+_M5005_Spy1630_AS,2,4,0,1,4,1
AS_GENE_+_M5005_Spy1631_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1632_AS,5,5,3,4,4,5
AS_GENE_+_M5005_Spy1633_AS,5,7,3,5,6,3
AS_GENE_+_M5005_Spy1634_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1635_AS,2,0,0,0,1,1
AS_GENE_+_M5005_Spy1636_AS,0,1,2,2,0,2
AS_GENE_+_M5005_Spy1637_AS,0,2,1,0,0,0
AS_GENE_+_M5005_Spy1638_AS,1,1,1,1,2,0
AS_GENE_+_M5005_Spy1644_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1646_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1647_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1648_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1649_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1650_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1651_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1652_AS,1,2,0,0,0,1
AS_GENE_+_M5005_Spy1653_AS,0,1,0,0,0,1
AS_GENE_+_M5005_Spy1654_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1655_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1656_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1657_AS,0,1,0,0,1,0
AS_GENE_+_M5005_Spy1658_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1659_AS,0,0,0,0,1,0
AS_GENE_+_M5005_Spy1660_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1661_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1662_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1663_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1664_AS,0,1,0,0,0,0
AS_GENE_+_M5005_Spy1665_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1666_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1667_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1670_AS,0,0,1,0,3,7
AS_GENE_+_M5005_Spy1671_AS,1,7,2,7,3,4
AS_GENE_+_M5005_Spy1672_AS,16,15,9,20,24,20
AS_GENE_+_M5005_Spy1673_AS,1,5,5,2,0,5
AS_GENE_+_M5005_Spy1674_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1675_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1676_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1677_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1678_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1679_AS,0,2,1,0,3,3
AS_GENE_+_M5005_Spy1680_AS,1,1,0,1,0,0
AS_GENE_+_M5005_Spy1681_AS,2,0,2,0,2,4
AS_GENE_+_M5005_Spy1682_AS,1,1,0,0,1,0
AS_GENE_+_M5005_Spy1683_AS,0,0,0,0,1,1
AS_GENE_+_M5005_Spy1685_AS,0,0,0,0,0,1
AS_GENE_+_M5005_Spy1686_AS,1,1,1,2,4,3
AS_GENE_+_M5005_Spy1687_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1689_AS,0,0,0,0,0,0
AS_GENE_+_M5005_Spy1691_AS,9,6,1,5,7,10
AS_GENE_+_M5005_Spy1692_AS,18,11,7,4,15,14
AS_GENE_+_M5005_Spy1693_AS,0,2,0,2,1,1
AS_GENE_+_M5005_Spy1694_AS,0,3,0,0,2,1
