Synonym,Raw.Counts..brpT.Replicate.1,Raw.Counts..brpT.Replicate.2,Raw.Counts..brpT.Replicate.3,Raw.Counts..brpT.Replicate.4,Raw.Counts..brpT.Replicate.5,Raw.Counts.WT_SK36.Replicate.1,Raw.Counts.WT_SK36.Replicate.2,Raw.Counts.WT_SK36.Replicate.3,Raw.Counts.WT_SK36.Replicate.4,Raw.Counts.WT_SK36.Replicate.5
SSA_1544,84438,63496,99819,70820,99668,48782,61425,66472,52169,52317
SSA_1545,7387,5876,10857,8132,8229,7350,6805,7726,6109,7914
SSA_1546,14864,11800,20393,15903,15896,9811,9269,10131,8350,11531
SSA_1547,20828,16207,25791,19649,19813,7327,6380,6756,5386,9496
SSA_1548,2037,1432,2335,1752,1840,583,515,554,399,717
SSA_1549,7219,5276,9401,7437,8315,3832,4578,5334,3910,4489
SSA_1550,3434,3233,5146,3746,4071,6909,7077,8355,6655,7478
SSA_1551,10375,9779,14359,10494,11289,15161,15259,18105,13932,17095
SSA_1552,547,401,592,540,517,247,262,341,215,300
SSA_1553,16471,14368,22654,17592,17672,12235,11091,12313,9954,14436
SSA_1554,17738,16662,24758,18814,20769,16978,16515,18601,14610,17827
SSA_1555,24791,21383,32086,23966,24767,17564,15560,16611,13701,22017
SSA_1557,32280,32198,52412,36437,42784,48295,56067,71609,55467,56379
SSA_1558,12464,13338,20881,14876,17018,20463,24104,29946,23608,25433
SSA_1559,10169,9502,16673,11871,13618,17069,18515,22363,17210,19226
SSA_1560,40852,41790,62442,43668,51454,52754,54336,64941,50431,58762
SSA_1561,5699,4142,6541,4899,5329,2046,1986,2219,1690,3035
SSA_1562,5575,4064,7988,5847,6766,7081,7643,8373,7018,7994
SSA_1563,13330,12592,19385,14721,16933,19114,18865,21090,16466,21288
SSA_1564,24500,20982,34401,25560,29494,27874,25642,28838,22441,32658
SSA_1565,15914,12116,20379,15326,17214,10584,9615,9926,8194,13104
SSA_1566,7451,6846,8998,6248,6186,2957,3100,3353,2526,3184
SSA_1567,6942,6754,8948,6195,6369,4206,4369,5202,3993,5026
SSA_1568,5540,5621,7399,5418,5405,4621,4871,5627,4379,5482
SSA_1569,7350,8042,9749,7449,7157,6012,5936,7064,5752,7120
SSA_1570,7148,5431,8884,6501,8511,2817,3406,3820,3152,3330
SSA_1571,30865,31246,44975,33640,36412,37735,35419,42377,33202,39119
SSA_1572,22645,17170,21473,17964,22060,4308,4100,3801,3171,4626
SSA_1573,4886,3348,6754,4980,5069,3896,3537,3925,3036,4571
SSA_1574,14330,12155,19540,14293,15354,10884,10277,11314,8528,13137
SSA_1575,16834,14465,22073,16107,18520,13238,14211,16252,12408,16420
SSA_1576,55507,41968,78310,57240,66472,58085,68892,80248,62495,73978
SSA_1577,16324,16375,24162,17715,18622,23706,25628,33417,25764,27152
SSA_1578,190,150,238,186,236,217,194,255,208,210
SSA_1579,190,168,227,173,237,191,253,282,245,226
SSA_1581,363,324,542,364,471,452,436,619,485,448
SSA_1582,312,264,409,282,375,362,349,523,387,392
SSA_1583,1115,919,1458,1075,1254,721,792,929,693,911
SSA_1584,301,306,486,328,455,499,637,733,599,619
SSA_1585,120,82,163,92,134,122,152,159,124,152
SSA_1586,3966,3709,5258,3668,4388,3102,3179,3582,2898,4024
SSA_1587,3361,3270,4197,3114,3666,2521,2635,3069,2470,3084
SSA_1588,16143,14468,24476,17717,20063,17066,17779,20822,16524,20499
SSA_1589,2263,1924,3132,2182,2377,1496,1506,1728,1439,2079
SSA_1590,5821,5367,8251,6204,7731,3980,4302,5770,4411,4632
SSA_1591,5685,6384,9554,6763,8152,9693,13872,18055,13365,14275
SSA_1592,504,471,841,610,654,345,469,638,522,491
SSA_1593,1244,1083,1754,1139,1402,912,1236,1608,1299,1438
SSA_1594,912,830,1320,972,1190,177,198,246,195,216
SSA_1595,4630,4075,5739,4021,4894,3249,3324,3838,2868,3797
SSA_1596,17340,9554,22151,15717,20719,7171,9424,9271,8231,9422
SSA_1597,15427,9582,20465,14535,19492,8543,10522,11689,9377,10661
SSA_1598,8950,4090,11616,8420,11378,3599,4635,4950,4147,5099
SSA_1599,12175,6460,14012,10733,14099,4668,5930,6643,5391,6266
SSA_1600,30,28,53,39,45,23,31,39,24,28
SSA_1601,4140,4693,6322,4346,5529,3604,3975,5122,4098,3879
SSA_1602,15956,16217,23845,16786,20540,13813,15020,18933,14353,14943
SSA_1603,4491,2407,5845,4275,5019,2052,2296,2852,2248,2567
SSA_1604,15772,9307,16686,12575,14515,3727,3959,3994,3306,4122
SSA_1605,11278,11682,18128,12652,15156,16087,17094,20223,16241,18056
SSA_1606,6380,6570,9717,7155,8610,9048,10371,12705,9589,10292
SSA_1607,9534,9883,15280,10474,12999,13767,16148,19294,15334,16743
SSA_1608,4686,3934,7601,5297,6417,6464,7630,9328,7002,8119
SSA_1610,9964,8833,15821,10922,13350,12114,14133,16835,12859,15056
SSA_1611,7383,6360,10662,7687,8880,6440,6941,8004,6029,8424
SSA_1612,3828,3089,4833,3536,4134,2205,2096,2240,1839,3160
SSA_1613,4596,3750,5448,4141,4733,1711,1634,1595,1385,2263
SSA_2466,162,136,193,153,127,25,35,42,29,49
SSA_1614,2108,1930,2688,1980,2224,792,836,1018,733,826
SSA_1615,10026,11057,14109,10676,13201,13351,13562,16775,13480,18836
SSA_1616,11175,9007,14411,10991,11899,7279,6841,7629,6244,7917
SSA_1617,1871,1603,2548,1953,2164,1559,1607,1869,1422,1680
SSA_1618,4534,4586,6355,4669,5413,3776,3533,3951,2953,3773
SSA_1619,16368,14019,20075,14731,17036,8068,8299,9155,7069,9379
SSA_1620,17228,17143,22873,16834,18849,9622,9534,10681,8225,10855
SSA_1621,2465,2409,3332,2424,2720,2257,2248,2471,1976,3188
SSA_1622,92711,82879,115388,90031,91680,22812,20318,21104,17362,30783
predicted RNA,1726,1518,2111,1666,1685,327,294,296,241,462
SSA_1623,43776,38143,53674,43342,43154,7681,7013,7197,5881,10647
SSA_1624,1788,1338,2068,1702,1821,949,1138,1424,1002,1126
SSA_1625,1450,1313,1893,1365,1559,1297,1510,1731,1298,1291
SSA_1626,20666,18861,26018,19402,21713,15924,14507,16500,12781,18971
SSA_1627,8113,6232,9142,7093,8852,2949,3720,4092,3048,3245
SSA_1628,458,396,545,377,426,173,172,207,148,234
SSA_1629,12665,9635,14643,11096,11872,3426,3156,3534,2622,4762
SSA_1630,9651,7478,13573,9584,10631,4936,4853,5687,4496,5723
SSA_1631,5974,4535,9242,6432,7706,10918,13327,16499,12542,13005
SSA_1632,11733,9952,18714,12702,15824,23877,29728,37081,28447,29980
SSA_1633,8561,7152,14377,9560,12011,16950,20234,24244,19606,20641
SSA_1634,7523,6204,11641,7767,10006,13241,15531,18521,14626,16048
SSA_1635,11312,7736,13945,9839,11613,10739,11833,13443,10170,13461
SSA_1636,8219,8542,11979,8701,9669,11344,11039,12865,9912,11116
SSA_1638,3442,2713,4912,3572,3605,2798,2461,2863,2352,3073
SSA_1639,7897,7200,10647,7857,8563,6579,6574,7403,5889,7271
SSA_1640,10227,10035,14297,10611,11766,11147,10676,12247,9504,12618
SSA_1641,9116,7931,12389,9164,9740,6937,6108,6685,5141,9129
SSA_1642,25219,22122,32342,23968,25384,14474,12849,13486,10895,20654
SSA_1643,15605,10512,16576,11815,13480,4704,4590,4642,3746,7485
SSA_1644,616,481,806,617,648,507,581,609,509,658
SSA_1645,2727,2039,3482,2504,2882,2572,2984,3584,2607,3063
SSA_1646,1273,1134,1821,1336,1408,870,784,805,689,948
SSA_1647,1005,813,1326,1037,1124,839,783,836,662,939
SSA_1648,2234,2309,3508,2422,2954,2873,3287,3858,2905,3276
SSA_1649,2669,2461,4306,2941,3548,3469,3795,4401,3520,4044
SSA_1650,1802,1858,2994,1985,2405,2465,2774,3151,2602,2832
SSA_1651,707,555,1144,757,947,961,1040,1284,937,1106
SSA_1652,1122,1084,1755,1209,1552,1254,1434,1762,1305,1571
SSA_1653,2773,1470,3524,2607,3075,1433,1658,1880,1580,2203
SSA_1655,843,742,978,747,838,356,445,517,407,520
SSA_1656,2312,1684,2735,1991,2280,1463,1564,1712,1328,1769
SSA_1657,1413,1190,1794,1306,1520,628,633,744,612,659
SSA_1658,2671,2676,3310,2597,2584,1305,1212,1479,1141,1417
SSA_1659,2835,1897,3705,2663,3051,2015,2150,2377,1923,2387
SSA_1660,502,447,608,450,577,386,377,419,310,391
SSA_1661,36,24,35,29,46,18,23,43,34,26
SSA_1662,2119,1005,1476,1152,1143,510,588,709,574,695
SSA_1663,39320,39944,54627,36991,42735,183484,208935,251977,187211,221354
SSA_1664,1149,779,1033,744,854,645,791,967,722,742
SSA_1665,6,0,1,4,4,0,0,0,2,0
SSA_1666,7793,5854,9611,7811,9882,1067,1157,1291,1002,1276
SSA_1667,32,30,35,31,39,51,49,49,30,40
SSA_1668,59,57,85,61,91,63,66,93,80,71
SSA_1669,45,28,55,30,36,37,38,62,50,34
SSA_1670,3143,2301,3254,2440,2683,903,974,1134,810,947
SSA_1671,2002,1696,2322,1886,2077,342,340,398,320,366
SSA_1672,18,11,19,14,21,6,11,17,7,6
SSA_1673,4,1,2,6,3,0,0,2,2,0
SSA_1675,4,6,7,7,7,4,2,1,2,2
SSA_1676,1042,916,1303,952,1061,525,578,661,525,564
SSA_1678,57,47,90,60,66,64,79,89,74,78
SSA_1679,48,64,75,59,66,61,56,72,57,69
SSA_1680,1263,1163,1831,1405,1555,1707,1988,2428,1867,2043
SSA_1681,337,282,476,318,428,336,435,477,375,418
SSA_1682,72,55,83,45,72,49,64,59,56,55
SSA_1683,4757,4293,6706,4622,5615,5074,5471,6338,5077,5489
SSA_1684,9620,8327,13813,9604,11161,10926,11749,13904,10556,12887
SSA_1685,5857,5528,8503,5827,6842,5687,6403,7340,6223,6908
SSA_1686,6147,5815,7408,5647,6100,5581,5330,6045,4688,5493
SSA_1687,5521,5275,7180,5382,5700,8037,7272,8512,6638,7430
SSA_1689,161700,93686,182248,141211,172060,54809,67031,69125,55219,63101
SSA_1690,6474,4413,9671,7745,7712,7836,9644,11821,9059,9239
SSA_1691,3790,3348,6055,4300,4711,5449,6613,8400,6069,5841
SSA_1692,4885,3655,6325,4429,4693,2529,4532,7500,6659,7345
SSA_1693,4789,4851,7715,5517,6238,6417,9355,14116,12658,12169
SSA_1694,673,790,1262,923,1123,1505,2167,3098,2802,2504
SSA_1695,2727,2304,3882,2634,3707,5095,6711,8120,7915,9040
SSA_1696,6703,5143,8910,5758,6459,3127,4007,5493,4393,5445
SSA_1697,6570,4451,9507,5922,6577,3049,4260,6338,5128,6181
SSA_1698,3985,3109,5860,3730,4193,1913,2812,4530,3600,3875
SSA_1699,2583,1911,3608,2565,2709,1376,2165,3273,2588,2680
SSA_1700,60,28,60,46,48,18,23,26,21,35
SSA_1701,1908,1376,2058,1408,1646,828,875,921,748,1389
SSA_1702,4857,2262,6281,4669,5379,2792,3032,3282,2766,3502
SSA_1703,31211,28419,40938,31502,33284,20106,18615,20590,16407,22147
SSA_1704,4508,3761,5735,4191,4398,3120,3142,3467,2921,3526
SSA_1705,1935,1402,2284,1720,1790,844,836,928,673,967
SSA_1706,6058,5513,7642,6222,7165,3778,3555,4242,3128,4428
SSA_1707,3797,3360,4824,3928,4191,2679,2710,3208,2363,3397
SSA_1708,190,121,281,251,236,165,201,194,175,226
SSA_1709,132,83,189,147,174,129,125,119,118,136
SSA_1710,926,778,1329,994,1108,1017,1113,1340,1152,1195
SSA_1711,5879,5269,7970,5979,6627,4215,3833,4471,3570,4778
SSA_1712,2571,2402,3267,2529,2564,1707,1599,1991,1452,1883
SSA_1713,5847,5785,8410,6218,6779,5051,5352,6147,4948,5619
SSA_1715,4065,3716,5404,3919,4243,2677,2669,3326,2564,3124
SSA_1716,18065,10458,24938,18051,22274,9570,10361,10523,9029,11506
SSA_1717,7287,4434,10377,7451,9028,4006,4677,5562,4052,5010
SSA_1718,9078,5870,12725,9217,10893,4998,5419,6171,4867,5936
SSA_1719,11200,10995,16769,11885,14100,14151,14621,16905,13207,15983
SSA_1720,4162,3457,6152,4372,5242,5103,5467,6532,4783,5868
SSA_1721,7842,7495,10719,7976,9126,7103,7141,8527,6636,8957
SSA_1722,5577,4930,7119,5243,5783,3356,3409,3753,2997,4200
SSA_1723,11064,8560,12220,9074,9263,3591,3310,3718,2889,4932
SSA_1724,10496,9416,15367,10491,12541,17557,24806,32763,24243,24283
SSA_1725,6711,7077,9908,7492,8330,7264,7373,8482,6604,7345
SSA_1726,6840,6803,9839,7701,8241,6916,6946,8327,6346,7151
SSA_1727,7329,7606,10640,8536,8887,6589,7060,7930,6171,7109
SSA_1728,4527,3879,6248,4920,4931,3042,2944,3413,2582,3173
SSA_1729,33811,27158,41406,29632,31507,11486,10246,10466,8416,12811
SSA_1730,4147,2347,3632,2652,2805,547,516,509,423,734
SSA_1731,45794,34267,56488,42672,46773,23795,23254,26418,21993,30798
SSA_1732,13916,12154,19174,14372,14961,7316,7149,8398,6372,8998
SSA_1733,2,2,2,0,1,1,1,2,2,5
SSA_1734,19526,18627,30311,22043,24104,26721,29464,36519,29067,31810
SSA_1735,4189,2529,6060,4448,4647,3542,3658,4288,3681,4735
predicted RNA,14189,12873,14315,10710,14773,3304,4230,4173,3350,3784
SSA_1736,6866,6336,10131,7421,8330,9937,10129,12219,9801,10986
SSA_1737,5853,5102,8498,6289,6868,7516,7844,9122,7124,8646
SSA_1738,19401,16631,24552,18580,19555,17671,16999,18947,14438,21324
SSA_1739,19666,17875,24450,18494,20347,16731,16581,19916,14749,20449
SSA_1740,121,82,138,107,110,194,221,268,231,292
SSA_1741,412,389,470,348,480,156,155,200,189,174
SSA_1742,936,709,1107,855,984,449,501,559,436,454
SSA_1743,422,437,574,402,502,224,294,355,316,272
SSA_1744,649,565,843,667,780,431,456,600,474,462
SSA_1745,163653,137915,173907,122598,182001,52454,95836,96515,81343,71975
SSA_1746,2380,2307,3623,2547,2766,1936,1723,2009,1507,2015
SSA_1747,1590,1338,2237,1765,1849,1028,997,1083,895,1255
SSA_1748,27850,25464,37065,27527,28216,14405,12518,13374,10614,16391
SSA_1749,7308,6198,10418,7691,9877,10997,12249,14846,11787,15154
SSA_1750,10708,10865,16094,11164,13090,9122,10206,12359,9809,11642
SSA_1751,9602,8871,12852,9270,11298,6495,8173,10239,8289,8302
SSA_1752,19892,18299,26514,19732,23235,17182,20890,25605,20545,20753
SSA_1753,376,323,536,329,382,227,236,300,214,235
SSA_1754,29954,19404,41456,29048,38376,18116,23508,28263,23462,24251
SSA_1755,14492,11438,21638,14754,18849,9846,13801,17126,13936,14482
SSA_1756,35351,29038,55080,37480,47729,33356,42867,55886,44031,47265
SSA_1757,9988,7089,14888,10408,13580,9270,13004,17183,13159,14253
SSA_1758,2477,1381,3476,2448,3431,1668,2012,2229,1918,2330
SSA_1759,1475,849,2125,1488,2102,867,1129,1279,1140,1294
SSA_1760,262,141,342,264,296,96,179,217,140,187
SSA_1761,30312,24588,37160,27859,32756,13873,15064,16142,12937,16533
SSA_1762,19149,17227,24380,19367,20716,14892,15548,19191,15071,17513
SSA_1763,3283,2974,4115,3162,3350,2245,2323,2781,2292,2814
SSA_1764,7177,7050,10131,7551,8485,7929,8116,9683,7701,9289
SSA_2385,2549,1436,3876,2762,3256,2031,2246,2572,2187,2449
SSA_1765,42559,21412,56917,40025,53211,17108,23110,23153,21350,22112
SSA_1766,1645,1063,2772,2013,2433,2101,2385,2884,2359,2485
SSA_1767,2728,1610,3976,2794,3490,2076,2474,2921,2233,2724
SSA_1768,951,554,1231,883,1035,479,602,648,500,647
SSA_1769,3803,3722,5054,3821,4246,3517,3389,3883,3093,3746
SSA_1770,3416,3026,4310,3376,3461,2178,2101,2384,1904,2767
SSA_1771,512,430,631,511,573,476,528,595,464,493
SSA_1772,4506,3797,5666,4579,4600,3333,3277,3467,2737,3787
SSA_1773,6062,4216,7696,6644,6940,3470,3574,3901,3256,4513
SSA_1774,1760,1588,2002,1487,1736,232,151,189,141,260
SSA_1775,34584,31806,45020,34645,37539,22889,20753,24375,19109,29625
SSA_1776,49806,55447,71600,55197,62209,66078,66623,80463,63585,71369
SSA_1777,10550,10978,16168,11744,13437,14781,15912,18939,14720,15323
SSA_1778,6799,6447,10965,7806,8642,9526,10286,12301,9617,10165
SSA_1779,8683,7735,13461,10012,11389,10338,11401,13684,11208,11707
SSA_1780,10854,9774,16373,11850,13717,11963,12905,15286,11981,13506
SSA_1781,6629,6260,9451,6850,7921,6831,6364,7447,6208,7446
SSA_1782,7188,6333,9986,7284,8364,6897,6567,7541,5807,7642
SSA_1783,13215,12374,18085,13268,15194,10914,10702,12120,9482,12291
SSA_1784,8911,7919,11928,9002,9663,6410,6126,7063,5404,7189
predicted RNA,1222,603,1324,995,1140,326,305,273,247,335
SSA_1786,23336,15165,24214,18007,21147,5073,5878,5679,4665,5842
SSA_1787,10071,7930,11913,8870,9320,6463,6480,7534,6069,9213
SSA_1788,27173,22282,35125,27316,27823,23669,24590,30280,23040,30500
SSA_1789,8152,6425,11441,8570,9346,7832,8513,10742,8525,9499
SSA_1790,7064,5376,8290,6056,6928,3649,4073,4694,3668,4909
SSA_1791,1130,1233,1287,973,1164,634,697,841,530,705
SSA_1792,31962,29377,34936,27252,30096,11489,12354,13840,10650,14004
SSA_1793,6826,6507,10010,7423,8215,8189,8296,9888,8002,9269
SSA_1794,2870,2864,4184,3088,3313,3211,3241,3834,3203,3729
SSA_1795,2754,2327,3645,2716,2969,1964,2191,2577,2045,2513
SSA_1796,12935,11319,17150,11998,13693,6909,6958,7598,5591,7097
predicted RNA,688,628,983,725,890,641,1120,1068,817,894
SSA_1797,51557,46018,70827,52404,57679,53828,59085,69743,53499,61360
SSA_1798,9735,8917,15383,10796,12102,14789,16763,20555,15660,17585
SSA_1799,12387,12482,19130,13860,15689,18882,20820,25074,19801,22136
SSA_1800,25738,26046,38958,28246,31570,36504,38994,46712,36156,41273
predicted RNA,3622,3001,5121,3719,3893,3647,4575,4900,3756,4166
SSA_1801,18319,15829,25855,18541,20849,17737,18081,22015,17032,19706
SSA_1802,29759,26689,42855,32046,36126,37287,40559,47219,36508,44852
SSA_1803,22438,21823,34277,24121,27947,27457,26292,29846,23791,28977
SSA_1804,12952,12493,19954,13970,16314,15849,15338,18664,13970,17626
SSA_1805,18235,17405,28377,19524,23779,21919,22986,27827,21340,24780
SSA_1806,19175,9136,27052,18777,23320,12280,12956,14271,11914,16649
SSA_1807,6403,4776,8243,5990,7034,3289,3644,4312,3365,4737
SSA_1808,6949,5683,10198,7262,8424,7155,8335,10372,8064,8832
SSA_1809,25013,24378,38890,28209,32944,29664,32167,39740,31833,39066
SSA_1810,19814,18995,29742,21749,24976,18347,17409,18566,14801,19933
SSA_1811,37416,33802,51784,38581,44813,22771,21655,23999,19014,29246
SSA_1812,129872,60531,169631,121155,156359,73547,99179,102542,93403,96003
SSA_1813,37887,21230,56223,38317,48194,30621,37175,42903,37631,40324
SSA_1814,21661,12045,33785,22596,29340,18843,23935,28078,24723,26913
SSA_1815,30177,16325,46200,30873,39546,26108,33275,37888,33178,37010
SSA_1816,57038,33995,90419,58633,80541,56087,73784,85619,73197,80363
SSA_1817,63773,38591,102347,64824,96138,56428,78429,88745,75987,88804
SSA_1818,11710,7284,15519,10349,16657,8423,12923,14833,11478,12679
SSA_1819,37327,40058,59668,42141,50447,44947,47483,58052,43389,48857
SSA_1820,5047,2057,7012,5057,6110,2820,3099,3089,2787,3830
SSA_1821,3817,3351,5118,3421,4203,2922,2925,3235,2485,3619
SSA_1822,1706,1260,2506,1686,1888,1713,1747,2065,1536,2176
SSA_1823,6733,6250,9119,6568,7592,5731,5751,6677,5040,7449
SSA_1824,827,636,1140,775,849,340,332,463,348,643
SSA_1825,1572,1220,2082,1712,2112,1543,1504,1718,1379,2125
SSA_1826,362,313,467,366,425,396,558,755,555,701
SSA_1827,482,492,689,491,594,633,810,1046,792,707
SSA_1828,170,147,228,177,190,207,224,260,186,206
SSA_1829,10026,9200,12505,9280,10709,7389,7659,8350,6640,9598
SSA_1830,2228,2432,3284,2541,2666,2643,3409,4492,3415,2999
SSA_1831,4213,3233,5706,4200,4879,3475,3819,5042,3897,4176
SSA_1832,61243,42600,72558,53456,60829,21133,22420,20502,16685,23604
SSA_1833,19080,14861,23756,17900,24096,13448,15258,17323,14056,13599
SSA_2465,791,798,863,691,708,77,18,24,11,32
SSA_2464,2582,3181,3414,2495,2676,630,436,321,269,438
SSA_2463,4127,5710,4988,3581,4242,1063,882,642,569,802
SSA_2462,4175,4742,3978,3034,4063,1394,824,853,614,631
SSA_2461,1592,1533,1704,1339,1502,390,216,197,125,210
SSA_2460,4577,5026,5233,3865,4424,1350,814,709,521,694
SSA_2459,3514,2666,3712,3223,3835,468,252,255,164,241
SSA_2458,1659,1567,1618,1242,1547,369,317,319,159,255
SSA_2457,344,438,328,299,428,123,116,124,66,86
SSA_2456,392,579,374,232,327,421,468,497,269,239
SSA_2410,141,270,170,101,270,264,224,342,240,146
SSA_2406,4357,5060,3574,1821,7842,4845,8070,11543,9830,4951
SSA_2455,35,40,29,21,28,74,46,57,32,42
SSA_2402,1416,1830,925,625,1100,949,2730,3385,3106,1171
SSA_1834,98771,86654,150553,103848,120253,129028,180276,230966,184419,168907
SSA_1835,173,128,303,179,238,151,192,247,199,183
SSA_1836,237,210,385,279,305,261,259,316,254,248
SSA_1837,2316,1860,2905,2105,2311,1644,1747,2075,1592,1919
SSA_1839,72922,67029,88348,62897,61620,36031,28327,30469,24172,41866
SSA_1840,9885,8067,14367,10310,11926,9238,10246,12256,9967,10938
SSA_1841,23746,20733,33347,25043,27956,21298,22481,27071,20712,23807
SSA_1842,6376,5426,9333,6959,7640,6411,6695,8126,6264,7673
SSA_1843,7870,6637,10881,8143,8722,6576,6852,8158,6297,7848
SSA_1844,22954,17240,27999,19642,19980,11319,21135,20361,15904,17056
SSA_1845,60737,58393,87405,63437,67623,59947,58155,68453,54667,66009
SSA_1846,22398,19464,29910,22424,23408,16011,16135,18942,15072,20596
SSA_1847,11693,9825,15587,11671,12665,11566,12656,15289,12010,13094
SSA_1848,7197,6821,10817,7625,8874,9210,10098,12334,9682,10341
SSA_1849,10768,10628,16167,11456,13533,13199,13927,16763,13569,14759
SSA_1850,10390,7792,12042,9224,10402,3691,3629,4296,2962,4256
SSA_1851,12766,9906,13978,10727,11030,2157,1814,1917,1489,3278
SSA_1852,72098,58846,81111,62436,65217,22366,17970,18773,15220,24449
SSA_1853,6556,6410,8626,6225,6474,3292,3127,3468,2808,3994
SSA_1854,30278,29521,42208,30795,34232,27164,27555,32045,25252,27961
SSA_1855,14933,12536,20441,15117,16076,10591,10803,12800,9653,11825
SSA_1856,3424,2747,4287,3201,3204,2535,4142,5173,3057,3642
predicted RNA,1270908,1043067,1472367,1054842,1396981,659273,1007522,1030232,941062,773184
predicted RNA,206,91,136,70,77,211,121,142,168,5318
SSA_1857,37059,21461,38691,27045,33151,14029,16374,13306,11226,14328
SSA_1858,2095,1546,2491,1874,2167,909,1130,1364,1003,1054
SSA_1859,7179,6030,8265,6896,7130,2692,2581,2804,2169,3151
SSA_1860,37011,37170,46918,37046,37611,26354,23954,26946,21402,26934
SSA_1861,33020,29970,45771,35655,39102,40485,38906,45262,35359,46853
SSA_1862,8154,7401,12702,9033,10152,10074,10102,11477,9371,11304
SSA_1863,8795,8934,13250,9460,10447,10464,10026,11795,8974,11770
SSA_1864,15660,13304,21400,15492,17030,12939,12630,14692,11441,15601
SSA_1865,14148,13432,18727,13698,15180,9738,9891,11161,8352,10876
SSA_1866,1706,1257,2167,1730,1764,697,645,754,571,742
SSA_1867,12096,10275,13716,10862,11360,5975,5513,6027,4466,6011
SSA_1868,9263,8330,10283,8261,8604,3739,3317,3539,2655,4017
SSA_1869,12695,11284,16677,12537,14044,9589,9098,10598,8257,10942
SSA_1870,32039,34483,48081,36634,40587,45351,48002,56238,45166,47016
SSA_1871,51169,47123,71313,52821,58218,49702,49010,56189,44009,55323
SSA_1872,6150,5169,7362,5409,6220,2479,2562,2831,2207,3508
SSA_1873,14478,11099,15410,12424,13439,3198,3296,3296,2580,5121
SSA_1874,609,373,640,513,604,166,179,167,138,173
SSA_1875,1224,1057,1415,1114,1138,522,548,752,501,602
SSA_1876,1310,1112,1621,1268,1265,696,689,812,647,716
SSA_1877,642,464,878,653,690,334,413,461,375,390
SSA_1878,11837,10881,18315,13131,16118,13578,17224,21232,16648,16552
SSA_1879,46669,50226,69459,50250,59552,60319,66373,79633,62940,65104
SSA_1880,11752,12235,17152,12187,13747,13606,13162,15430,11380,14316
SSA_1881,9151,6428,10279,7322,7770,2377,1795,1746,1480,3013
SSA_1882,29482,30255,43553,31584,37470,26582,29336,36852,28654,31126
SSA_1883,66576,30798,93826,64993,79059,42406,55022,60407,56899,57885
SSA_1884,62616,28095,87132,60986,76215,40542,53647,60247,54982,55871
predicted RNA,12301,4933,16227,11356,14519,7656,9804,10257,9054,9151
SSA_1888,34581,13762,47440,32153,42280,20900,26998,26442,25815,27482
SSA_1889,208,220,290,198,283,202,227,314,221,244
SSA_1890,6049,5560,8896,6871,7479,6853,7540,9307,6919,8567
SSA_1891,10104,10113,14584,10621,12026,11537,12755,15391,11848,13907
SSA_1892,1555,1082,1670,1269,1447,893,1021,1036,802,1090
SSA_1893,11870,11269,14975,11214,12275,10801,12578,14545,11280,12823
SSA_1895,4623,4435,7199,4962,5902,4264,4746,6041,4639,4556
SSA_1896,42523,46832,66251,45956,55842,49063,53222,68873,53969,53517
SSA_1897,2367,2236,3563,2475,2895,2162,2246,2766,2081,2424
SSA_1899,2981,2962,4112,2977,3576,2592,2652,3247,2457,3002
SSA_1900,10050,9828,13875,9770,11273,7592,7624,8804,6887,8492
SSA_1901,3294,2972,4097,3070,3540,1615,1662,2054,1627,2030
SSA_1902,17032,14826,20933,15870,16608,8542,8046,8508,6951,9065
SSA_1903,14028,13185,18286,13604,14243,7445,6973,7582,6142,7712
SSA_1904,7245,6622,9901,7532,7789,6850,6411,6969,5497,7405
SSA_1905,4229,3614,5443,4026,4335,2655,2522,2803,2153,3340
SSA_1906,4806,4615,6428,4951,5556,3128,3226,3935,2944,3602
SSA_1907,10084,7590,12782,9577,11734,5966,6725,8224,6090,6737
SSA_1909,31599,26106,40246,30854,33428,18124,16186,17554,14426,20390
SSA_1910,7102,5786,9678,7262,8446,3150,3204,3420,2604,4377
SSA_1911,5054,4342,6433,4609,5867,1719,1925,2084,1542,2473
SSA_1912,44,24,54,28,35,14,21,18,17,19
SSA_1913,1430,983,1461,1165,1307,625,563,592,472,731
SSA_1914,592,390,696,586,556,155,124,143,127,168
SSA_1915,167,147,187,146,171,46,58,70,59,61
SSA_1916,9018,8153,11741,9205,10122,4597,4622,5794,4560,5773
SSA_1917,10782,12673,21033,14139,15494,14924,17753,23039,18327,20258
SSA_1918,35030,32934,46516,32741,35477,16624,16617,19513,15018,24905
SSA_1919,27429,27484,40245,29072,31740,22039,22030,26374,21006,26095
SSA_1920,49598,49034,73124,53429,59736,46364,50808,60855,47033,51411
SSA_1921,3430,2678,3961,2956,3063,1528,1643,1780,1365,1778
SSA_1922,6715,5578,9772,7851,8111,9800,11015,13371,9935,11788
SSA_1923,5504,4295,8145,6368,6913,7213,7995,10299,7551,8953
SSA_1924,6590,5247,8607,6657,7577,5387,6513,7992,5402,7010
SSA_1925,19721,15077,22723,16586,17882,12312,10684,12536,9624,14301
SSA_1926,458,328,555,457,441,365,384,433,314,396
SSA_1927,31824,31175,45918,34051,35008,53444,54313,68046,53125,54581
SSA_1928,28516,26880,41580,29341,30556,38344,41200,50128,39491,42625
SSA_1929,11069,10738,14676,10299,10476,8519,8887,10876,8121,9714
