Synonym,Raw.Counts.Untreated_SK36.strain.Replicate.1,Raw.Counts.Untreated_SK36.strain.Replicate.2,Raw.Counts.Untreated_SK36.strain.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.3
SSA_1492,2182,1861,2015,2123,1664,2201,1704,1705,2338,883,708,821
SSA_1493,754,602,691,740,632,845,573,630,785,316,227,300
SSA_1494,3126,2489,2576,1879,1894,2298,1659,1867,2317,859,685,805
SSA_1495,2943,2160,2269,2806,2519,3250,2318,2620,3301,1423,1322,1478
SSA_1496,866,552,517,876,1058,1071,711,680,1003,440,472,456
SSA_1497,850,677,639,855,842,987,609,673,926,434,379,378
SSA_1498,17218,12286,10692,10430,9947,10948,5390,5343,7082,3026,3443,2806
SSA_1499,7161,5224,5512,4378,4012,4315,2265,2277,3134,1299,1238,1217
SSA_1500,15917,11488,11542,9119,8402,8860,4623,4745,6350,2475,2467,2472
predicted RNA,168,215,278,95,99,151,82,73,107,39,28,34
SSA_1501,2906,2300,2309,2537,2283,2911,2370,2663,3052,1440,1176,1324
SSA_1502,1613,1417,1571,1551,1238,1737,1611,1764,1848,931,705,926
SSA_1503,52,59,67,61,36,76,78,83,133,61,38,59
predicted RNA,261,226,257,225,210,291,252,247,327,141,113,131
SSA_1504,1900,1491,1397,1280,1342,1641,1523,1578,1787,878,731,820
SSA_1505,5259,4674,4820,5091,4542,6033,4572,5004,6847,3240,2908,3165
SSA_1506,3691,3270,3212,3632,3057,4185,3185,3431,4712,2055,1953,2013
SSA_1507,3666,3266,3406,3485,2874,3962,3123,3330,4325,2000,1712,1944
SSA_1508,1741,1486,1621,1525,1393,1791,1465,1589,2046,1000,821,938
SSA_1509,2529,2216,2320,2300,2007,2631,2164,2383,2998,1305,1111,1283
SSA_1510,3397,2644,2877,2803,2707,3283,2373,2780,3686,1581,1305,1449
SSA_1511,3030,2884,2929,2370,1961,2644,2394,2464,3159,1492,1277,1480
SSA_1512,2588,2319,2368,1872,1687,2311,2156,2166,2841,1405,1117,1310
SSA_1513,4276,4349,4517,3624,2893,4365,4159,4543,5210,2552,1930,2704
SSA_1514,1215,1125,1169,1078,851,1202,1121,1166,1452,659,550,664
SSA_1515,521,436,559,493,694,558,460,545,644,286,248,350
SSA_1516,1010,880,937,882,871,1053,909,965,1256,575,525,571
SSA_1517,834,666,631,601,792,822,775,709,963,471,390,442
SSA_1518,686,575,482,516,634,591,493,490,687,295,296,317
SSA_1519,910,485,390,450,734,549,453,419,617,289,251,247
SSA_1520,172894,134855,142547,142848,126692,142782,94238,103885,148436,60924,61665,58434
SSA_1521,11329,9447,10293,10871,9749,12236,9721,10831,15357,6740,6458,6538
SSA_1522,3207,2302,2339,2311,2219,2793,2074,2403,3210,1424,1303,1330
SSA_1523,89,62,80,110,110,119,159,175,212,106,125,106
SSA_1525,2805,1961,1837,2372,3152,3010,2827,3359,4726,1703,1752,1601
SSA_1526,380,306,317,428,398,453,405,465,632,265,258,233
SSA_1527,241,183,227,306,294,364,245,342,455,166,168,157
SSA_1528,392,296,333,383,327,419,295,409,506,214,211,190
SSA_1529,6770,5367,5402,5491,4770,5645,4005,4716,6346,2545,2384,2401
SSA_1530,2785,2443,2426,3047,2996,3729,3269,3625,4901,1972,1710,1834
SSA_1531,1563,1323,1384,1552,1643,2043,1758,2163,2717,1049,878,1003
SSA_1532,2050,1737,1844,2116,2196,2731,2366,2723,3513,1458,1150,1355
SSA_1533,1365,1079,1148,1645,1582,1894,1901,2333,2977,1651,1496,1468
SSA_1535,94,85,90,102,110,121,81,98,149,49,57,60
SSA_1536,1125,857,938,486,498,598,416,421,538,213,184,178
SSA_1537,669,499,412,491,483,573,447,527,799,322,335,295
SSA_1538,745,584,560,872,868,851,665,738,1142,521,640,518
SSA_1540,1894,1406,1441,2147,2079,2384,1529,1655,2293,880,761,882
SSA_1541,8253,5979,6445,7806,7230,8819,6206,6531,8241,3268,2780,3149
SSA_1542,2094,1303,1267,1592,1681,1711,1258,1384,1995,807,855,756
SSA_1543,5103,3069,2610,4070,6009,4928,4143,4200,6436,3088,3709,2725
SSA_1544,3171,2647,2519,2903,2796,3535,2566,2899,4342,1793,1797,1780
SSA_1545,2057,1562,1475,1563,1655,1736,1316,1394,1936,862,934,861
SSA_1546,3807,2971,3068,2858,2659,3198,2432,2633,3641,1626,1533,1567
SSA_1547,3717,2735,2863,2623,2393,2876,2343,2651,3351,1554,1340,1473
SSA_1548,214,138,157,207,201,223,180,203,297,164,168,161
SSA_1549,298,217,232,250,309,336,288,308,421,232,276,229
SSA_1550,1065,899,894,1102,1021,1272,993,1117,1431,663,635,610
SSA_1551,3243,2666,2884,3349,3099,3942,3120,3583,4552,2055,1759,1892
SSA_1552,51,48,59,46,53,71,68,70,112,66,45,37
SSA_1553,1422,1048,1105,1409,1413,1711,1451,1796,2510,1211,1212,1146
SSA_1554,1505,1132,1134,1448,1575,1819,1538,1879,2805,1369,1380,1203
SSA_1555,4516,3486,3535,4263,3993,4774,3929,4997,6674,3029,3084,2914
SSA_1557,3612,3770,3947,3988,3290,4630,4190,4665,5747,2781,2093,2740
SSA_1558,1564,1625,1912,1855,1397,2159,1905,2055,2656,1225,904,1235
SSA_1559,1318,1432,1550,1676,1227,1929,1743,1873,2485,1171,835,1121
SSA_1560,5575,5659,6150,6193,4803,7819,6895,7307,9327,4237,3045,4211
SSA_1561,796,658,656,580,584,771,759,742,924,444,321,402
SSA_1562,583,479,532,634,588,735,648,796,1062,479,425,489
SSA_1563,1768,1428,1537,1648,1497,1847,1812,2038,2585,1350,1072,1275
SSA_1564,3043,2574,2714,2905,2666,3506,3219,3754,4584,2232,1874,2251
SSA_1565,1999,1535,1575,1526,1571,1985,1788,2070,2550,1312,1103,1205
SSA_1566,3710,3059,2885,6917,6022,7108,4118,4073,5980,2482,2481,2232
SSA_1567,3395,2956,3126,7801,6412,7746,4568,4274,6855,2583,2729,2318
SSA_1568,3097,2589,3060,6678,5922,7281,4051,4086,6442,2309,2424,2199
SSA_1569,3992,3291,3594,8072,7432,8902,4896,5044,7827,2794,2924,2464
SSA_1570,379,314,304,459,471,481,289,362,476,173,200,165
SSA_1571,6699,5568,6332,5010,4470,5452,5024,5906,7586,3238,2901,3310
SSA_1572,1719,1265,1420,1116,1034,1283,1423,1578,1955,854,644,762
SSA_1573,728,502,532,583,766,742,658,688,931,445,478,399
SSA_1574,2281,1927,1977,2152,1945,2399,2139,2307,3117,1455,1278,1371
SSA_1575,2019,1644,1552,1844,2158,2523,2109,2471,3319,1279,1109,1160
SSA_1576,6159,4639,4639,6180,9322,9670,8834,10257,14556,3907,3386,3392
SSA_1577,2098,1645,1746,2246,2358,2808,2024,2258,3311,1456,1447,1384
SSA_1578,43,46,53,94,80,122,97,77,156,72,78,76
SSA_1579,49,39,46,97,53,90,87,87,119,60,56,49
SSA_1581,95,76,81,135,114,157,130,166,221,106,112,100
SSA_1582,74,72,67,98,95,108,122,133,203,107,96,99
SSA_1583,169,109,126,115,122,129,121,154,218,91,85,83
SSA_1584,66,68,69,64,63,74,77,77,99,44,27,45
SSA_1585,24,18,21,16,19,25,22,25,24,11,6,13
SSA_1586,790,624,632,847,901,1126,945,959,1142,587,489,526
SSA_1587,475,370,385,503,467,643,540,588,704,342,289,335
SSA_1588,1057,967,1003,1839,1732,2308,1824,2092,2750,1388,1329,1389
SSA_1589,136,128,145,265,257,320,274,278,401,210,196,192
SSA_1590,144,101,105,242,232,299,221,206,353,185,252,201
SSA_1591,176,156,191,210,512,754,2965,3697,3482,558,328,512
SSA_1592,2,1,4,6,8,7,25,39,43,5,3,7
SSA_1593,7,3,4,7,17,18,69,85,101,17,2,17
SSA_1594,31,18,27,50,35,43,29,44,44,21,19,19
SSA_1595,724,532,526,622,639,808,692,719,1043,456,348,391
predicted RNA,90,52,22,61,97,89,71,72,100,47,55,43
SSA_1596,652,371,369,524,722,657,565,570,710,369,336,287
SSA_1597,486,485,411,659,708,746,675,732,948,460,447,434
SSA_1598,236,221,224,303,331,331,403,395,466,272,205,244
SSA_1599,328,191,190,277,397,376,378,356,484,256,255,247
SSA_1600,3,6,2,3,6,5,3,2,4,1,2,3
SSA_1601,1021,962,1017,933,796,1068,732,737,874,380,301,384
SSA_1602,4163,3528,3892,3507,2981,4179,2704,2802,3716,1555,1217,1593
SSA_1603,537,381,359,383,463,479,318,346,447,208,195,195
SSA_1604,2313,1331,1195,1300,1469,1472,932,964,1455,547,493,497
SSA_1605,1420,1266,1369,1464,1248,1885,1870,2041,2148,1209,833,1169
SSA_1606,693,709,808,884,691,1127,1156,1228,1321,659,472,725
SSA_1607,1003,934,1063,1195,992,1498,1603,1713,1673,993,655,1028
SSA_1608,417,423,504,612,462,682,712,769,848,468,345,455
SSA_1610,1021,957,1056,1171,960,1554,1480,1552,1640,868,609,865
SSA_1611,964,949,1050,974,877,1303,1091,1306,1466,705,521,737
SSA_1612,568,410,436,319,397,465,417,477,542,278,238,240
SSA_1613,682,458,421,430,420,544,491,539,571,289,247,285
SSA_2466,11,7,4,9,15,8,5,9,12,4,6,6
SSA_1614,250,189,180,183,200,255,218,240,332,127,86,84
SSA_1615,530,422,456,525,1295,1370,4815,5823,7769,923,622,819
SSA_1616,2383,1811,1764,1905,1762,2078,1502,1700,2437,1020,937,969
SSA_1617,361,347,346,288,252,294,232,271,315,159,114,123
SSA_1618,1213,990,1038,882,752,967,708,818,1056,491,378,451
SSA_1619,2843,2289,2305,2309,2163,2567,1888,2119,2691,1182,1108,1164
SSA_1620,5023,4128,4365,2932,2658,3365,2777,3099,3524,1646,1236,1518
SSA_1621,496,432,428,481,836,854,1604,1779,2393,371,260,311
SSA_1622,41538,25281,23327,23933,25196,24203,12647,13902,19098,8545,9722,8290
predicted RNA,490,328,382,335,292,333,169,187,278,95,107,105
SSA_1623,22385,14646,13908,12848,12525,13036,7304,7714,10727,4715,4882,4627
SSA_1624,285,213,208,172,229,225,199,214,278,129,110,107
SSA_1625,209,200,217,255,225,307,233,229,307,149,138,123
SSA_1626,4851,4045,4229,4104,3806,5169,4239,4866,5830,2652,2063,2575
SSA_1627,592,439,391,485,442,548,470,419,505,273,195,231
SSA_1628,55,49,44,53,48,68,57,52,82,42,34,33
SSA_1629,2258,1688,1844,2174,2046,2352,1737,1981,2617,1100,968,1108
SSA_1630,1030,842,838,1150,1073,1206,865,941,1409,614,575,545
SSA_1631,2849,2394,2696,3348,2848,3675,2489,2424,3154,1383,1054,1313
SSA_1632,4963,4310,4635,5277,4676,6377,4204,4346,5370,2431,1865,2312
SSA_1633,3048,3045,3268,3708,3189,4512,3116,3198,3957,1733,1339,1692
SSA_1634,2747,2602,2851,3463,2859,3935,2854,2975,3634,1643,1291,1607
SSA_1635,4597,3574,3547,5065,4715,6003,3530,3716,5122,2249,2004,2151
SSA_1636,3107,2601,2775,3381,2823,3863,2737,2961,3782,1825,1510,1826
SSA_1638,690,598,633,788,774,899,688,835,1168,534,479,477
SSA_1639,1352,1226,1212,1555,1444,1915,1566,1792,2335,1176,1010,1085
SSA_1640,1497,1314,1314,1356,1273,1637,1397,1661,2176,1081,912,1008
SSA_1641,1505,1332,1531,1397,1247,1645,1473,1652,2048,970,859,1001
SSA_1642,4406,3557,3684,3803,3484,4293,3606,4117,5553,2576,2292,2435
SSA_1643,2051,1318,1350,1782,1663,1872,1156,1355,1924,753,765,738
SSA_1644,73,64,64,76,77,80,65,70,96,49,31,42
SSA_1645,339,239,254,336,318,379,266,308,421,185,158,157
SSA_1646,238,205,155,180,165,215,215,210,262,127,81,141
SSA_1647,138,133,120,123,99,159,147,124,176,85,53,87
SSA_1648,293,252,291,260,240,340,317,346,411,192,135,203
SSA_1649,331,346,351,343,314,429,472,490,545,250,183,247
SSA_1650,261,230,264,240,223,333,349,342,407,184,142,192
SSA_1651,86,80,92,86,71,105,97,114,128,64,58,69
SSA_1652,110,113,136,138,110,150,164,162,197,83,80,94
SSA_1653,216,181,157,217,199,267,212,243,296,130,101,139
SSA_1655,101,101,82,77,69,104,85,115,122,43,44,47
SSA_1656,377,263,269,443,482,503,382,394,562,261,250,211
SSA_1657,362,279,247,195,198,227,132,139,170,71,85,81
SSA_1658,1198,861,858,713,659,773,462,502,739,279,237,261
SSA_1659,403,312,304,392,456,470,366,402,521,273,237,235
SSA_1660,101,106,96,124,109,140,140,118,171,58,75,66
SSA_1661,2,1,5,0,0,2,0,1,0,1,0,1
SSA_1662,156,152,184,97,81,125,104,92,98,44,53,52
SSA_1663,66780,65351,71795,67103,52539,77733,56589,60207,72145,29284,20826,28331
SSA_1664,146,119,107,152,150,138,121,131,177,84,64,71
SSA_1665,0,0,0,0,0,0,0,0,0,0,0,0
SSA_1666,132,83,115,269,239,287,282,380,451,269,253,233
SSA_1667,6,5,7,19,11,13,6,6,6,1,4,2
SSA_1668,16,10,10,23,24,32,7,5,18,8,4,4
SSA_1669,2,8,3,8,15,11,2,8,8,4,6,4
SSA_1670,519,345,382,473,463,558,295,258,367,175,127,150
SSA_1671,120,99,91,230,228,239,133,138,257,92,98,81
SSA_1672,2,0,1,1,3,2,1,1,3,0,2,0
SSA_1673,0,0,0,0,1,1,0,0,0,0,0,0
SSA_1675,3,0,0,0,2,1,0,0,3,0,0,0
SSA_1676,414,308,280,357,320,366,240,277,382,152,140,115
SSA_1678,10,9,6,20,10,15,9,14,16,6,6,10
SSA_1679,13,4,5,9,5,8,9,8,16,8,5,6
SSA_1680,173,133,160,216,212,273,203,248,329,180,150,140
SSA_1681,45,41,41,61,58,76,64,90,90,55,43,46
SSA_1682,15,7,13,12,13,17,9,13,18,6,5,6
SSA_1683,651,497,587,956,843,1146,822,910,1307,526,460,487
SSA_1684,1443,1135,1112,1905,1960,2373,1681,1914,2625,1163,1067,1116
SSA_1685,890,718,760,1277,1074,1358,1094,1126,1570,691,582,617
SSA_1686,2042,1606,1717,1823,1820,2146,1482,1712,2437,1222,1188,1127
SSA_1687,2378,2084,2102,2264,2089,2578,1663,1730,2630,1200,1242,1150
SSA_1689,6378,3361,3203,3502,4750,4242,3011,3580,5730,2192,2332,1896
SSA_1690,981,540,478,784,1165,974,667,678,1083,443,561,422
SSA_1691,522,367,407,615,624,734,480,550,807,337,310,295
SSA_1692,93,66,85,46,74,90,175,315,398,108,84,121
SSA_1693,71,67,56,50,70,115,188,318,443,97,63,98
SSA_1694,9,9,8,4,11,11,48,57,74,18,6,24
SSA_1695,24,17,20,15,36,36,103,123,174,37,18,18
SSA_1696,80,70,74,201,154,227,203,211,221,202,181,219
SSA_1697,46,51,61,127,122,165,135,173,186,181,132,175
SSA_1698,36,26,34,74,71,103,87,91,117,100,83,101
SSA_1699,25,14,27,49,52,75,72,67,65,68,64,63
SSA_1700,3,1,2,4,6,5,4,4,7,2,1,1
SSA_1701,180,149,198,258,304,338,282,273,336,188,127,138
SSA_1702,503,391,358,311,371,421,252,280,396,181,160,157
SSA_1703,8763,7124,7385,6656,5739,6896,4547,5028,7196,3026,2747,2887
SSA_1704,2195,1448,1492,1942,1581,1723,607,715,963,546,562,504
SSA_1705,887,655,715,747,592,756,331,321,429,244,260,218
SSA_1706,1025,843,955,1030,938,1064,923,1230,1590,668,603,656
SSA_1707,609,518,510,626,550,633,540,673,991,383,362,361
SSA_1708,28,10,5,15,33,15,14,12,18,7,12,8
SSA_1709,21,14,8,16,23,21,11,11,19,4,8,9
SSA_1710,127,98,98,147,184,166,118,147,216,81,116,84
SSA_1711,1237,911,1007,1177,1138,1297,1083,1183,1708,746,689,681
SSA_1712,602,478,461,512,486,542,404,453,601,332,254,247
SSA_1713,1590,1455,1637,1377,1280,1866,1516,1573,1566,923,696,900
SSA_1715,1179,1045,1277,1013,998,1416,1093,1234,1279,731,511,676
SSA_1716,970,789,762,797,929,1013,971,908,1133,593,540,553
SSA_1717,434,446,496,388,405,579,534,585,576,338,288,375
SSA_1718,651,562,660,563,563,681,647,721,861,411,340,400
SSA_1719,1666,1413,1492,1576,1417,1788,1639,1820,2151,1032,834,1073
SSA_1720,457,490,560,522,493,668,635,646,757,397,274,382
SSA_1721,1296,1125,1189,1185,1134,1401,1263,1398,1738,848,697,781
SSA_1722,990,761,764,807,835,1048,926,1043,1285,619,466,572
SSA_1723,2435,1598,1785,3293,3143,3634,2328,2448,3652,1430,1429,1394
SSA_1724,1266,946,944,1297,1857,2099,2039,2161,2785,823,746,774
SSA_1725,3255,2802,2923,2515,2088,2731,1731,1576,2110,912,755,871
SSA_1726,2997,2633,2931,2191,1937,2692,1704,1603,1993,901,681,919
SSA_1727,2831,2720,2761,2183,1911,2573,1632,1600,1941,909,674,857
SSA_1728,1992,1850,2042,1646,1383,1855,1164,1057,1334,660,545,641
predicted RNA,312,219,152,277,339,358,209,179,222,139,144,115
SSA_1729,14579,10923,10754,16284,15739,18622,10167,10460,13891,6489,5862,5906
SSA_1730,625,388,379,518,515,523,329,393,499,215,216,212
SSA_1731,6011,4633,4531,5347,5686,5993,4684,5997,7666,3290,3034,3024
SSA_1732,2412,1735,1678,1358,1666,1676,1679,2065,2611,943,823,938
SSA_1733,0,0,0,0,0,0,0,0,0,0,0,0
SSA_1734,2127,1884,1875,2273,1973,2752,1771,1745,2559,1327,1235,1320
SSA_1735,417,351,324,360,418,519,303,322,438,250,238,232
predicted RNA,407,262,206,364,376,410,396,446,552,350,318,319
SSA_1736,983,885,985,1205,1083,1322,1008,1091,1415,672,603,696
SSA_1737,960,785,871,996,898,1329,932,1074,1333,657,518,614
SSA_1738,3560,2634,2617,3255,3385,4060,3079,3210,4695,1978,1866,1838
SSA_1739,2166,1710,1873,2020,2108,2740,2291,2566,3673,1520,1307,1429
SSA_1740,189,138,140,88,89,94,75,85,107,45,40,32
SSA_1741,90,67,56,147,127,165,108,112,149,85,69,73
SSA_1742,100,87,104,247,162,211,168,162,277,133,122,114
SSA_1743,62,52,59,165,119,122,114,107,170,77,70,72
SSA_1744,95,61,80,200,156,198,154,149,215,128,120,106
SSA_1745,1152,820,721,975,1619,1722,4024,5274,5121,2424,1836,1923
SSA_1746,667,522,560,715,657,773,517,631,752,373,300,351
SSA_1747,423,368,428,525,496,605,410,488,571,268,275,277
SSA_1748,6257,4446,4473,4986,5019,5477,4070,4781,6163,2675,2704,2547
SSA_1749,620,511,546,645,1100,1114,1467,1962,2304,646,502,588
SSA_1750,821,668,724,1821,2549,3229,5220,6281,9299,2352,1692,2047
SSA_1751,24885,21335,22760,34493,23631,33486,2225,2285,3182,823,557,729
SSA_1752,65256,54025,55946,63554,40352,56917,3139,3057,4206,1200,877,1153
SSA_1753,292,233,222,368,311,402,80,81,125,39,39,36
SSA_1754,767,723,770,1079,1129,1335,1184,1381,1819,839,818,847
SSA_1755,661,480,586,801,732,838,807,854,1026,562,461,576
SSA_1756,2330,2176,2534,3145,2483,3472,3467,3765,4244,2152,1772,2287
SSA_1757,552,522,616,659,600,834,913,975,974,532,399,584
SSA_1758,72,68,59,64,94,133,142,123,139,87,54,90
SSA_1759,57,45,38,37,42,61,84,79,76,46,36,45
SSA_1760,20,12,20,10,16,20,23,18,23,11,11,14
SSA_1761,5104,3865,4101,3899,3913,4814,4307,5060,5444,2570,2126,2541
SSA_1762,4487,2922,2993,3630,4092,4505,2789,3288,4998,1902,2067,1812
SSA_1763,505,379,382,446,429,541,493,555,717,319,280,278
SSA_1764,1014,816,901,986,843,1187,1036,1230,1485,740,635,715
SSA_2385,171,117,146,159,186,224,192,195,244,131,133,121
SSA_1765,518,403,326,723,951,928,854,838,1214,609,719,546
SSA_1766,94,69,96,150,190,164,111,121,144,85,67,70
SSA_1767,117,103,116,171,200,221,129,150,189,80,78,84
SSA_1768,56,34,43,75,96,93,50,46,64,30,28,41
SSA_1769,652,508,544,507,513,605,482,584,777,361,299,318
SSA_1770,668,505,490,524,488,604,479,583,772,333,289,329
SSA_1771,67,67,64,64,79,101,70,106,102,59,50,54
SSA_1772,734,534,531,710,777,907,819,956,1245,683,649,584
SSA_1773,1051,630,590,768,1201,1031,1068,1159,1334,783,887,799
SSA_1774,470,323,322,388,428,412,334,332,505,201,182,167
SSA_1775,3446,2963,3247,3056,2875,3580,3368,4168,5352,2718,2391,2558
SSA_1776,5110,4148,4608,3907,3923,4675,4469,5360,6938,3487,3472,3562
SSA_1777,2101,1910,2018,1951,1745,2292,1976,2011,2690,1209,986,1226
SSA_1778,1212,1186,1295,1315,1023,1575,1322,1364,1764,855,641,817
SSA_1779,1463,1509,1657,1588,1327,1951,1702,1774,2198,1081,786,1054
SSA_1780,1852,1660,1843,1825,1595,2279,1859,1976,2556,1178,953,1202
SSA_1781,1364,1253,1356,1370,1110,1648,1224,1324,1738,802,652,780
SSA_1782,1379,1360,1507,1412,1041,1599,1303,1498,1807,822,612,842
SSA_1783,2663,2680,2930,2538,2093,3174,2486,2847,3439,1581,1194,1531
SSA_1784,2124,1948,2166,2010,1757,2546,1911,2204,2651,1128,904,1081
SSA_1786,2442,1623,1311,1406,1611,1715,1202,1214,1701,709,641,613
SSA_1787,2646,2119,2103,2271,2041,2523,1867,2071,2848,1075,949,1088
SSA_1788,3637,2544,2669,3478,4074,4048,3421,3842,5572,2493,2835,2409
SSA_1789,1187,862,835,1113,1192,1287,1052,1147,1713,806,912,736
SSA_1790,817,625,607,694,733,833,646,681,1036,429,430,397
SSA_1791,94,84,103,117,92,132,123,141,197,81,85,86
SSA_1792,4928,3370,3361,3439,3586,3603,2619,2929,4123,1753,2023,1795
SSA_1793,1092,882,904,1230,1182,1324,1132,1228,1614,796,731,706
SSA_1794,557,435,460,597,517,711,546,711,868,378,363,349
SSA_1795,391,346,365,474,401,539,444,460,650,305,264,245
SSA_1796,3214,2965,2882,2744,2461,3142,2106,2105,2652,1204,986,1204
SSA_1797,14277,12054,12285,12622,10988,14399,10072,10748,13741,6358,5291,6030
SSA_1798,1880,1974,2198,1876,1429,2279,1705,1761,2150,1117,837,1112
SSA_1799,2396,2442,2555,2245,1767,2675,1964,2159,2577,1349,977,1295
SSA_1800,5796,5911,6421,5688,4219,6556,4791,4990,6360,3092,2376,3038
SSA_1801,5909,5325,5411,4374,3492,4849,2996,3359,4448,2001,1587,1855
SSA_1802,6746,6281,6509,5581,4981,7260,5322,6242,6966,3399,2617,3481
SSA_1803,3421,2880,3088,3199,2818,3665,2912,3357,4379,2044,1763,1884
SSA_1804,1861,1762,1866,1836,1683,2222,1911,2184,2816,1252,1026,1181
SSA_1805,2316,2049,2075,2233,2048,2711,2271,2650,3351,1608,1308,1494
SSA_1806,1059,897,764,979,1275,1325,1214,1170,1594,747,644,651
SSA_1807,740,707,703,680,636,794,728,840,974,396,310,363
SSA_1808,2479,2002,1665,1921,2341,2332,1332,1539,1945,525,438,437
SSA_1809,17760,13567,13583,14968,15482,17654,9854,10898,14588,3338,2624,3072
SSA_1810,3511,3332,3576,2388,2435,3206,3126,3412,3250,2014,1636,1979
SSA_1811,6817,6673,7851,4227,4253,5869,6541,7223,6346,3752,2657,3997
SSA_1812,2818,2179,2219,4448,5463,5162,4580,4453,7086,3127,3030,3010
predicted RNA,22,25,28,44,41,46,43,41,60,28,22,30
SSA_1813,1571,1390,1344,2308,2325,2632,2497,2415,3227,1705,1419,1482
SSA_1814,1219,1029,1134,1648,1569,1901,1704,1746,2464,1172,963,1196
SSA_1815,1662,1559,1428,2146,2117,2493,2347,2368,3055,1630,1277,1575
SSA_1816,3081,3037,3097,4565,3655,4976,5187,5354,6261,3230,2392,3166
SSA_1817,2480,2370,2479,4018,3442,4417,5305,5282,5887,3170,2297,3084
SSA_1818,206,161,222,307,294,382,618,603,576,343,229,344
SSA_1819,5789,5730,6255,7035,5866,8720,7291,8102,9615,4346,3259,4288
SSA_1820,285,233,253,311,412,440,347,331,402,202,163,209
SSA_1821,727,616,597,683,641,930,698,765,870,338,272,353
SSA_1822,220,239,241,254,234,326,358,373,413,191,128,209
SSA_1823,1006,933,1036,1031,971,1379,1487,1533,1485,821,579,851
SSA_1824,156,120,115,121,136,175,177,174,174,114,69,109
SSA_1825,139,95,129,270,297,326,479,605,741,337,359,333
SSA_1826,22,14,25,37,54,47,92,128,174,48,48,57
SSA_1827,27,25,50,63,54,68,109,150,208,80,47,68
SSA_1828,14,18,6,28,27,22,37,48,90,33,30,25
SSA_1829,1251,1021,1039,928,926,1203,1045,1112,1416,657,579,624
SSA_1830,176,144,172,199,182,215,205,201,285,111,130,117
SSA_1831,204,179,185,222,250,265,204,231,342,190,195,173
SSA_1832,5799,3108,2711,4846,5480,5010,2876,3164,4840,1863,2290,1736
SSA_1833,586,421,364,791,949,852,958,1061,1521,643,761,603
SSA_2465,129,64,36,59,66,68,30,28,41,23,24,11
SSA_2464,544,193,111,111,162,160,77,70,100,57,61,33
SSA_2463,855,367,237,193,262,273,158,134,175,97,93,69
SSA_2462,560,376,338,298,334,392,187,178,270,118,101,82
SSA_2461,281,148,140,143,142,160,86,75,118,55,35,48
SSA_2460,884,468,335,306,353,438,169,151,262,135,95,84
SSA_2459,811,490,448,182,174,205,121,129,173,56,58,44
SSA_2458,311,218,184,120,152,169,96,83,116,55,38,38
SSA_2457,144,71,42,29,55,45,20,20,28,13,27,10
SSA_2456,70,30,25,28,44,39,111,97,10,11,13,62
SSA_2410,37,53,68,53,30,45,415,312,29,52,20,295
SSA_2406,1611,6815,13369,2417,808,4563,3998,2224,10170,1697,571,1887
SSA_2455,22,2,8,4,15,7,0,1,5,0,10,1
SSA_2402,1148,3519,6663,1287,499,1426,1078,620,3824,636,363,322
SSA_1834,5568,3623,3274,7415,12732,12621,12142,14057,21727,6747,6929,5961
SSA_1835,11,18,14,17,17,10,10,5,12,10,7,5
SSA_1836,36,35,33,29,20,25,16,22,34,15,9,16
SSA_1837,233,203,176,191,212,258,269,253,368,174,153,176
SSA_1839,23626,17237,17858,23073,23237,26365,17660,20612,28162,10108,9182,9202
SSA_1840,1097,942,972,961,944,1186,886,1060,1388,702,676,649
SSA_1841,3394,2856,2837,2587,2548,3206,2726,3032,3755,2097,1750,1968
SSA_1842,615,678,654,690,570,792,707,843,944,588,470,547
SSA_1843,918,771,826,859,769,985,883,971,1229,673,582,713
SSA_1844,922,618,549,632,727,762,580,678,853,509,496,438
SSA_1845,13844,11672,12249,15416,13249,17319,11880,13463,18818,8346,7694,7901
SSA_1846,4613,3930,4021,5064,4450,5750,4220,4594,6416,2809,2589,2665
SSA_1847,2198,2093,2195,2634,2173,3229,2289,2459,3096,1480,1195,1432
SSA_1848,1522,1676,1758,2196,1664,2580,1852,1966,2551,1154,787,1119
SSA_1849,2443,2386,2678,3602,2724,4056,2787,3036,3750,1742,1319,1810
SSA_1850,1762,1503,1432,1481,1426,1539,1221,1253,1901,740,701,640
SSA_1851,3541,2582,2635,2667,2431,2915,2007,2259,2965,1225,1046,1083
SSA_1852,26647,17596,17238,14958,14855,16075,9526,10889,15341,5828,5741,5221
SSA_1853,1972,1264,1302,1530,1485,1669,1138,1303,1740,773,849,727
SSA_1854,7228,5845,6283,6651,5863,7510,5344,6098,8255,3467,2952,3205
SSA_1855,3392,3029,3135,3530,3174,4206,3129,3539,4617,1916,1639,1876
SSA_1856,486,376,359,504,599,668,448,500,783,347,373,276
predicted RNA,124,87,79,138,139,157,125,124,170,85,83,79
