IDs,CvD1,CvD2,CvD3,WR1,WR2,WR3
ABJ54269.1,3,6,2,6,8,2
ABJ54270.1,4,3,3,1,3,2
ABJ54271.1,6,9,6,12,21,8
ABJ54272.1,11,10,11,12,9,7
ABJ54273.1,0,3,0,4,1,3
ABJ54274.1,10,20,18,18,17,19
ABJ54275.1,3,3,4,5,8,7
ABJ54276.1,29,20,19,30,30,24
ABJ54277.1,0,0,0,0,0,0
ABJ54278.1,1,5,2,6,4,2
ABJ54279.1,18,23,27,27,27,29
ABJ54280.1,0,0,0,0,2,2
ABJ54281.1,2,4,3,1,1,1
ABJ54282.1,12,16,14,7,9,8
ABJ54283.1,6,5,9,4,8,3
ABJ54284.1,5,3,2,7,8,6
ABJ54285.1,1,3,4,4,11,4
ABJ54286.1,0,0,0,1,2,1
ABJ54287.1,13,16,16,39,36,15
ABJ54288.1,8,5,6,2,6,2
ABJ54289.1,4,4,0,4,0,3
ABJ54290.1,838,1041,1077,1243,1438,1081
ABJ54291.1,3,3,1,6,5,2
ABJ54292.1,1,0,0,0,1,0
ABJ54293.1,4,7,5,0,9,8
ABJ54294.1,4,6,1,2,3,0
ABJ54295.1,13,16,20,12,17,17
ABJ54296.1,4,15,10,13,12,11
ABJ54297.1,0,0,0,0,1,0
ABJ54298.1,1,4,2,2,5,2
ABJ54299.1,1,3,4,1,4,4
ABJ54300.1,1,1,1,0,0,1
ABJ54301.1,4,6,8,8,10,6
ABJ54302.1,1,0,1,1,0,1
ABJ54303.1,1,1,0,1,0,1
ABJ54304.1,9,12,10,23,17,12
ABJ54305.1,13,10,7,19,29,17
ABJ54306.1,11,4,9,15,8,13
ABJ54307.1,41,43,30,24,13,29
ABJ54308.1,5,6,9,6,4,5
ABJ54309.1,37,56,54,19,25,28
ABJ54310.1,5,5,4,2,4,10
ABJ54311.1,22,34,27,39,34,41
ABJ54312.1,0,1,1,0,2,1
ABJ54313.1,0,0,0,2,4,3
ABJ54314.1,1,2,3,2,2,2
ABJ54315.1,1,8,2,3,6,9
ABJ54316.1,33,60,52,66,74,49
ABJ54317.1,1,1,0,3,4,1
ABJ54318.1,54,76,70,100,96,92
ABJ54319.1,1,0,0,1,0,0
ABJ54320.1,96,150,147,225,218,213
ABJ54321.1,5,17,9,6,14,11
ABJ54322.1,105,98,96,144,148,118
ABJ54323.1,62,70,105,105,89,75
ABJ54324.1,0,3,4,3,2,1
ABJ54325.1,1,1,4,6,3,6
ABJ54326.1,0,0,0,0,0,0
ABJ54327.1,0,0,1,2,1,0
ABJ54328.1,1,3,1,1,4,1
ABJ54329.1,10,27,18,11,20,12
ABJ54330.1,594,789,783,749,761,599
ABJ54331.1,2,1,0,3,1,1
ABJ54332.1,1,0,1,2,3,0
ABJ54333.1,2,0,4,3,6,5
ABJ54334.1,2,6,7,2,4,8
ABJ54335.1,6,9,6,8,6,6
ABJ54336.1,9,16,13,14,19,12
ABJ54337.1,3,4,4,4,5,2
ABJ54338.1,0,2,2,1,2,2
ABJ54339.1,41,39,52,54,45,47
ABJ54340.1,0,0,2,0,0,0
ABJ54341.1,31,25,26,40,35,33
ABJ54342.1,99,97,110,148,171,125
ABJ54343.1,1,5,7,3,5,4
ABJ54344.1,19,34,37,39,37,30
ABJ54345.1,11,23,15,44,27,31
ABJ54346.1,4,9,7,4,5,3
ABJ54347.1,2,3,6,7,3,7
ABJ54348.1,20,23,31,16,17,9
ABJ54349.1,6,10,11,5,13,5
ABJ54350.1,0,1,0,0,1,0
ABJ54351.1,43,64,65,57,62,67
ABJ54352.1,5,5,2,2,5,2
ABJ54353.1,3,6,4,4,1,3
ABJ54354.1,7,10,12,18,13,8
ABJ54355.1,6,25,17,10,21,8
ABJ54356.1,12,18,20,21,13,10
ABJ54357.1,18,22,29,45,27,46
ABJ54358.1,1,1,1,1,0,1
ABJ54359.1,7,5,9,12,17,5
ABJ54360.1,1,3,1,0,1,1
ABJ54361.1,2,2,4,4,8,6
ABJ54362.1,1,1,4,1,2,4
ABJ54363.1,0,1,4,2,4,1
ABJ54364.1,17,10,12,9,16,7
ABJ54365.1,95,82,102,104,110,72
ABJ54366.1,2,1,2,2,0,2
ABJ54367.1,32,46,32,14,23,19
ABJ54368.1,0,0,0,0,2,1
ABJ54369.1,10,14,6,7,11,13
ABJ54370.1,0,3,1,1,3,4
ABJ54371.1,0,0,0,0,0,0
ABJ54372.1,4,4,8,10,13,2
ABJ54373.1,3,5,4,6,6,3
ABJ54374.1,5,2,5,3,2,1
ABJ54375.1,5,15,16,7,9,8
ABJ54376.1,0,5,2,1,2,2
ABJ54377.1,5,15,14,7,9,8
ABJ54378.1,68,81,71,64,78,80
ABJ54379.1,5,7,0,3,3,4
ABJ54380.1,4,6,7,8,7,3
ABJ54381.1,0,2,0,1,1,1
ABJ54382.1,2,4,4,4,3,4
ABJ54383.1,5,2,5,3,2,3
ABJ54384.1,7,6,9,13,10,14
ABJ54385.1,0,1,0,2,1,2
ABJ54386.1,23,19,18,18,15,22
ABJ54387.1,29,47,55,37,39,22
ABJ54388.1,141,186,149,233,196,173
ABJ54389.1,2,2,0,0,2,0
ABJ54390.1,0,3,2,1,1,1
ABJ54391.1,62,85,93,121,140,123
ABJ54392.1,0,0,2,0,0,1
ABJ54393.1,0,2,2,1,1,0
ABJ54394.1,0,0,3,1,1,0
ABJ54395.1,0,0,2,0,0,0
ABJ54396.1,23,18,15,31,33,30
ABJ54397.1,10,17,10,9,12,12
ABJ54398.1,7,11,4,11,10,9
ABJ54399.1,0,1,3,1,1,1
ABJ54400.1,11,15,17,27,29,19
ABJ54401.1,23,34,29,28,16,20
ABJ54402.1,11,3,7,10,8,12
ABJ54403.1,308,502,444,301,347,310
ABJ54404.1,16,32,23,12,17,12
ABJ54405.1,10,24,8,7,12,9
ABJ54406.1,3,2,5,8,8,6
ABJ54407.1,8,6,12,8,10,7
ABJ54408.1,1,13,14,9,7,7
ABJ54409.1,1,0,1,2,0,1
ABJ54410.1,11,28,25,39,46,39
ABJ54411.1,53,57,73,66,69,46
ABJ54412.1,0,1,1,1,0,0
ABJ54413.1,2,1,0,1,1,1
ABJ54414.1,353,415,416,421,473,407
ABJ54415.1,15,44,33,44,38,25
ABJ54416.1,1,4,7,3,8,4
ABJ54417.1,12,9,3,9,9,4
ABJ54418.1,0,0,2,2,1,6
ABJ54419.1,43,46,50,34,26,27
ABJ54420.1,13,15,11,12,24,15
ABJ54421.1,3,3,3,2,3,2
ABJ54422.1,11,10,20,24,15,13
ABJ54423.1,3,4,1,10,7,3
ABJ54424.1,0,5,2,1,2,1
ABJ54425.1,1,5,1,2,3,5
ABJ54426.1,19,25,14,21,29,27
ABJ54427.1,230,252,240,224,200,151
ABJ54428.1,7,5,7,20,10,8
ABJ54429.1,28,25,25,21,20,20
ABJ54430.1,1,4,2,2,0,2
ABJ54431.1,2,3,4,1,2,2
ABJ54432.1,20,27,21,33,31,28
ABJ54433.1,5,1,2,8,12,9
ABJ54434.1,2,2,3,7,5,7
ABJ54435.1,2,0,3,1,1,0
ABJ54436.1,1,0,0,0,0,0
ABJ54437.1,1010,1137,1092,958,1050,875
ABJ54438.1,8,21,6,8,10,3
ABJ54439.1,1,8,3,1,4,4
ABJ54440.1,1,1,2,0,0,1
ABJ54441.1,1,2,0,3,0,1
ABJ54442.1,3,0,1,1,0,2
ABJ54443.1,13,9,11,13,12,4
ABJ54444.1,1,1,0,0,0,1
ABJ54445.1,0,0,1,2,1,2
ABJ54446.1,2,2,0,1,3,1
ABJ54447.1,9,20,16,21,20,12
ABJ54448.1,3,2,5,1,3,3
ABJ54449.1,3,5,2,5,2,6
ABJ54450.1,14,14,11,15,16,18
ABJ54451.1,2,7,5,10,7,4
ABJ54452.1,3,6,11,7,7,6
ABJ54453.1,3,4,6,4,3,4
ABJ54454.1,1,0,1,0,1,0
ABJ54455.1,4,21,19,23,21,17
ABJ54456.1,79,100,113,180,154,143
ABJ54457.1,13,19,27,17,17,16
ABJ54458.1,200,193,206,242,241,213
ABJ54459.1,0,1,2,1,1,2
ABJ54460.1,217,340,374,271,314,216
ABJ54461.1,2,1,1,0,0,0
ABJ54462.1,1,1,4,3,0,2
ABJ54463.1,6,3,5,5,7,5
ABJ54464.1,11,11,7,11,8,6
ABJ54465.1,0,0,0,2,0,3
ABJ54466.1,1,3,2,1,0,0
ABJ54467.1,7,14,15,13,11,10
ABJ54468.1,3,6,6,4,8,3
ABJ54469.1,5,9,3,4,6,4
ABJ54470.1,3,4,5,1,2,3
ABJ54471.1,8,14,12,12,10,6
ABJ54472.1,0,2,2,1,2,1
ABJ54473.1,72,114,88,50,74,68
ABJ54474.1,8,5,5,2,1,0
ABJ54475.1,8,11,15,21,26,11
ABJ54476.1,64,37,54,93,68,46
ABJ54477.1,1,5,3,1,0,5
ABJ54478.1,1,4,1,1,3,1
ABJ54479.1,1,3,1,2,4,1
ABJ54480.1,65,87,50,38,43,23
ABJ54481.1,3,12,2,6,12,5
ABJ54482.1,1,4,1,3,3,1
ABJ54483.1,8,14,6,10,17,11
ABJ54484.1,0,2,1,1,2,1
ABJ54485.1,14,8,14,25,20,6
ABJ54486.1,2,2,0,2,1,1
ABJ54487.1,15,20,24,28,24,24
ABJ54488.1,19,13,24,40,35,19
ABJ54489.1,18,18,24,34,34,36
ABJ54490.1,1,6,8,5,5,5
ABJ54491.1,3,4,0,3,4,1
ABJ54492.1,1,1,2,0,3,0
ABJ54493.1,0,0,0,0,1,0
ABJ54494.1,14,16,15,22,10,12
ABJ54495.1,25,40,20,28,31,24
ABJ54496.1,4,10,16,7,13,9
ABJ54497.1,9,12,7,4,6,2
ABJ54498.1,38,60,40,61,54,49
ABJ54499.1,0,9,2,5,3,3
ABJ54500.1,3,1,1,2,0,1
ABJ54501.1,4,8,8,5,5,3
ABJ54502.1,48,60,60,53,67,55
ABJ54503.1,7,9,3,4,5,1
ABJ54504.1,45,70,64,31,37,42
ABJ54505.1,1,1,2,0,0,1
ABJ54506.1,2,1,1,1,0,1
ABJ54507.1,35,49,46,68,70,49
ABJ54508.1,7,17,12,11,20,19
ABJ54509.1,299,314,316,471,520,372
ABJ54510.1,82,124,110,126,102,78
ABJ54511.1,0,2,1,2,5,1
ABJ54512.1,1,1,2,1,1,0
ABJ54513.1,4,2,2,2,0,2
ABJ54514.1,1,3,2,1,2,2
ABJ54515.1,7,17,8,10,7,5
ABJ54516.1,9,4,12,3,8,5
ABJ54517.1,11,22,17,25,16,17
ABJ54518.1,3,3,6,6,9,5
ABJ54519.1,14,20,9,13,5,8
ABJ54520.1,76,76,56,38,41,38
ABJ54521.1,25,25,19,21,26,13
ABJ54522.1,9,7,4,10,8,4
ABJ54523.1,6,13,17,17,23,10
ABJ54524.1,5,7,6,3,5,3
ABJ54525.1,7,8,6,8,8,5
ABJ54526.1,3,3,3,1,2,3
ABJ54527.1,0,0,0,0,0,0
ABJ54528.1,8,14,7,7,9,8
ABJ54529.1,9,21,17,13,10,10
ABJ54530.1,0,0,2,0,0,0
ABJ54531.1,7,15,11,18,12,13
ABJ54532.1,0,3,0,2,0,0
ABJ54533.1,22,36,26,14,25,17
ABJ54534.1,23,21,33,28,24,20
ABJ54535.1,18,14,19,23,21,25
ABJ54536.1,3,5,4,11,7,12
ABJ54537.1,5,5,10,17,16,12
ABJ54538.1,0,3,8,7,5,4
ABJ54539.1,4,6,1,8,3,1
ABJ54540.1,2,4,7,5,6,2
ABJ54541.1,1,4,2,1,1,0
ABJ54542.1,2,2,0,0,0,1
ABJ54543.1,1,0,2,1,0,0
ABJ54544.1,1,1,0,0,0,0
ABJ54545.1,1,2,7,5,2,2
ABJ54546.1,1,0,0,0,1,1
ABJ54547.1,8,15,20,22,26,24
ABJ54548.1,1,6,0,2,4,1
ABJ54549.1,1,1,5,3,2,1
ABJ54550.1,2,4,3,2,1,0
ABJ54551.1,7,8,13,4,3,5
ABJ54552.1,16,16,14,22,18,15
ABJ54553.1,0,1,1,3,0,1
ABJ54554.1,0,2,1,0,3,0
ABJ54555.1,3,5,4,2,2,5
ABJ54556.1,3,3,2,5,1,4
ABJ54557.1,3,4,5,3,9,11
ABJ54558.1,3,4,6,4,1,4
ABJ54559.1,1,1,2,2,1,0
ABJ54560.1,3,7,1,3,2,0
ABJ54561.1,1,8,5,5,4,3
ABJ54562.1,5,1,3,5,8,9
ABJ54563.1,1,2,0,2,0,5
ABJ54564.1,11,7,5,8,5,1
ABJ54565.1,0,1,0,0,0,1
ABJ54566.1,9,27,17,12,18,10
ABJ54567.1,2,3,4,7,6,0
ABJ54568.1,7,9,8,9,2,2
ABJ54569.1,1,5,5,4,5,6
ABJ54570.1,2,2,1,5,3,3
ABJ54571.1,2,9,12,7,8,2
ABJ54572.1,3,6,6,3,8,2
ABJ54573.1,4,3,1,1,2,1
ABJ54574.1,1,1,4,0,2,1
ABJ54575.1,79,77,70,139,119,94
ABJ54576.1,0,1,0,0,1,0
ABJ54577.1,65,104,98,70,78,85
ABJ54578.1,83,111,112,159,147,120
ABJ54579.1,1,13,6,6,6,6
ABJ54580.1,137,156,180,164,150,136
ABJ54581.1,40,42,46,78,93,67
ABJ54582.1,16,19,16,17,31,22
ABJ54583.1,0,1,1,2,0,3
ABJ54584.1,2,4,4,2,3,3
ABJ54585.1,3,7,2,1,1,1
ABJ54586.1,227,321,252,361,382,314
ABJ54587.1,1,1,0,0,0,1
ABJ54588.1,7,8,4,5,1,5
ABJ54589.1,17,40,42,41,48,35
ABJ54590.1,18,21,10,23,15,15
ABJ54591.1,3,4,2,2,6,4
ABJ54592.1,1,0,0,0,0,0
ABJ54593.1,1,4,0,2,1,3
ABJ54594.1,0,4,5,3,3,1
ABJ54595.1,34,43,51,41,50,36
ABJ54596.1,2,2,1,4,4,1
ABJ54597.1,2,13,8,7,7,4
ABJ54598.1,0,1,0,0,0,1
ABJ54599.1,9,10,20,15,20,15
ABJ54600.1,1,0,0,1,1,0
ABJ54601.1,1,5,3,0,1,2
ABJ54602.1,2,8,1,0,2,2
ABJ54603.1,4,0,2,1,1,1
ABJ54604.1,9,14,15,17,23,13
ABJ54605.1,11,16,11,18,18,11
ABJ54606.1,35,48,48,37,29,25
ABJ54607.1,1,5,2,4,3,5
ABJ54608.1,1,3,1,0,2,1
ABJ54609.1,0,0,0,0,0,0
ABJ54610.1,1,9,6,4,4,5
ABJ54611.1,1,5,2,2,1,8
ABJ54612.1,1,1,0,1,0,1
ABJ54613.1,32,32,25,54,76,49
ABJ54614.1,0,4,3,4,2,2
ABJ54615.1,24,44,29,39,43,51
ABJ54616.1,2,0,0,1,0,0
ABJ54617.1,0,2,1,2,3,0
ABJ54618.1,2,5,5,3,3,4
ABJ54619.1,4,5,7,2,5,2
ABJ54620.1,1,0,0,1,0,1
ABJ54621.1,110,153,132,245,248,184
ABJ54622.1,11,10,2,8,7,6
ABJ54623.1,0,2,0,0,1,0
ABJ54624.1,50,58,66,50,55,55
ABJ54625.1,3,8,6,6,9,4
ABJ54626.1,4,19,11,11,11,9
ABJ54627.1,63,67,54,114,122,104
ABJ54628.1,2,5,11,14,4,4
ABJ54629.1,0,3,3,1,1,0
ABJ54630.1,8,3,2,8,7,4
ABJ54631.1,1,2,1,2,0,2
ABJ54632.1,16,14,16,25,8,10
ABJ54633.1,14,4,6,12,3,7
ABJ54634.1,0,4,2,4,1,2
ABJ54635.1,2,1,0,1,0,1
ABJ54636.1,5,2,1,3,4,1
ABJ54637.1,1,0,2,1,4,3
ABJ54638.1,25,28,18,21,25,8
ABJ54639.1,25,21,26,15,21,20
ABJ54640.1,2,0,0,1,0,2
ABJ54641.1,28,25,30,20,25,19
ABJ54642.1,10,12,7,4,2,8
ABJ54643.1,0,0,1,0,0,0
ABJ54644.1,36,35,24,31,26,20
ABJ54645.1,2,3,0,0,1,0
ABJ54646.1,1,0,2,0,0,2
ABJ54647.1,1,0,0,1,0,1
ABJ54648.1,1,2,1,1,1,2
ABJ54649.1,5,4,5,7,4,7
ABJ54650.1,0,2,0,0,4,5
ABJ54651.1,5,7,5,2,7,2
ABJ54652.1,0,0,0,2,0,0
ABJ54653.1,0,3,0,2,0,1
ABJ54654.1,458,906,920,516,601,501
ABJ54655.1,2,1,1,2,2,2
ABJ54656.1,1,3,2,2,2,1
ABJ54657.1,1,3,1,0,4,3
ABJ54658.1,4,3,2,3,3,3
ABJ54659.1,2,5,8,8,5,8
ABJ54660.1,339,538,505,231,295,213
ABJ54661.1,0,0,0,0,0,0
ABJ54662.1,3,2,1,2,4,3
ABJ54663.1,0,1,0,0,1,0
ABJ54664.1,7,15,10,2,7,7
ABJ54665.1,2,3,3,6,7,2
ABJ54666.1,1,7,6,0,6,5
ABJ54667.1,158,185,178,137,152,134
ABJ54668.1,1,3,1,4,3,1
ABJ54669.1,0,0,0,0,0,1
ABJ54670.1,6,5,9,8,8,10
ABJ54671.1,70,83,71,92,110,88
ABJ54672.1,6,13,8,19,19,7
ABJ54673.1,41,61,42,25,30,31
ABJ54674.1,0,0,0,0,0,0
ABJ54675.1,3,2,1,1,3,0
ABJ54676.1,0,0,0,0,1,1
ABJ54677.1,2,6,2,2,3,2
ABJ54678.1,7,5,9,11,5,8
ABJ54679.1,8,12,7,6,6,9
ABJ54680.1,1,5,0,3,3,5
ABJ54681.1,0,2,6,4,1,2
ABJ54682.1,1,4,3,7,2,3
ABJ54683.1,26,30,19,56,52,40
ABJ54684.1,10,11,4,6,5,8
ABJ54685.1,2,6,3,1,2,1
ABJ54686.1,7,8,5,5,4,7
ABJ54687.1,7,14,7,11,11,9
ABJ54688.1,2,4,2,2,3,2
ABJ54689.1,1,2,0,2,1,0
ABJ54690.1,2,2,0,2,2,1
ABJ54691.1,0,0,1,0,0,2
ABJ54692.1,1,3,6,7,2,4
ABJ54693.1,7,11,8,15,9,16
ABJ54694.1,27,37,23,43,46,31
ABJ54695.1,1,6,4,4,3,1
ABJ54696.1,0,0,0,0,0,0
ABJ54697.1,1,2,3,2,4,1
ABJ54698.1,0,0,2,0,1,1
ABJ54699.1,4,2,4,4,4,2
ABJ54700.1,4,1,2,1,0,0
ABJ54701.1,1,5,4,1,2,0
ABJ54702.1,11,8,14,14,13,9
ABJ54703.1,3,9,2,2,4,2
ABJ54704.1,1,0,3,3,2,0
ABJ54705.1,15,24,13,13,14,18
ABJ54706.1,27,26,25,17,18,17
ABJ54707.1,41,38,59,51,73,45
ABJ54708.1,12,25,17,20,22,27
ABJ54709.1,24,31,27,46,44,42
ABJ54710.1,307,401,424,346,358,290
ABJ54711.1,32,39,37,36,49,24
ABJ54712.1,10,6,13,15,18,9
ABJ54713.1,2,1,2,3,0,3
ABJ54714.1,7,14,12,9,12,6
ABJ54715.1,11,17,12,10,6,4
ABJ54716.1,2,0,2,0,1,0
ABJ54717.1,2,4,3,2,7,1
ABJ54718.1,15,18,11,9,16,4
ABJ54719.1,3,1,1,3,2,4
ABJ54720.1,0,0,0,0,0,1
ABJ54721.1,6,1,4,3,8,5
ABJ54722.1,0,0,0,2,0,2
ABJ54723.1,465,584,574,498,479,484
ABJ54724.1,23,32,44,16,20,14
ABJ54725.1,11,16,19,15,14,14
ABJ54726.1,1,2,0,1,2,0
ABJ54727.1,19,35,20,35,29,28
ABJ54728.1,6,10,3,8,16,5
ABJ54729.1,7,14,6,9,13,6
ABJ54730.1,9,3,4,3,9,2
ABJ54731.1,4,10,21,18,16,11
ABJ54732.1,22,16,20,22,18,16
ABJ54733.1,20,22,27,22,30,18
ABJ54734.1,0,0,1,1,1,1
ABJ54735.1,4,1,0,2,1,3
ABJ54736.1,3,2,1,5,0,1
ABJ54737.1,35,44,24,50,56,46
ABJ54738.1,12,68,59,37,38,18
ABJ54739.1,47,65,48,41,58,47
ABJ54740.1,0,5,7,7,6,4
ABJ54741.1,2,0,1,0,0,0
ABJ54742.1,9,15,10,3,6,5
ABJ54743.1,2,2,2,0,5,3
ABJ54744.1,5,9,6,9,8,5
ABJ54745.1,18,15,24,21,27,13
ABJ54746.1,0,2,0,0,0,0
ABJ54747.1,0,0,0,0,2,0
ABJ54748.1,3,4,6,2,4,0
ABJ54749.1,3,11,6,13,9,5
ABJ54750.1,4,1,1,0,2,0
ABJ54751.1,3,8,8,10,13,4
ABJ54752.1,4,1,3,5,2,2
ABJ54753.1,22,20,20,19,9,13
ABJ54754.1,0,4,4,6,5,3
ABJ54755.1,8,8,6,5,5,0
ABJ54756.1,17,18,14,20,27,17
ABJ54757.1,2,6,3,3,2,1
ABJ54758.1,17,11,23,44,47,26
ABJ54759.1,13,20,20,22,18,13
ABJ54760.1,0,1,1,1,0,2
ABJ54761.1,6,7,6,2,3,0
ABJ54762.1,3,5,0,4,5,5
ABJ54763.1,2,4,2,2,4,3
ABJ54764.1,0,3,1,5,2,0
ABJ54765.1,21,13,11,9,12,2
ABJ54766.1,2,2,0,4,4,1
ABJ54767.1,1,5,3,4,3,5
ABJ54768.1,19,30,26,27,31,20
ABJ54769.1,1,4,0,3,3,7
ABJ54770.1,1,4,5,4,9,5
ABJ54771.1,2,0,1,1,0,1
ABJ54772.1,0,1,1,0,0,1
ABJ54773.1,1,3,2,6,3,0
ABJ54774.1,0,1,1,3,3,1
ABJ54775.1,753,1117,1041,817,877,757
ABJ54776.1,7,13,10,11,3,9
ABJ54777.1,11,9,7,3,4,8
ABJ54778.1,16,25,13,36,40,29
ABJ54779.1,10,5,9,7,6,6
ABJ54780.1,2,2,2,1,1,1
ABJ54781.1,0,1,0,2,1,0
ABJ54782.1,426,506,458,518,576,487
ABJ54783.1,1,1,3,3,1,1
ABJ54784.1,2,2,4,5,4,2
ABJ54785.1,0,2,0,0,0,0
ABJ54786.1,6,7,13,10,7,7
ABJ54787.1,8,6,16,17,29,24
ABJ54788.1,12,8,11,10,20,13
ABJ54789.1,1,3,3,1,2,1
ABJ54790.1,7,8,6,6,3,2
ABJ54791.1,0,0,0,0,0,0
ABJ54792.1,9,13,15,24,19,23
ABJ54793.1,0,1,0,0,0,0
ABJ54794.1,18,25,33,50,55,38
ABJ54795.1,6,6,8,5,6,4
ABJ54796.1,0,4,0,0,1,1
ABJ54797.1,14,21,13,14,16,15
ABJ54798.1,1,1,1,1,1,3
ABJ54799.1,7,10,5,6,7,5
ABJ54800.1,3,4,2,6,2,2
ABJ54801.1,11,16,6,6,4,1
ABJ54802.1,706,772,796,987,1001,769
ABJ54803.1,1,7,9,2,5,3
ABJ54804.1,2,4,2,3,2,4
ABJ54805.1,25,37,45,40,32,48
ABJ54806.1,1,4,5,5,2,4
ABJ54807.1,2,4,1,0,4,4
ABJ54808.1,524,758,588,820,808,683
ABJ54809.1,5,8,11,5,12,4
ABJ54810.1,2,2,1,1,0,2
ABJ54811.1,2,5,6,11,12,3
ABJ54812.1,134,143,126,154,134,124
ABJ54813.1,10,13,15,22,22,21
ABJ54814.1,2,7,6,5,1,1
ABJ54815.1,4,8,10,8,6,11
ABJ54816.1,27,39,39,49,51,37
ABJ54817.1,19,31,29,25,17,23
ABJ54818.1,28,30,22,22,13,12
ABJ54819.1,7,11,3,6,6,2
ABJ54820.1,0,0,1,0,0,0
ABJ54821.1,7,8,5,8,15,9
ABJ54822.1,2,9,3,9,4,4
ABJ54823.1,3,4,3,5,2,4
ABJ54824.1,0,0,0,0,0,0
ABJ54825.1,11,26,10,17,12,15
ABJ54826.1,2,4,4,1,4,3
ABJ54827.1,17,24,7,6,10,9
ABJ54828.1,48,43,35,47,52,32
ABJ54829.1,11,11,12,9,16,11
ABJ54830.1,3,0,3,1,2,0
ABJ54831.1,7,5,4,4,2,2
ABJ54832.1,5,6,6,5,2,2
ABJ54833.1,2,4,5,2,2,0
ABJ54834.1,19,14,15,5,9,4
ABJ54835.1,8,6,9,17,10,8
ABJ54836.1,55,86,83,103,102,95
ABJ54837.1,1,1,0,0,0,0
ABJ54838.1,2,2,2,1,2,2
ABJ54839.1,27,32,35,25,23,25
ABJ54840.1,15,34,34,56,43,40
ABJ54841.1,1,8,12,10,6,7
ABJ54842.1,1,5,2,6,4,2
ABJ54843.1,3,3,3,3,0,1
ABJ54844.1,13,23,17,43,37,30
ABJ54845.1,12,8,9,7,7,3
ABJ54846.1,1,0,2,1,3,3
ABJ54847.1,2,0,1,2,0,2
ABJ54848.1,41,71,56,68,84,59
ABJ54849.1,4,4,2,5,2,1
ABJ54850.1,15,14,17,15,11,14
ABJ54851.1,3,2,5,3,6,0
ABJ54852.1,0,3,0,0,1,0
ABJ54853.1,1,3,0,2,1,0
ABJ54854.1,2,7,7,3,3,0
ABJ54855.1,96,135,130,147,153,140
ABJ54856.1,2,5,2,2,1,1
ABJ54857.1,15,15,14,14,9,12
ABJ54858.1,1,0,0,0,0,0
ABJ54859.1,4,3,8,3,7,3
ABJ54860.1,2,4,0,1,2,1
ABJ54861.1,11,7,5,8,15,5
ABJ54862.1,1,0,0,2,3,2
ABJ54863.1,5,5,12,13,10,7
ABJ54864.1,10,9,9,9,11,11
ABJ54865.1,28,20,22,54,34,36
ABJ54866.1,0,1,1,0,0,1
ABJ54867.1,42,37,17,23,20,20
ABJ54868.1,124,172,146,180,197,159
ABJ54869.1,24,48,48,60,63,42
ABJ54870.1,3,7,12,12,12,9
ABJ54871.1,0,6,4,4,4,2
ABJ54872.1,4,9,5,5,3,7
ABJ54873.1,6,7,4,2,3,0
ABJ54874.1,4,7,2,9,8,7
ABJ54875.1,2,2,6,2,2,1
ABJ54876.1,14,15,6,10,8,16
ABJ54877.1,1,9,6,7,8,7
ABJ54878.1,0,0,1,3,0,1
ABJ54879.1,0,1,4,1,1,3
ABJ54880.1,2,0,4,3,3,1
ABJ54881.1,12,19,18,9,7,10
ABJ54882.1,3,6,7,6,6,7
ABJ54883.1,2,5,4,3,4,5
ABJ54884.1,15,18,26,30,27,23
ABJ54885.1,2,2,2,2,4,2
ABJ54886.1,28,34,40,27,37,21
ABJ54887.1,1,4,3,1,4,2
ABJ54888.1,24,22,22,45,46,28
ABJ54889.1,4,4,4,3,1,2
ABJ54890.1,2,1,1,5,6,1
ABJ54891.1,0,0,1,0,0,0
ABJ54892.1,1,0,1,2,1,2
ABJ54893.1,25,41,23,28,43,29
ABJ54894.1,31,33,24,16,22,19
ABJ54895.1,1,4,0,1,2,0
ABJ54896.1,8,9,6,10,10,8
ABJ54897.1,40,67,42,57,67,41
ABJ54898.1,1,2,1,3,0,1
ABJ54899.1,2,6,3,7,11,10
ABJ54900.1,0,0,3,4,4,1
ABJ54901.1,0,1,0,0,2,0
ABJ54902.1,1,0,0,1,2,1
ABJ54903.1,2,8,4,3,1,4
ABJ54904.1,1,9,4,3,4,3
ABJ54905.1,6,8,13,6,6,14
ABJ54906.1,7,12,11,6,7,7
ABJ54907.1,60,58,77,82,77,52
ABJ54908.1,492,828,647,706,749,758
ABJ54909.1,6,7,4,9,6,10
ABJ54910.1,4,7,7,9,7,8
ABJ54911.1,4,5,5,6,4,4
ABJ54912.1,28,30,32,40,49,28
ABJ54913.1,17,15,19,10,10,22
ABJ54914.1,32,30,44,39,42,36
ABJ54915.1,6,7,7,3,6,8
ABJ54916.1,0,2,0,0,2,0
ABJ54917.1,7,6,13,8,14,3
ABJ54918.1,0,1,0,4,1,2
ABJ54919.1,0,2,7,5,7,3
ABJ54920.1,4,10,6,6,6,8
ABJ54921.1,9,15,7,7,10,10
ABJ54922.1,6,4,4,17,9,17
ABJ54923.1,1,3,4,2,2,0
ABJ54924.1,4,2,2,3,1,2
ABJ54925.1,41,66,75,50,45,50
ABJ54926.1,2,1,1,2,1,2
ABJ54927.1,1,0,0,1,0,0
ABJ54928.1,5,17,14,9,12,7
ABJ54929.1,4,6,5,4,5,0
ABJ54930.1,38,42,32,40,49,40
ABJ54931.1,0,1,4,1,0,2
ABJ54932.1,10,17,16,16,20,10
