,readcount_cph1-efg1_0min_1,readcount_cph1-efg1_0min_3,readcount_cph1-efg1_0min_4,readcount_cph1-efg1_75min_1,readcount_cph1-efg1_75min_3,readcount_cph1-efg1_75min_4,readcount_Evo_0min_1,readcount_Evo_0min_3,readcount_Evo_0min_4,readcount_Evo_75min_1,readcount_Evo_75min_3,readcount_Evo_75min_4
NOVEL-Ca21chr3-067,337,215,234,278,222,293,265,1052,249,277,273,580
NOVEL-Ca21chr4-001,619,354,213,220,217,224,354,1062,188,175,186,319
NOVEL-Ca21chr4-002,77,28,38,33,35,31,57,114,39,57,34,95
NOVEL-Ca21chr4-003,345,153,120,197,148,166,235,677,159,183,141,368
NOVEL-Ca21chr4-004,240,123,98,189,224,180,237,539,97,206,189,433
NOVEL-Ca21chr4-005,40,18,11,15,14,12,24,60,5,22,15,33
NOVEL-Ca21chr4-006,112,37,28,32,24,27,87,195,43,42,36,49
NOVEL-Ca21chr4-007,277,109,97,112,136,103,141,456,113,132,140,241
NOVEL-Ca21chr4-008,145,59,53,94,150,76,185,317,49,160,168,257
NOVEL-Ca21chr4-011,41,39,12,23,20,15,36,116,36,13,19,23
NOVEL-Ca21chr4-012,125,54,33,40,34,28,85,217,58,41,29,57
NOVEL-Ca21chr4-013,1308,667,452,439,291,366,1620,3911,712,394,388,663
NOVEL-Ca21chr4-014,265,148,139,391,271,361,284,938,160,387,349,780
NOVEL-Ca21chr4-017,777,599,372,381,346,356,673,2754,557,347,408,731
NOVEL-Ca21chr4-018,20,15,8,10,15,13,15,80,12,15,25,37
NOVEL-Ca21chr4-019,648,262,418,445,452,275,631,1683,426,571,611,791
NOVEL-Ca21chr4-020,208,124,94,66,77,82,118,484,100,72,93,174
NOVEL-Ca21chr4-021,45,32,35,16,12,15,22,80,19,42,44,93
NOVEL-Ca21chr4-022,42,27,14,28,18,24,22,65,14,21,25,33
NOVEL-Ca21chr4-023,122,69,49,155,160,134,37,131,28,203,210,384
NOVEL-Ca21chr4-024,36,13,15,25,31,30,44,89,20,35,41,68
NOVEL-Ca21chr4-025,24,6,6,14,14,5,25,60,9,10,11,23
NOVEL-Ca21chr4-026,5,3,2,1,3,4,20,22,7,7,8,13
NOVEL-Ca21chr4-027,81,30,32,55,68,75,75,273,41,87,66,166
NOVEL-Ca21chr4-028,32,16,13,18,14,18,32,63,20,11,15,35
NOVEL-Ca21chr4-029,723,179,152,130,187,94,498,975,204,219,174,299
NOVEL-Ca21chr4-030,42,15,8,3,9,1,26,50,11,9,11,15
NOVEL-Ca21chr4-031,2,1,4,6,9,5,0,5,2,8,5,16
NOVEL-Ca21chr4-032,36,23,29,18,15,17,74,193,56,27,25,34
NOVEL-Ca21chr4-033,34,9,19,20,15,19,25,60,19,28,22,51
NOVEL-Ca21chr4-034,87,25,30,33,33,37,65,181,61,45,66,113
NOVEL-Ca21chr4-035,65,21,14,12,16,11,48,70,14,22,31,32
NOVEL-Ca21chr4-036,28,18,14,32,22,21,13,89,25,28,33,82
NOVEL-Ca21chr4-037,64,28,22,19,20,22,35,129,28,29,19,31
NOVEL-Ca21chr4-038,452,233,291,557,494,426,383,1163,362,665,617,1003
NOVEL-Ca21chr4-039,7,7,7,13,10,5,15,48,10,41,26,57
NOVEL-Ca21chr4-040,3955,1691,1161,4406,3253,4108,3779,9261,1398,4181,3699,7384
NOVEL-Ca21chr4-041,68,20,12,33,56,23,31,41,6,39,31,56
NOVEL-Ca21chr4-042,73,46,45,62,45,62,69,264,55,73,50,128
NOVEL-Ca21chr4-043,8,9,5,3,13,7,4,37,16,20,10,20
NOVEL-Ca21chr4-044,48,20,15,16,8,12,33,78,26,12,9,29
NOVEL-Ca21chr4-045,89,50,45,108,133,111,65,276,60,195,156,352
NOVEL-Ca21chr4-046,263,190,136,140,118,146,198,734,175,113,134,264
NOVEL-Ca21chr4-047,114,76,50,35,26,36,63,228,52,53,44,95
NOVEL-Ca21chr4-048,56,36,22,45,43,36,49,163,38,72,43,101
NOVEL-Ca21chr4-049,114,42,33,54,61,41,94,215,36,70,58,111
NOVEL-Ca21chr4-050,75,35,29,23,23,22,88,136,22,29,15,48
NOVEL-Ca21chr4-051,75,6,1,1,0,1,90,56,4,5,1,0
NOVEL-Ca21chr4-053,90,44,50,45,73,69,54,140,31,70,59,139
NOVEL-Ca21chr4-054,62,21,13,9,31,19,34,88,25,18,22,50
NOVEL-Ca21chr4-055,55,23,18,122,115,115,94,250,27,151,159,288
NOVEL-Ca21chr4-056,71,17,17,11,15,10,52,79,11,19,11,29
NOVEL-Ca21chr4-057,638,435,698,1215,906,899,344,1621,702,1077,1088,1441
NOVEL-Ca21chr4-058,288,163,158,172,185,166,217,895,219,142,169,307
NOVEL-Ca21chr4-059,25,21,9,6,10,7,12,33,8,9,12,13
NOVEL-Ca21chr4-060,117,82,82,99,101,102,111,355,72,93,97,135
NOVEL-Ca21chr4-061,334,153,154,165,165,139,227,852,122,164,172,268
NOVEL-Ca21chr4-062,16,7,5,12,3,4,66,58,12,13,14,18
NOVEL-Ca21chr4-063,49,19,20,25,36,27,43,115,18,44,25,69
NOVEL-Ca21chr4-064,26,4,9,9,6,8,33,64,13,23,19,42
NOVEL-Ca21chr4-065,66,38,20,24,35,17,68,174,41,38,17,64
NOVEL-Ca21chr4-066,483,276,248,377,343,327,400,1273,264,416,371,624
NOVEL-Ca21chr4-069,161,84,72,158,119,136,90,282,48,102,82,210
NOVEL-Ca21chr4-070,4139,2483,1613,1916,1521,1755,2996,11468,2132,1551,1564,2868
NOVEL-Ca21chr4-071,79,47,35,7,5,13,29,125,21,6,7,11
NOVEL-Ca21chr4-072,39,24,30,67,60,76,40,190,33,48,58,91
NOVEL-Ca21chr4-073,85,48,43,148,94,96,44,197,52,121,100,160
NOVEL-Ca21chr4-074,1421,638,650,866,709,771,972,3218,694,802,766,1532
NOVEL-Ca21chr4-075,1731,647,786,674,474,589,1306,3126,657,735,617,1118
NOVEL-Ca21chr5-001,23,16,13,11,6,7,10,32,6,8,10,14
NOVEL-Ca21chr5-002,13,5,10,17,10,14,10,40,11,21,28,34
NOVEL-Ca21chr5-003,36,27,20,34,15,20,42,175,19,37,42,70
NOVEL-Ca21chr5-004,138,78,95,47,54,54,180,461,93,86,84,187
NOVEL-Ca21chr5-005,192,64,36,28,47,18,62,203,30,38,43,24
NOVEL-Ca21chr5-006,5030,2917,2637,3022,2529,2693,3979,13395,3331,3646,3282,5971
NOVEL-Ca21chr5-007,480,229,184,242,236,216,339,927,189,240,204,507
NOVEL-Ca21chr5-008,52,23,49,112,88,100,52,134,74,130,138,192
NOVEL-Ca21chr5-009,97,21,21,91,54,69,65,112,21,58,72,106
NOVEL-Ca21chr5-010,82,37,22,49,82,58,37,143,6,59,65,158
NOVEL-Ca21chr5-011,60,11,12,28,26,24,32,73,12,43,34,75
NOVEL-Ca21chr5-013,196,82,65,97,79,87,162,429,103,135,126,216
NOVEL-Ca21chr5-014,57,33,11,23,25,22,41,131,30,22,20,51
NOVEL-Ca21chr5-015,9,3,2,0,9,9,4,16,3,8,13,15
NOVEL-Ca21chr5-016,76,52,51,43,34,35,66,276,60,28,37,58
NOVEL-Ca21chr5-017,73,64,44,75,71,65,105,372,80,80,88,148
NOVEL-Ca21chr5-018,59,28,18,36,36,28,55,151,28,44,43,87
NOVEL-Ca21chr5-019,168,113,71,110,95,85,129,452,85,105,105,204
NOVEL-Ca21chr5-021,3,0,0,2,0,2,2,10,1,5,0,2
NOVEL-Ca21chr5-022,349,174,121,82,123,105,330,1143,134,175,151,264
NOVEL-Ca21chr5-023,40,20,13,15,7,15,27,52,6,16,12,25
NOVEL-Ca21chr5-024,67,40,41,26,26,37,44,212,43,44,46,79
NOVEL-Ca21chr5-025,39,16,8,13,11,7,20,66,8,9,10,18
NOVEL-Ca21chr5-026,219,138,112,121,71,100,123,539,111,75,60,143
NOVEL-Ca21chr5-027,3858,2364,1865,3015,2093,2658,1849,7700,1620,2349,2327,4638
NOVEL-Ca21chr5-030,604,126,73,55,91,50,528,919,125,97,91,167
NOVEL-Ca21chr5-031,53,32,52,142,141,151,15,73,54,107,120,225
NOVEL-Ca21chr5-032,76,33,52,69,47,49,78,230,70,96,88,116
NOVEL-Ca21chr5-033,177,76,135,156,137,121,139,342,101,159,152,261
NOVEL-Ca21chr5-034,13,10,4,9,5,11,4,15,9,8,5,21
NOVEL-Ca21chr5-035,258,151,121,101,83,100,196,638,134,106,88,182
NOVEL-Ca21chr5-036,4129,2725,2474,2984,1861,2697,3608,12191,3202,2146,1862,3962
NOVEL-Ca21chr5-037,153,104,98,68,62,67,102,454,165,99,86,188
NOVEL-Ca21chr5-038,18,9,8,5,4,13,13,24,10,5,6,6
NOVEL-Ca21chr5-039,307,161,127,147,152,136,161,501,100,138,121,241
NOVEL-Ca21chr5-040,665,333,223,185,190,211,506,1575,248,236,224,417
NOVEL-Ca21chr5-041,104,46,29,32,24,30,79,243,50,50,50,91
NOVEL-Ca21chr5-042,96,71,76,40,50,43,102,320,94,60,47,120
NOVEL-Ca21chr5-044,32,22,20,12,17,8,28,93,12,10,12,25
NOVEL-Ca21chr5-045,78,48,65,208,156,160,55,145,70,210,197,293
NOVEL-Ca21chr5-046,133,72,62,217,166,144,88,220,63,204,198,300
NOVEL-Ca21chr5-047,37,7,9,18,33,9,28,49,3,29,29,38
NOVEL-Ca21chr5-048,406,188,153,227,274,248,246,782,161,272,280,577
NOVEL-Ca21chr5-049,189,90,71,46,60,50,106,274,57,51,60,116
NOVEL-Ca21chr5-050,6,6,12,22,14,10,5,73,18,13,17,32
NOVEL-Ca21chr5-051,4961,2769,1899,1446,1484,1393,4018,14108,2736,1742,1818,3434
NOVEL-Ca21chr6-001,48,11,24,18,14,10,27,56,23,15,9,33
NOVEL-Ca21chr6-002,18,8,6,15,6,8,20,40,3,9,9,26
NOVEL-Ca21chr6-003,64,26,33,43,36,21,60,172,28,67,61,63
NOVEL-Ca21chr6-004,9,3,4,2,3,2,4,15,2,2,5,4
NOVEL-Ca21chr6-005,40,16,13,38,41,35,23,48,8,26,38,78
NOVEL-Ca21chr6-006,54,17,25,44,76,61,31,85,16,44,29,100
NOVEL-Ca21chr6-007,778,468,447,864,695,887,282,1165,345,874,903,1500
NOVEL-Ca21chr6-008,238,57,46,113,107,63,253,341,63,175,163,305
NOVEL-Ca21chr6-009,198,89,68,70,93,95,171,538,95,133,126,235
NOVEL-Ca21chr6-010,78,36,60,58,56,45,62,196,47,84,67,88
NOVEL-Ca21chr6-012,197,120,108,94,72,72,153,491,112,97,88,158
NOVEL-Ca21chr6-013,311,144,120,223,186,182,243,642,181,142,147,289
NOVEL-Ca21chr6-014,78,35,33,28,17,22,68,180,34,20,35,34
NOVEL-Ca21chr6-015,1642,1115,818,756,547,613,1467,6695,994,935,873,1429
NOVEL-Ca21chr6-016,173,96,111,39,65,52,144,476,115,60,47,103
NOVEL-Ca21chr6-017,156,68,41,45,34,25,118,253,38,40,42,73
NOVEL-Ca21chr6-018,69,33,20,27,18,11,33,113,17,25,18,26
NOVEL-Ca21chr6-019,24,10,8,3,9,10,10,42,11,9,15,36
NOVEL-Ca21chr6-020,39,13,8,22,32,14,23,47,6,24,23,58
NOVEL-Ca21chr6-021,16,5,3,3,2,3,14,15,4,4,4,8
NOVEL-Ca21chr6-022,1331,717,475,318,301,282,1224,3554,568,414,401,686
NOVEL-Ca21chr6-023,128,38,53,26,24,13,99,195,45,28,28,45
NOVEL-Ca21chr6-024,17,7,9,6,13,9,19,49,12,9,11,17
NOVEL-Ca21chr6-025,87,32,38,53,34,27,71,213,46,58,48,81
NOVEL-Ca21chr6-026,47,16,25,27,21,13,42,80,16,35,21,39
NOVEL-Ca21chr6-027,49,9,12,5,9,8,41,64,22,19,17,40
NOVEL-Ca21chr6-028,27,6,7,11,21,11,18,40,7,25,12,37
NOVEL-Ca21chr6-029,152,65,49,39,60,39,62,217,37,54,50,101
NOVEL-Ca21chr6-030,118,54,43,54,46,39,108,279,67,54,58,117
NOVEL-Ca21chr6-032,91,33,26,42,28,24,75,139,23,64,42,72
NOVEL-Ca21chr6-033,143,48,36,46,59,46,140,318,69,46,62,119
NOVEL-Ca21chr6-034,37,42,27,15,11,9,32,120,37,5,8,12
NOVEL-Ca21chr6-035,153,75,53,62,41,64,103,334,42,46,51,91
NOVEL-Ca21chr6-036,1021,467,658,506,409,425,591,1963,374,334,343,605
NOVEL-Ca21chr6-037,173,66,131,168,105,97,153,362,107,150,139,178
NOVEL-Ca21chr6-038,59,29,29,44,43,29,63,162,32,30,44,59
NOVEL-Ca21chr6-039,327,157,129,155,129,126,229,805,121,118,144,260
NOVEL-Ca21chr6-040,25,5,13,42,26,31,32,69,16,68,54,59
NOVEL-Ca21chr6-041,42,20,27,21,28,18,27,89,25,21,25,46
NOVEL-Ca21chr6-042,23,6,10,10,2,9,14,64,4,8,11,19
NOVEL-Ca21chr6-043,158,90,136,203,175,155,140,379,172,224,224,317
NOVEL-Ca21chr6-044,4,0,2,11,3,6,3,4,2,14,16,27
NOVEL-Ca21chr7-001,10759,5896,4884,4350,4333,4131,7071,26233,4462,3915,3952,7849
NOVEL-Ca21chr7-002,594,217,125,183,202,131,819,1400,188,419,317,460
NOVEL-Ca21chr7-003,13834,6879,5336,5156,4666,4894,8226,25018,4548,3872,3731,7373
NOVEL-Ca21chr7-004,84,43,36,14,22,18,70,201,45,14,21,37
NOVEL-Ca21chr7-005,240,133,110,140,129,122,128,397,84,105,107,187
NOVEL-Ca21chr7-006,1003,447,292,593,668,429,246,558,97,749,756,1138
NOVEL-Ca21chr7-007,111,31,21,45,29,17,71,95,22,35,17,28
NOVEL-Ca21chr7-008,37,16,13,13,8,8,12,41,10,6,7,12
NOVEL-Ca21chr7-009,271,126,95,117,98,82,202,600,104,68,67,146
NOVEL-Ca21chr7-010,1364,288,136,65,52,31,1400,1965,209,90,61,94
NOVEL-Ca21chr7-011,464,216,171,117,117,74,351,963,239,172,157,238
NOVEL-Ca21chr7-012,26,26,15,23,21,29,18,66,15,25,25,43
NOVEL-Ca21chr7-013,459,100,63,55,115,36,173,339,36,55,60,77
NOVEL-Ca21chr7-014,366,114,37,25,77,25,158,361,62,38,24,29
NOVEL-Ca21chr7-015,39,16,22,17,13,16,36,131,27,16,17,37
NOVEL-Ca21chr7-016,829,420,354,336,273,355,457,1239,247,219,150,450
NOVEL-Ca21chr7-017,258,120,140,250,148,144,151,457,107,148,142,175
NOVEL-Ca21chr7-018,514,258,364,428,360,327,313,877,261,368,322,383
NOVEL-Ca21chr7-019,129,57,34,41,38,38,73,146,16,37,33,57
NOVEL-Ca21chr7-020,91,50,34,15,18,7,35,93,22,5,12,9
NOVEL-Ca21chr7-021,246,154,121,91,104,109,63,271,47,45,44,118
NOVEL-Ca21chr7-022,24,8,9,2,1,1,16,76,32,0,1,2
NOVEL-Ca21chr7-023,145,75,66,59,36,50,62,229,42,55,46,133
NOVEL-Ca21chr7-024,127,65,65,148,170,156,114,287,65,102,110,200
NOVEL-Ca21chr7-025,18,8,7,23,21,19,14,35,11,21,12,25
NOVEL-Ca21chr7-026,20,7,9,35,41,27,24,74,7,34,47,52
NOVEL-Ca21chr7-027,632,189,109,115,147,96,315,637,118,132,112,240
NOVEL-Ca21chr7-028,258,79,60,88,60,43,121,220,25,40,30,65
NOVEL-Ca21chr7-029,429,231,214,245,217,229,206,759,199,161,181,366
NOVEL-Ca21chr7-030,404,188,190,215,293,213,300,738,167,260,258,574
NOVEL-Ca21chr7-031,91,33,40,50,185,70,72,163,35,181,185,338
NOVEL-Ca21chr7-032,68,33,21,25,32,33,29,122,29,30,25,51
NOVEL-Ca21chr7-033,216,114,112,141,94,117,123,428,82,93,94,209
NOVEL-Ca21chr7-034,142,56,52,92,140,93,60,152,41,90,101,162
NOVEL-Ca21chr7-035,108,57,40,48,51,50,45,214,22,42,40,83
NOVEL-Ca21chr7-036,5,1,1,0,0,1,5,10,5,1,2,0
NOVEL-Ca21chr7-037,101,16,24,20,12,14,138,152,92,17,19,27
NOVEL-Ca21chr7-038,114,81,63,48,42,53,73,311,58,62,64,70
NOVEL-Ca21chr7-039,59,38,34,69,45,51,70,180,57,77,72,90
NOVEL-Ca21chr7-040,477,208,300,215,191,221,297,885,209,165,183,317
NOVEL-Ca21chr7-042,520,203,171,128,73,135,259,687,117,156,84,255
NOVEL-Ca21chr7-043,115,43,39,38,44,38,54,162,37,27,25,56
NOVEL-Ca21chr7-044,856,461,412,397,459,370,319,1131,234,239,287,458
NOVEL-Ca21chr7-045,196,56,39,67,55,56,103,229,35,33,34,65
NOVEL-Ca21chr7-046,107,38,28,60,70,42,111,344,72,188,144,291
NOVEL-Ca21chr7-048,1644,747,878,512,412,399,480,1671,408,277,239,515
NOVEL-Ca21chr7-049,0,0,0,0,0,0,0,0,0,0,0,0
NOVEL-Ca21chr7-050,63,33,26,62,53,54,44,92,31,37,40,78
NOVEL-Ca21chr7-051,18,7,6,9,12,19,9,36,7,16,14,38
NOVEL-Ca21chr7-052,357,191,228,935,1013,930,230,564,140,700,747,1426
NOVEL-Ca21chr7-053,79,37,29,38,32,25,30,158,30,47,49,48
NOVEL-Ca21chr7-054,198,117,94,251,400,234,126,411,122,1218,1216,2399
NOVEL-Ca21chr7-055,321,145,93,92,62,78,129,345,64,43,50,88
NOVEL-Ca21chr7-056,673,290,220,522,360,434,286,730,137,134,151,348
NOVEL-Ca21chrR-001,4939,2025,1984,2395,1925,1854,2173,6909,994,1923,1820,2844
NOVEL-Ca21chrR-003,69,61,66,77,56,32,27,136,70,67,96,76
NOVEL-Ca21chrR-005,53,23,12,12,9,7,32,72,16,23,19,39
NOVEL-Ca21chrR-006,11475,4288,2104,2355,1642,1684,11248,22831,3050,2670,2207,3610
NOVEL-Ca21chrR-007,130,43,44,35,30,24,140,240,53,42,37,74
NOVEL-Ca21chrR-008,20,26,13,16,18,13,16,54,21,6,11,14
NOVEL-Ca21chrR-010,50,21,15,165,454,167,123,100,26,350,587,1144
NOVEL-Ca21chrR-011,224,113,88,114,93,125,81,305,59,88,63,171
NOVEL-Ca21chrR-012,31,14,6,7,9,6,7,65,10,4,16,16
NOVEL-Ca21chrR-013,2434,1275,940,896,802,868,1507,5470,1040,843,901,1355
NOVEL-Ca21chrR-014,2898,710,331,234,149,142,3278,3517,607,243,195,277
NOVEL-Ca21chrR-015,5,4,2,2,5,4,3,7,6,7,6,12
NOVEL-Ca21chrR-016,6,1,2,7,5,2,9,7,1,11,8,15
NOVEL-Ca21chrR-017,89,27,17,30,24,31,115,200,40,71,57,62
NOVEL-Ca21chrR-018,67,20,27,30,37,17,47,181,29,108,62,114
NOVEL-Ca21chrR-019,99,32,30,40,27,24,87,264,39,28,28,55
NOVEL-Ca21chrR-020,0,0,0,0,0,0,0,1,0,1,0,0
NOVEL-Ca21chrR-021,45,16,13,21,22,11,48,129,27,25,21,25
NOVEL-Ca21chrR-022,45,17,8,4,8,1,48,78,9,7,5,15
NOVEL-Ca21chrR-023,156,88,114,311,172,165,191,435,195,325,206,466
NOVEL-Ca21chrR-024,7290,2538,1094,857,584,710,7287,18803,2062,1214,954,1840
NOVEL-Ca21chrR-025,3146,885,553,835,631,599,10081,16714,3083,2588,2447,3677
NOVEL-Ca21chrR-026,1731,810,540,490,436,448,1582,3506,616,561,545,913
NOVEL-Ca21chrR-027,63,27,27,52,37,35,63,212,39,57,62,92
NOVEL-Ca21chrR-028,0,0,0,0,0,0,0,0,0,0,0,0
NOVEL-Ca21chrR-029,41,19,13,6,10,9,23,58,3,15,17,25
NOVEL-Ca21chrR-030,12,3,2,4,2,4,7,12,2,2,1,7
NOVEL-Ca21chrR-031,345,161,131,153,111,115,234,659,157,104,113,191
NOVEL-Ca21chrR-032,65,33,23,73,90,54,45,139,33,66,70,203
NOVEL-Ca21chrR-033,18,5,7,8,11,7,12,22,3,14,10,19
NOVEL-Ca21chrR-034,395,216,90,83,64,58,240,621,107,90,76,108
NOVEL-Ca21chrR-035,21,9,10,14,12,8,18,55,13,34,32,49
NOVEL-Ca21chrR-037,70,37,22,15,10,15,76,163,21,16,9,22
NOVEL-Ca21chrR-038,39,10,15,12,23,12,11,25,11,11,6,15
NOVEL-Ca21chrR-039,33,18,4,6,7,7,36,64,7,3,8,11
NOVEL-Ca21chrR-040,41,18,5,9,5,8,43,155,7,6,7,19
NOVEL-Ca21chrR-042,6,3,0,2,3,2,9,23,9,3,3,10
NOVEL-Ca21chrR-043,48,17,16,13,16,7,24,52,10,13,14,18
NOVEL-Ca21chrR-044,75,40,16,11,5,15,72,204,23,20,14,18
NOVEL-Ca21chrR-045,5,0,3,3,6,4,22,21,1,4,6,15
NOVEL-Ca21chrR-047,250,52,30,89,148,95,168,241,43,107,140,208
NOVEL-Ca21chrR-048,0,0,0,0,0,1,0,0,0,1,1,0
NOVEL-Ca21chrR-049,94,33,43,47,67,46,104,181,56,36,36,82
NOVEL-Ca21chrR-050,378,94,81,86,108,44,274,591,98,99,94,144
NOVEL-Ca21chrR-051,276,122,118,144,117,141,254,510,133,122,89,204
NOVEL-Ca21chrR-052,3,5,4,1,4,8,3,19,5,4,2,6
NOVEL-Ca21chrR-053,109,47,82,137,115,99,70,171,72,198,161,224
NOVEL-Ca21chrR-054,28,10,11,10,14,9,11,45,12,7,7,17
NOVEL-Ca21chrR-055,53,34,39,74,79,63,56,171,54,75,100,153
NOVEL-Ca21chrR-056,248,120,192,234,200,163,153,505,252,225,259,287
NOVEL-Ca21chrR-057,71,35,19,60,37,50,53,161,41,64,52,105
NOVEL-Ca21chrR-058,348,218,220,10,14,10,123,404,94,12,10,25
NOVEL-Ca21chrR-059,12,5,6,8,11,8,11,33,10,16,15,8
NOVEL-Ca21chrR-060,290,142,120,119,89,121,243,654,114,103,97,238
NOVEL-Ca21chrR-061,477,209,236,117,134,138,264,881,157,98,79,178
NOVEL-Ca21chrR-062,65,27,47,62,54,38,67,180,38,69,54,78
NOVEL-Ca21chrR-063,265,151,156,147,116,124,210,769,151,125,144,247
NOVEL-Ca21chrR-064,17,7,1,38,30,27,2,9,0,36,35,51
NOVEL-Ca21chrR-065,55,41,50,133,129,73,34,131,51,169,190,194
NOVEL-Ca21chrR-066,5,4,6,6,6,10,2,6,2,4,4,7
NOVEL-Ca21chrR-067,217,100,100,85,68,58,312,735,183,120,73,108
NOVEL-Ca21chrR-068,272,110,99,98,74,57,302,800,180,156,104,173
NOVEL-Ca21chrR-069,113,101,75,119,120,138,55,309,79,66,87,167
NOVEL-Ca21chrR-070,85,24,20,14,17,8,64,113,18,15,20,26
NOVEL-Ca21chrR-071,82,25,12,14,21,6,61,114,17,16,20,35
NOVEL-Ca21chrR-072,97,31,24,19,26,14,58,161,34,22,22,40
NOVEL-Ca21chrR-073,465,210,180,174,164,186,426,1374,224,231,220,422
NOVEL-Ca21chrR-074,1448,767,603,940,771,779,1062,2921,564,976,914,1297
NOVEL-Ca21chrR-075,95,41,39,58,60,57,46,152,46,60,67,124
NOVEL-Ca21chrR-076,45,38,30,22,22,18,23,96,21,29,30,37
NOVEL-Ca21chrR-077,186,108,98,117,63,90,122,344,92,37,51,95
NOVEL-Ca21chrR-078,20,7,7,7,9,8,20,43,8,10,7,25
NOVEL-Ca21chrR-079,13,9,7,9,4,8,11,29,7,15,14,16
NOVEL-Ca21chrR-080,55,68,65,7,4,7,43,409,69,12,8,14
NOVEL-Ca21chrR-081,28,3,4,10,6,7,16,40,4,7,6,18
NOVEL-Ca21chrR-082,298,129,110,150,106,131,274,849,139,159,146,303
NOVEL-Ca21chrR-083,91,31,25,1,2,0,32,90,21,3,2,5
NOVEL-Ca21chrR-084,826,511,476,154,209,137,601,2521,702,207,204,408
NOVEL-Ca21chrR-085,1256,522,451,299,351,281,776,1930,387,201,210,476
NOVEL-Ca21chrR-086,671,337,220,254,217,269,471,1489,331,234,221,425
NOVEL-Ca21chrR-087,47,26,15,20,16,10,28,142,26,13,16,19
NOVEL-Ca21chrR-088,474,257,153,134,119,112,318,976,173,181,212,239
NOVEL-Ca21chrR-089,50,26,36,62,61,49,35,142,53,55,70,150
NOVEL-Ca21chrR-090,26,11,5,2,2,8,15,116,32,7,9,17
NOVEL-Ca21chrR-091,2700,2635,2181,2905,2397,3899,1269,9580,1749,1942,1601,3771
NOVEL-Ca21chrR-092,298,204,176,176,185,161,351,1788,389,215,218,421
NOVEL-Ca21chrR-093,12,9,7,6,14,10,2,22,4,5,1,8
NOVEL-Ca21chrR-094,19236,9770,6205,3570,2910,3722,7828,21088,2338,4824,4857,5530
NOVEL-Ca21chrR-095,22,19,10,7,3,8,11,38,11,9,12,30
NOVEL-Ca21chrR-097,400,252,148,131,117,139,332,1451,272,173,156,271
NOVEL-Ca21chrR-098,227,89,64,59,66,62,143,374,79,60,66,108
NOVEL-Ca21chrR-099,3823,2542,2267,3266,2766,2918,4573,23085,4702,7440,6838,12048
NOVEL-Ca21chrR-100,172,114,114,116,200,88,692,2575,479,463,481,925
NOVEL-Ca21chrR-101,132,54,51,59,64,70,115,352,66,61,64,148
NOVEL-Ca21chrR-102,2,3,3,4,1,2,11,29,3,12,7,10
NOVEL-Ca21chrR-103,417,150,133,278,181,199,1714,3764,442,630,456,742
NOVEL-Ca21chrR-104,7,1,3,0,3,3,32,73,5,6,4,3
NOVEL-Ca21chrR-105,7,2,1,1,4,2,56,116,12,5,14,8
NOVEL-Ca21chrR-106,101,23,35,33,45,15,1047,1656,151,264,181,243
NOVEL-Ca21chrR-107,17,4,5,8,11,7,6,30,3,23,22,39
NOVEL-Ca21chrR-108,73,35,26,34,53,14,35,78,13,22,25,41
NOVEL-Ca21chrR-109,210,108,84,112,72,81,183,542,96,98,103,205
NOVEL-Ca21chrR-110,84,22,19,62,77,40,97,185,25,82,46,129
orf19.10,50,7,13,28,20,25,48,101,14,42,43,70
orf19.100,475,198,262,414,358,327,478,1229,351,482,339,648
orf19.1002,604,271,275,524,406,381,663,1696,446,561,493,957
orf19.1005,21,8,9,8,12,5,25,66,22,18,28,48
orf19.1007,949,580,497,806,661,809,661,2370,536,675,753,1347
orf19.1008,3,1,1,1,2,1,3,1,0,0,3,3
orf19.1009,4,4,1,3,2,1,10,3,5,1,4,7
orf19.101,586,280,364,380,420,344,447,1502,364,391,367,658
orf19.1010,957,538,537,612,521,572,742,2387,504,580,534,1053
orf19.1011,4307,1809,2304,3083,2667,2489,3191,8916,2441,3689,3261,5664
orf19.1012,4832,2451,2148,2133,1679,1996,3653,11322,2342,2160,2197,3992
orf19.102,992,639,562,967,788,820,693,2658,744,895,804,1448
orf19.1026,1806,1304,1210,1972,1620,2047,1077,4784,1547,1692,1754,2999
orf19.1026.1,379,321,334,479,429,539,162,996,305,325,385,673
orf19.1027,995,605,632,271,199,162,663,2703,772,113,119,243
orf19.1028,268,193,167,195,111,189,172,837,226,176,138,297
orf19.1029,590,424,456,647,419,664,352,1617,384,487,437,752
orf19.103,45,18,35,46,37,52,34,104,36,62,50,109
orf19.1030,12608,8476,10461,14582,13652,15674,7090,29426,13320,15212,14563,27268
orf19.1031,18230,9919,9084,12065,10306,11863,13324,43731,10513,10789,11791,20577
orf19.1032,1061,753,781,2353,1239,1986,519,2779,738,1625,1535,2900
orf19.1033,2883,1475,1535,3036,2160,2624,2055,6149,1712,2607,2285,3970
orf19.1034,1369,502,487,622,429,544,1689,2575,602,485,435,833
orf19.1035,1382,709,1320,1347,995,1120,842,3491,1222,1260,1136,1876
orf19.1036,5461,2470,2519,3341,2544,2756,4210,12264,2677,3074,3003,5244
orf19.1037,3087,1135,967,1000,692,825,3950,9072,1185,995,846,1700
orf19.1039,984,559,528,727,458,567,705,2196,527,586,500,1026
orf19.104,128,46,77,86,76,80,104,293,89,124,106,181
